motif_counts	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	log2_fc_vs_single_mean	log2_fc_vs_single_std	log2_fc_vs_single_sem	mean_prediction_mean	mean_prediction_std	mean_prediction_sem
3	+++	46	0.5457	0.0254	0.0113	0.3777	0.0217	0.0097	1.9644	0.117	0.0523
3	+++	47	0.6125	0.0088	0.004	0.4445	0.0064	0.0029	2.0107	0.108	0.0483
3	+++	48	0.5332	0.024	0.0107	0.3652	0.0205	0.0092	1.9557	0.1167	0.0522
3	+++	49	0.5966	0.008	0.0036	0.4286	0.0075	0.0034	1.9997	0.107	0.0478
3	+++	50	0.5306	0.0222	0.0099	0.3626	0.0187	0.0083	1.9539	0.1164	0.0521
3	++-	0	0.4568	0.0524	0.0234	0.2888	0.0499	0.0223	1.9027	0.1318	0.059
3	++-	1	0.4008	0.0525	0.0235	0.2328	0.0483	0.0216	1.864	0.1384	0.0619
3	++-	2	0.5435	0.0615	0.0275	0.3755	0.0608	0.0272	1.9629	0.1246	0.0557
3	++-	3	0.4647	0.0363	0.0162	0.2966	0.0326	0.0146	1.9082	0.1279	0.0572
3	++-	4	0.5477	0.0344	0.0154	0.3797	0.0364	0.0163	1.9658	0.1053	0.0471
3	++-	5	0.3975	0.0272	0.0122	0.2295	0.0254	0.0114	1.8617	0.1105	0.0494
3	++-	6	0.4169	0.0162	0.0073	0.2489	0.014	0.0063	1.8751	0.1121	0.0501
3	++-	7	0.3778	0.0317	0.0142	0.2098	0.029	0.0129	1.848	0.1215	0.0544
3	++-	8	0.4558	0.0328	0.0147	0.2878	0.0311	0.0139	1.902	0.1169	0.0523
3	++-	9	0.4321	0.0367	0.0164	0.2641	0.0328	0.0147	1.8857	0.1272	0.0569
3	++-	10	0.4468	0.0369	0.0165	0.2788	0.036	0.0161	1.8958	0.1122	0.0502
3	++-	11	0.4453	0.0233	0.0104	0.2772	0.0197	0.0088	1.8948	0.1193	0.0534
3	++-	12	0.5206	0.0202	0.009	0.3526	0.0164	0.0074	1.947	0.1157	0.0517
3	++-	13	0.5041	0.0219	0.0098	0.3361	0.018	0.008	1.9355	0.1178	0.0527
3	++-	14	0.5277	0.016	0.0072	0.3596	0.0148	0.0066	1.9519	0.1112	0.0497
3	++-	15	0.5026	0.0182	0.0081	0.3345	0.0142	0.0063	1.9345	0.1141	0.051
3	++-	16	0.5575	0.0213	0.0095	0.3895	0.0185	0.0083	1.9725	0.1149	0.0514
3	++-	17	0.5696	0.0178	0.0079	0.4016	0.0145	0.0065	1.9809	0.1109	0.0496
3	++-	18	0.5478	0.0156	0.007	0.3798	0.015	0.0067	1.9658	0.1095	0.049
3	++-	19	0.5564	0.0274	0.0122	0.3884	0.0242	0.0108	1.9718	0.1182	0.0529
3	++-	20	0.5808	0.0236	0.0106	0.4128	0.0196	0.0087	1.9887	0.1189	0.0532
3	++-	21	0.5892	0.0223	0.01	0.4212	0.02	0.0089	1.9946	0.1103	0.0493
3	++-	22	0.5932	0.0154	0.0069	0.4252	0.0122	0.0055	1.9973	0.1125	0.0503
3	++-	23	0.5794	0.024	0.0107	0.4114	0.0206	0.0092	1.9878	0.1161	0.0519
3	++-	24	0.5894	0.0219	0.0098	0.4214	0.0182	0.0081	1.9947	0.1168	0.0522
3	++-	25	0.5804	0.0253	0.0113	0.4124	0.0211	0.0094	1.9884	0.1204	0.0538
3	++-	26	0.5798	0.0254	0.0113	0.4118	0.0215	0.0096	1.988	0.119	0.0532
3	++-	27	0.6283	0.0222	0.0099	0.4603	0.0182	0.0081	2.0216	0.1168	0.0522
3	++-	28	0.5906	0.0314	0.014	0.4226	0.0274	0.0122	1.9955	0.1252	0.056
3	++-	29	0.6142	0.0255	0.0114	0.4462	0.0213	0.0095	2.0119	0.1197	0.0535
3	++-	30	0.5753	0.0261	0.0117	0.4073	0.0219	0.0098	1.9849	0.1196	0.0535
3	++-	31	0.6006	0.0232	0.0104	0.4326	0.0191	0.0085	2.0024	0.1166	0.0521
3	++-	32	0.5902	0.0205	0.0092	0.4222	0.0173	0.0077	1.9952	0.1155	0.0516
3	++-	33	0.5897	0.0178	0.008	0.4217	0.0139	0.0062	1.9949	0.1136	0.0508
3	++-	34	0.5729	0.0175	0.0078	0.4049	0.0137	0.0061	1.9832	0.1135	0.0508
3	++-	35	0.6069	0.0277	0.0124	0.4389	0.0236	0.0105	2.0068	0.1212	0.0542
3	++-	36	0.6077	0.0245	0.011	0.4397	0.0211	0.0094	2.0074	0.12	0.0537
3	++-	37	0.6019	0.0265	0.0119	0.4339	0.0226	0.0101	2.0034	0.1213	0.0543
3	++-	38	0.5747	0.0228	0.0102	0.4066	0.0189	0.0085	1.9845	0.1173	0.0525
3	++-	39	0.6106	0.0246	0.011	0.4426	0.0204	0.0091	2.0093	0.1199	0.0536
3	++-	40	0.5756	0.0189	0.0085	0.4076	0.0159	0.0071	1.9851	0.114	0.051
3	++-	41	0.5862	0.0205	0.0092	0.4182	0.0173	0.0077	1.9925	0.1168	0.0522
3	++-	42	0.5549	0.0184	0.0082	0.3869	0.0146	0.0065	1.9708	0.1157	0.0517
3	++-	43	0.6029	0.0213	0.0095	0.4349	0.017	0.0076	2.004	0.1177	0.0526
3	++-	44	0.5881	0.0205	0.0092	0.4201	0.0176	0.0079	1.9937	0.1157	0.0517
3	++-	45	0.5968	0.0172	0.0077	0.4288	0.0139	0.0062	1.9998	0.114	0.051
3	++-	46	0.5797	0.0146	0.0065	0.4117	0.0113	0.0051	1.9879	0.1109	0.0496
3	++-	47	0.5946	0.0134	0.006	0.4266	0.0093	0.0042	1.9983	0.1125	0.0503
3	++-	48	0.567	0.0141	0.0063	0.399	0.0127	0.0057	1.9791	0.1098	0.0491
3	++-	49	0.5679	0.0123	0.0055	0.3999	0.0088	0.0039	1.9798	0.1116	0.0499
3	++-	50	0.5534	0.0084	0.0037	0.3854	0.0054	0.0024	1.9697	0.1087	0.0486
3	+-+	0	0.1778	0.0447	0.02	0.0098	0.0439	0.0196	1.7094	0.1192	0.0533
3	+-+	1	0.2548	0.03	0.0134	0.0868	0.0262	0.0117	1.7628	0.1238	0.0553
3	+-+	2	0.4052	0.0306	0.0137	0.2372	0.029	0.013	1.867	0.1088	0.0486
3	+-+	3	0.3979	0.0449	0.0201	0.2298	0.0407	0.0182	1.8619	0.1323	0.0592
3	+-+	4	0.3669	0.0385	0.0172	0.1989	0.0382	0.0171	1.8404	0.1165	0.0521
3	+-+	5	0.3398	0.0166	0.0074	0.1718	0.0172	0.0077	1.8217	0.108	0.0483
3	+-+	6	0.3486	0.0229	0.0102	0.1805	0.0218	0.0097	1.8277	0.1117	0.0499
3	+-+	7	0.3679	0.0243	0.0109	0.1999	0.0239	0.0107	1.8411	0.1092	0.0488
3	+-+	8	0.3663	0.0422	0.0189	0.1983	0.0429	0.0192	1.84	0.1029	0.046
3	+-+	9	0.4265	0.0384	0.0172	0.2585	0.0388	0.0174	1.8818	0.1085	0.0485
3	+-+	10	0.4651	0.0335	0.015	0.2971	0.0373	0.0167	1.9085	0.0894	0.04
3	+-+	11	0.4751	0.0513	0.0229	0.3071	0.0528	0.0236	1.9154	0.1045	0.0467
3	+-+	12	0.4961	0.0229	0.0102	0.3281	0.0234	0.0104	1.93	0.1067	0.0477
3	+-+	13	0.5037	0.0283	0.0127	0.3357	0.0276	0.0124	1.9353	0.1157	0.0518
3	+-+	14	0.4721	0.0524	0.0234	0.3041	0.0524	0.0234	1.9133	0.1224	0.0547
3	+-+	15	0.5401	0.026	0.0116	0.3721	0.025	0.0112	1.9605	0.1133	0.0507
3	+-+	16	0.5057	0.037	0.0166	0.3377	0.0353	0.0158	1.9366	0.124	0.0554
3	+-+	17	0.5722	0.011	0.0049	0.4041	0.0091	0.0041	1.9827	0.1078	0.0482
3	+-+	18	0.5722	0.0322	0.0144	0.4042	0.0338	0.0151	1.9827	0.1044	0.0467
3	+-+	19	0.5817	0.0291	0.013	0.4137	0.0251	0.0112	1.9894	0.1203	0.0538
3	+-+	20	0.5559	0.0126	0.0056	0.3879	0.0142	0.0064	1.9714	0.1039	0.0465
3	+-+	21	0.6112	0.0277	0.0124	0.4432	0.0237	0.0106	2.0098	0.1196	0.0535
3	+-+	22	0.6445	0.0096	0.0043	0.4765	0.012	0.0054	2.0329	0.1029	0.046
3	+-+	23	0.5913	0.0271	0.0121	0.4232	0.0229	0.0102	1.996	0.1206	0.0539
3	+-+	24	0.618	0.0196	0.0088	0.45	0.0192	0.0086	2.0145	0.1117	0.0499
3	+-+	25	0.5792	0.0338	0.0151	0.4112	0.0298	0.0133	1.9876	0.1228	0.0549
3	+-+	26	0.6619	0.0425	0.019	0.4939	0.0421	0.0188	2.0449	0.1156	0.0517
3	+-+	27	0.598	0.0397	0.0178	0.43	0.0358	0.016	2.0007	0.1283	0.0574
3	+-+	28	0.6886	0.035	0.0156	0.5206	0.0342	0.0153	2.0634	0.1152	0.0515
3	+-+	29	0.5853	0.0332	0.0148	0.4173	0.0295	0.0132	1.9918	0.121	0.0541
3	+-+	30	0.6518	0.019	0.0085	0.4838	0.0178	0.008	2.0379	0.1081	0.0484
3	+-+	31	0.5814	0.0342	0.0153	0.4134	0.0304	0.0136	1.9891	0.1232	0.0551
3	+-+	32	0.6537	0.0209	0.0094	0.4857	0.0228	0.0102	2.0393	0.1024	0.0458
3	+-+	33	0.5883	0.0432	0.0193	0.4203	0.0394	0.0176	1.9939	0.1288	0.0576
3	+-+	34	0.6442	0.0195	0.0087	0.4762	0.0212	0.0095	2.0327	0.1033	0.0462
3	+-+	35	0.5985	0.0416	0.0186	0.4305	0.0382	0.0171	2.001	0.1252	0.056
3	+-+	36	0.6625	0.0224	0.01	0.4945	0.0207	0.0092	2.0453	0.1132	0.0506
3	+-+	37	0.5768	0.0394	0.0176	0.4088	0.0362	0.0162	1.9859	0.1227	0.0549
3	+-+	38	0.6297	0.0181	0.0081	0.4617	0.0174	0.0078	2.0226	0.1085	0.0485
3	+-+	39	0.5558	0.0383	0.0171	0.3878	0.0348	0.0156	1.9714	0.1238	0.0554
3	+-+	40	0.6585	0.0301	0.0135	0.4905	0.031	0.0139	2.0426	0.1035	0.0463
3	+-+	41	0.5502	0.0396	0.0177	0.3822	0.0362	0.0162	1.9675	0.1256	0.0562
3	+-+	42	0.6291	0.0223	0.01	0.4611	0.0225	0.0101	2.0222	0.1089	0.0487
3	+-+	43	0.5613	0.0381	0.017	0.3933	0.0346	0.0155	1.9752	0.1245	0.0557
3	+-+	44	0.6527	0.027	0.0121	0.4847	0.0268	0.012	2.0385	0.1095	0.049
3	+-+	45	0.5642	0.0365	0.0163	0.3961	0.033	0.0148	1.9772	0.1227	0.0549
3	+-+	46	0.6196	0.0152	0.0068	0.4516	0.0158	0.0071	2.0156	0.104	0.0465
3	+-+	47	0.5377	0.0287	0.0128	0.3697	0.0258	0.0115	1.9588	0.1163	0.052
3	+-+	48	0.5986	0.0206	0.0092	0.4306	0.0213	0.0095	2.0011	0.106	0.0474
3	+-+	49	0.5348	0.0341	0.0152	0.3668	0.0311	0.0139	1.9568	0.1188	0.0531
3	+-+	50	0.5934	0.0133	0.0059	0.4254	0.0154	0.0069	1.9974	0.1025	0.0459
3	+--	0	0.4558	0.0503	0.0225	0.2877	0.0476	0.0213	1.902	0.131	0.0586
3	+--	1	0.4134	0.0538	0.024	0.2454	0.0497	0.0222	1.8727	0.1391	0.0622
3	+--	2	0.5453	0.0567	0.0253	0.3773	0.0559	0.025	1.9641	0.1224	0.0547
3	+--	3	0.4622	0.0368	0.0165	0.2942	0.0333	0.0149	1.9065	0.1275	0.057
3	+--	4	0.5469	0.0386	0.0173	0.3789	0.0405	0.0181	1.9652	0.1071	0.0479
3	+--	5	0.3988	0.0239	0.0107	0.2308	0.0224	0.01	1.8626	0.1078	0.0482
3	+--	6	0.4136	0.0117	0.0053	0.2456	0.0105	0.0047	1.8728	0.1084	0.0485
3	+--	7	0.3777	0.0329	0.0147	0.2097	0.0303	0.0136	1.8479	0.1217	0.0544
3	+--	8	0.4526	0.0305	0.0136	0.2846	0.0289	0.0129	1.8999	0.1155	0.0517
3	+--	9	0.4285	0.037	0.0165	0.2605	0.0331	0.0148	1.8831	0.1274	0.057
3	+--	10	0.4462	0.038	0.017	0.2781	0.0373	0.0167	1.8954	0.1117	0.05
3	+--	11	0.4467	0.0235	0.0105	0.2787	0.0201	0.009	1.8958	0.1196	0.0535
3	+--	12	0.5226	0.0188	0.0084	0.3546	0.0152	0.0068	1.9484	0.1146	0.0513
3	+--	13	0.5035	0.0209	0.0093	0.3355	0.0168	0.0075	1.9352	0.1175	0.0525
3	+--	14	0.5251	0.0165	0.0074	0.3571	0.0155	0.0069	1.9501	0.1113	0.0498
3	+--	15	0.5032	0.0199	0.0089	0.3352	0.0158	0.0071	1.9349	0.1149	0.0514
3	+--	16	0.5571	0.0168	0.0075	0.3891	0.0139	0.0062	1.9723	0.1127	0.0504
3	+--	17	0.5711	0.0155	0.0069	0.4031	0.0125	0.0056	1.982	0.1093	0.0489
3	+--	18	0.5488	0.0154	0.0069	0.3808	0.0152	0.0068	1.9666	0.1083	0.0484
3	+--	19	0.5566	0.0229	0.0103	0.3886	0.02	0.0089	1.9719	0.1154	0.0516
3	+--	20	0.5798	0.0232	0.0104	0.4118	0.0191	0.0086	1.988	0.1184	0.053
3	+--	21	0.5908	0.0198	0.0088	0.4228	0.0175	0.0078	1.9957	0.109	0.0488
3	+--	22	0.5942	0.0142	0.0063	0.4262	0.0114	0.0051	1.998	0.1114	0.0498
3	+--	23	0.5801	0.023	0.0103	0.4121	0.0198	0.0089	1.9882	0.1149	0.0514
3	+--	24	0.587	0.0218	0.0097	0.419	0.0186	0.0083	1.993	0.1152	0.0515
3	+--	25	0.5762	0.0234	0.0105	0.4082	0.0194	0.0087	1.9855	0.1183	0.0529
3	+--	26	0.5813	0.0236	0.0106	0.4133	0.0201	0.009	1.9891	0.1167	0.0522
3	+--	27	0.6306	0.0195	0.0087	0.4626	0.0155	0.0069	2.0232	0.1144	0.0512
3	+--	28	0.5923	0.0285	0.0128	0.4243	0.0247	0.0111	1.9967	0.1225	0.0548
3	+--	29	0.612	0.024	0.0107	0.444	0.0198	0.0089	2.0103	0.1185	0.053
3	+--	30	0.5752	0.0235	0.0105	0.4072	0.0194	0.0087	1.9848	0.1176	0.0526
3	+--	31	0.6001	0.0228	0.0102	0.4321	0.0192	0.0086	2.0021	0.1144	0.0512
3	+--	32	0.5902	0.0203	0.0091	0.4222	0.0175	0.0078	1.9952	0.1138	0.0509
3	+--	33	0.5879	0.0182	0.0082	0.4199	0.0151	0.0067	1.9936	0.1121	0.0501
3	+--	34	0.5742	0.0164	0.0073	0.4062	0.0136	0.0061	1.9842	0.1104	0.0494
3	+--	35	0.6047	0.0282	0.0126	0.4367	0.0243	0.0108	2.0053	0.1208	0.054
3	+--	36	0.6102	0.0221	0.0099	0.4422	0.0192	0.0086	2.0091	0.1172	0.0524
3	+--	37	0.6042	0.0228	0.0102	0.4362	0.0191	0.0085	2.0049	0.1178	0.0527
3	+--	38	0.573	0.0223	0.01	0.405	0.0189	0.0085	1.9833	0.1152	0.0515
3	+--	39	0.6123	0.0215	0.0096	0.4442	0.0174	0.0078	2.0105	0.1168	0.0522
3	+--	40	0.5751	0.018	0.008	0.407	0.0154	0.0069	1.9847	0.1119	0.05
3	+--	41	0.5914	0.0182	0.0081	0.4233	0.0155	0.0069	1.996	0.1141	0.051
3	+--	42	0.5572	0.0157	0.007	0.3892	0.0127	0.0057	1.9724	0.1123	0.0502
3	+--	43	0.6048	0.0185	0.0083	0.4368	0.0143	0.0064	2.0053	0.1153	0.0515
3	+--	44	0.5877	0.0187	0.0084	0.4196	0.0162	0.0073	1.9935	0.1137	0.0508
3	+--	45	0.593	0.0157	0.007	0.425	0.0121	0.0054	1.9972	0.1134	0.0507
3	+--	46	0.5819	0.0141	0.0063	0.4139	0.0115	0.0052	1.9895	0.1091	0.0488
3	+--	47	0.5963	0.0112	0.005	0.4283	0.0078	0.0035	1.9994	0.11	0.0492
3	+--	48	0.5671	0.0138	0.0062	0.3991	0.0134	0.006	1.9792	0.1076	0.0481
3	+--	49	0.5668	0.0111	0.005	0.3988	0.0081	0.0036	1.979	0.1102	0.0493
3	+--	50	0.5532	0.0077	0.0034	0.3852	0.0066	0.003	1.9696	0.1068	0.0477
