peak_id	pos_patterns.pattern_0	pos_patterns.pattern_3	pos_patterns.pattern_9	pos_patterns.pattern_2	pos_patterns.pattern_1	pos_patterns.pattern_4	pos_patterns.pattern_8	pos_patterns.pattern_11	pos_patterns.pattern_7	pos_patterns.pattern_10	pos_patterns.pattern_5	pos_patterns.pattern_6	total
6216	0	0	0	1	0	0	1	0	0	0	0	0	2
6217	0	0	1	0	0	0	0	0	0	0	0	0	1
6218	0	0	0	0	1	0	0	1	0	0	0	0	2
6219	1	0	0	1	0	0	0	0	0	0	0	0	2
6220	1	0	0	0	1	0	0	0	0	0	0	0	2
6221	1	0	0	0	0	0	0	0	0	0	0	0	1
6222	1	0	0	0	0	0	0	0	0	0	0	0	1
6223	1	0	0	0	1	0	0	0	0	0	0	0	2
6224	0	0	0	0	2	0	0	0	0	0	0	0	2
6225	0	0	0	0	3	0	0	0	0	0	0	0	3
6226	2	0	0	0	0	0	0	0	0	0	0	0	2
6227	3	0	0	0	1	0	0	0	0	0	0	0	4
6228	3	0	0	0	0	0	0	0	0	0	0	0	3
6229	2	0	0	0	0	1	0	0	0	0	0	0	3
6230	1	0	0	0	1	0	0	0	0	0	0	0	2
6231	2	0	0	0	0	0	0	0	0	0	0	0	2
6232	0	0	0	0	1	0	0	0	0	0	0	0	1
6233	1	0	0	0	2	0	0	0	0	0	0	0	3
6234	0	1	0	0	0	0	0	0	0	0	0	0	1
6235	1	0	0	0	1	0	0	1	0	0	0	0	3
6236	0	0	0	1	0	0	0	0	0	0	0	0	1
6237	0	0	0	0	2	0	0	0	0	0	0	0	2
6238	1	0	0	0	1	0	0	1	0	0	0	0	3
6240	1	0	0	0	1	0	0	0	0	0	0	0	2
6241	2	0	0	0	0	0	0	0	0	0	0	0	2
6242	3	0	0	0	0	0	0	1	0	0	0	0	4
6243	2	0	0	0	1	0	0	0	0	0	0	0	3
6244	4	0	0	0	1	0	0	0	0	0	0	0	5
6245	0	0	0	0	0	2	0	0	0	0	0	0	2
6246	1	0	0	0	1	0	0	0	0	0	0	0	2
6247	1	0	0	0	0	0	0	0	1	0	0	0	2
6248	2	0	0	0	0	2	0	0	0	0	0	0	4
6249	2	0	0	0	0	0	0	0	0	0	0	0	2
6250	4	0	0	0	0	0	0	0	0	0	0	0	4
6251	3	0	0	0	0	0	0	0	0	0	0	0	3
6252	2	0	0	0	0	0	0	0	0	0	0	0	2
6253	1	0	0	0	1	1	0	0	0	0	0	0	3
6254	0	0	1	0	0	0	0	0	0	0	0	0	1
6255	1	0	2	0	0	0	0	0	0	0	0	0	3
6256	0	0	0	0	2	0	0	0	0	0	0	0	2
6257	6	0	0	1	0	0	0	0	0	0	0	0	7
6258	1	0	0	0	2	0	0	0	0	0	0	0	3
6259	0	0	0	0	0	0	0	0	1	0	0	0	1
6260	3	0	0	0	0	0	0	0	0	0	0	0	3
6261	1	0	0	0	1	0	0	0	0	0	0	0	2
6262	1	0	0	1	2	0	0	0	0	0	0	0	4
6263	1	0	0	0	1	0	0	0	0	0	0	0	2
6264	0	0	0	0	1	0	0	1	0	0	0	0	2
6265	0	1	1	0	0	0	0	0	0	0	0	0	2
6266	1	0	0	0	0	0	0	0	0	0	0	0	1
6267	1	0	0	1	0	0	0	0	0	0	0	0	2
6268	2	1	0	0	0	0	0	0	0	0	0	0	3
6269	1	0	0	0	0	0	0	0	0	0	0	0	1
6270	1	0	0	0	0	0	0	0	1	0	0	0	2
6271	2	0	0	0	0	1	0	0	0	0	0	0	3
6272	0	0	0	0	1	0	0	0	0	0	0	0	1
6274	1	0	0	0	0	0	0	0	0	0	0	0	1
6275	2	0	0	0	1	0	1	0	0	0	0	0	4
6276	0	0	0	0	1	0	0	0	0	0	0	0	1
6277	3	0	0	0	1	0	0	0	0	0	0	0	4
6278	1	0	0	0	0	1	0	1	0	0	0	0	3
6279	0	0	0	1	1	0	0	0	0	0	0	0	2
6280	1	0	0	0	0	0	0	1	0	0	0	0	2
6281	2	0	0	0	0	0	0	0	0	0	0	0	2
6282	0	0	0	0	1	0	0	0	0	0	0	0	1
6283	1	0	0	0	2	0	0	0	0	0	0	0	3
6284	1	0	0	0	1	0	0	0	0	0	0	0	2
6285	2	0	0	0	0	0	0	1	0	0	0	0	3
6286	2	0	0	0	1	0	0	0	0	0	0	0	3
6287	1	0	0	0	0	1	0	0	0	0	0	0	2
6288	1	0	0	0	0	0	0	1	0	0	0	0	2
6289	0	0	1	0	0	0	0	0	0	0	0	0	1
6290	1	0	0	2	0	0	0	0	0	0	0	0	3
6291	2	0	0	0	0	0	0	0	0	0	0	0	2
6292	2	0	0	0	0	1	0	0	0	0	0	0	3
6293	1	0	0	0	0	0	0	0	0	0	0	0	1
6294	5	0	0	0	0	0	0	0	0	0	0	0	5
6295	4	0	0	0	0	0	0	0	0	0	0	0	4
6296	1	0	0	0	0	0	0	0	0	0	0	0	1
6297	3	0	0	0	0	0	0	0	0	0	0	0	3
6298	2	0	0	0	0	0	0	0	0	0	0	0	2
6299	2	0	0	0	0	0	0	0	0	0	0	0	2
6300	0	0	0	0	1	0	0	0	0	0	0	0	1
6301	0	1	1	0	0	0	0	0	0	0	0	0	2
6302	2	0	0	0	1	0	0	0	0	0	0	0	3
6303	1	1	0	0	0	0	0	0	0	0	0	0	2
6304	1	0	1	0	0	0	0	0	0	0	0	0	2
6305	0	0	1	0	0	0	0	0	0	0	0	0	1
6306	1	0	0	0	1	0	0	1	0	0	0	0	3
6307	2	0	0	0	0	0	2	1	0	0	0	0	5
6308	1	0	0	0	1	1	0	0	0	0	0	0	3
6309	5	0	0	0	0	0	0	0	0	0	0	0	5
6310	3	0	0	0	0	0	1	0	0	0	0	0	4
6311	1	0	0	0	0	0	0	0	0	0	0	0	1
6312	2	0	0	0	0	0	0	0	0	0	0	0	2
6313	2	0	0	0	0	0	0	0	0	0	0	0	2
6314	2	0	0	0	0	0	0	0	0	0	0	0	2
6315	2	0	0	0	0	0	0	0	0	0	0	0	2
6317	3	0	0	0	0	0	0	2	0	0	0	0	5
6318	2	0	0	0	0	0	0	0	0	0	0	0	2
6319	1	0	0	0	0	0	0	0	0	0	0	0	1
6320	1	0	0	1	2	0	0	0	0	0	0	0	4
6321	2	0	0	0	0	0	0	0	0	0	0	0	2
6323	0	0	0	1	2	0	0	0	0	0	0	0	3
6324	0	0	0	0	0	0	0	2	0	0	0	0	2
6325	2	0	1	0	1	0	0	0	0	0	0	0	4
6326	3	0	0	0	0	0	1	0	0	0	0	0	4
6327	1	0	0	0	0	0	0	0	0	0	0	0	1
6329	1	0	0	0	0	0	0	0	0	0	0	0	1
6332	0	0	1	0	0	0	0	0	0	0	0	0	1
6333	2	0	0	0	0	0	0	0	0	0	0	0	2
6334	1	0	0	0	0	0	0	0	0	0	0	0	1
6335	2	0	0	0	0	0	0	0	0	0	0	0	2
6336	4	0	0	0	0	0	0	0	0	0	0	0	4
6337	2	0	0	0	0	0	0	0	0	0	0	0	2
6338	3	0	0	0	0	0	1	1	0	1	0	0	6
6339	2	0	0	0	0	0	0	0	0	0	0	0	2
6340	2	0	0	0	0	0	0	1	0	0	0	0	3
6341	0	0	0	0	1	0	0	0	0	0	0	0	1
6343	0	0	2	0	0	0	0	0	0	0	0	0	2
6344	0	0	1	0	0	0	0	0	0	0	0	0	1
6345	4	0	0	0	0	0	1	0	0	0	0	0	5
6346	2	0	0	0	1	0	1	1	0	0	0	0	5
6347	1	0	0	0	2	0	0	0	0	0	0	0	3
6348	2	0	0	0	0	0	0	0	0	0	0	0	2
6349	1	0	0	2	0	0	0	0	0	0	0	0	3
6350	0	0	0	1	0	0	0	0	0	0	0	0	1
6351	0	0	0	0	2	0	0	1	0	0	0	0	3
6352	1	0	0	0	1	0	1	0	1	0	0	0	4
6353	3	0	0	0	0	0	0	0	0	0	0	0	3
6354	0	0	0	0	5	0	0	0	0	0	0	0	5
6355	2	0	0	0	0	0	0	0	1	0	0	0	3
6358	0	0	0	1	2	0	0	0	0	0	0	0	3
6359	2	0	0	0	0	0	0	0	0	0	0	0	2
6360	2	0	0	0	0	0	0	0	0	0	0	0	2
6361	0	0	0	0	1	0	0	0	0	0	0	0	1
6362	1	0	0	0	0	0	0	0	0	0	0	0	1
6363	2	0	0	0	2	0	0	0	0	0	0	0	4
6364	2	0	0	0	0	0	0	0	0	0	0	0	2
6365	0	0	1	0	0	0	0	0	0	0	0	0	1
6366	0	1	0	1	0	0	0	0	0	0	0	0	2
6367	0	0	0	0	2	0	0	0	0	0	0	0	2
6368	2	0	0	0	0	0	0	0	2	0	0	0	4
6369	2	0	0	0	0	0	0	0	0	0	0	0	2
6370	2	0	0	0	1	0	0	0	1	0	0	0	4
6371	2	0	0	0	0	0	0	0	0	0	0	0	2
6372	1	0	0	0	0	0	0	0	0	0	0	0	1
6373	0	0	0	0	3	0	0	0	0	0	0	0	3
6374	2	0	0	0	1	0	1	0	0	0	0	0	4
6375	1	0	0	0	1	0	0	1	0	0	0	0	3
6376	1	0	0	0	1	0	0	0	0	0	0	0	2
6377	0	0	0	0	1	0	0	1	0	0	0	0	2
6378	1	0	0	0	1	0	1	0	0	0	0	0	3
6379	1	0	0	0	0	0	0	0	0	0	0	0	1
6380	1	0	0	0	3	0	0	0	0	0	0	0	4
6381	1	0	1	0	0	0	0	0	0	0	0	0	2
6382	0	0	1	0	2	0	0	0	0	0	0	0	3
6383	1	0	0	1	0	0	0	0	0	0	0	0	2
6384	1	0	0	0	0	0	0	0	0	0	0	0	1
6385	1	0	0	0	0	0	0	0	0	0	0	0	1
6386	0	0	1	0	1	0	0	0	0	0	0	0	2
6387	0	0	0	2	0	0	0	0	0	0	0	0	2
6388	2	0	0	1	0	0	0	0	0	0	0	0	3
6389	1	0	0	0	1	0	0	0	0	0	0	0	2
6390	1	0	0	0	0	0	0	0	0	0	0	0	1
6391	3	0	0	0	3	0	0	0	0	0	0	0	6
6392	2	0	1	0	0	0	0	0	0	0	0	0	3
6393	0	0	1	0	0	0	0	0	0	0	0	0	1
6394	0	0	0	2	0	0	0	0	0	0	0	0	2
6395	4	0	0	0	0	0	0	0	0	0	0	0	4
6396	1	0	0	0	2	0	0	0	0	0	0	0	3
6397	3	0	0	0	1	0	0	0	0	0	0	0	4
6398	2	0	0	0	0	0	2	0	0	0	0	0	4
6399	0	0	0	0	2	0	0	0	0	0	0	0	2
6400	3	0	0	0	0	0	0	0	0	0	0	0	3
6401	3	0	0	0	0	0	0	0	0	0	0	0	3
6402	3	0	0	0	0	0	0	1	0	0	0	0	4
6403	1	0	0	0	0	0	0	0	0	0	0	0	1
6404	1	0	0	0	1	0	0	0	0	0	0	0	2
6405	2	0	0	0	0	0	0	0	0	0	0	0	2
6406	1	0	0	1	0	0	0	0	0	0	0	0	2
6407	1	0	0	0	0	0	0	0	0	0	0	0	1
6408	1	0	1	0	0	0	0	0	0	0	0	0	2
6409	1	0	1	0	2	0	0	0	0	0	0	0	4
6410	4	0	0	0	0	0	0	0	0	0	0	0	4
6411	1	0	0	0	1	0	1	0	0	0	0	0	3
6412	0	0	1	0	0	0	0	0	0	0	0	0	1
6413	2	0	0	0	0	0	0	1	0	0	0	0	3
6414	2	0	0	0	1	0	0	0	0	0	0	0	3
6415	1	0	0	0	0	0	0	0	0	0	0	0	1
6416	1	0	0	0	0	0	0	0	0	0	0	0	1
6417	0	0	0	0	0	0	1	0	0	0	0	0	1
6418	4	0	0	0	0	0	0	0	0	0	0	0	4
6419	1	1	0	1	0	0	0	0	0	0	0	0	3
6420	4	0	0	0	0	0	0	0	0	0	0	0	4
6421	0	0	1	0	0	0	0	0	0	0	0	0	1
6422	3	0	0	0	0	0	0	0	0	0	0	0	3
6423	3	0	0	0	0	0	0	0	0	0	0	0	3
6424	0	0	0	0	1	0	0	0	0	0	0	0	1
6425	0	0	0	1	0	0	0	0	0	0	0	0	1
6426	2	0	0	0	0	0	0	0	0	0	0	0	2
6427	1	0	0	0	0	0	0	0	0	0	0	0	1
6428	2	0	0	0	0	0	0	1	0	0	0	0	3
6429	2	0	0	0	0	0	0	1	1	0	0	0	4
6430	1	0	0	1	0	0	0	0	0	0	0	0	2
6431	1	0	0	0	1	0	0	0	0	0	0	0	2
6432	4	0	0	0	0	0	0	1	0	0	0	0	5
6433	2	0	0	0	1	0	0	0	0	0	0	0	3
6434	1	0	0	0	0	0	0	0	0	0	0	0	1
6435	1	0	1	0	0	0	0	0	0	0	0	0	2
6437	1	1	0	0	0	0	0	0	0	0	0	0	2
6438	0	0	1	0	0	0	0	0	0	0	0	0	1
6439	0	0	0	0	1	0	0	0	0	0	0	0	1
6440	2	0	0	0	0	0	0	0	0	0	0	0	2
6441	3	1	0	0	1	0	0	0	0	0	0	0	5
6442	0	0	0	0	2	0	0	0	0	0	0	0	2
6443	1	0	0	1	1	0	0	0	0	0	0	0	3
6444	4	0	0	0	0	0	0	0	0	0	0	0	4
6445	1	0	0	0	0	1	0	0	0	0	0	0	2
6446	1	0	1	0	1	1	0	0	0	0	0	0	4
6448	2	0	1	1	0	0	0	0	0	0	0	0	4
6449	1	0	0	0	1	0	0	0	0	0	0	0	2
6450	2	0	0	0	1	0	0	0	0	0	0	0	3
6451	1	1	0	1	1	0	0	0	0	0	0	0	4
6452	1	0	0	0	2	0	0	0	0	0	0	0	3
6453	0	0	0	1	0	1	0	0	0	0	0	0	2
6454	1	0	0	1	2	0	0	0	0	0	0	0	4
6455	2	0	0	0	0	0	0	0	0	0	0	0	2
6456	2	0	0	0	0	0	0	0	0	0	0	0	2
6457	1	0	0	0	0	0	0	0	0	0	0	0	1
6458	2	0	0	1	0	0	0	0	0	0	0	0	3
6459	2	0	0	0	0	0	0	0	0	0	0	0	2
6460	1	0	0	0	1	0	0	0	0	0	0	0	2
6461	2	0	0	0	0	1	0	0	0	0	0	0	3
6462	1	0	0	0	0	0	0	0	0	0	0	0	1
6463	0	0	0	0	1	0	0	0	0	0	0	0	1
6464	3	0	0	0	0	0	0	0	0	0	0	0	3
6465	0	0	0	1	0	0	0	0	0	0	0	0	1
6466	2	0	0	0	0	0	0	0	0	0	0	0	2
6467	0	0	0	1	1	0	0	0	0	0	0	0	2
6469	3	0	0	0	0	0	0	0	0	0	0	0	3
6470	4	0	0	0	0	0	0	0	0	1	0	0	5
6471	1	0	0	0	0	0	0	0	0	0	0	0	1
6472	2	0	0	1	1	0	0	0	0	0	0	0	4
6473	1	1	0	0	0	0	0	0	0	0	0	0	2
6475	0	0	1	0	0	0	0	0	0	0	0	0	1
6476	1	0	0	0	2	0	0	1	0	0	0	0	4
6477	0	0	0	0	2	0	0	0	0	0	0	0	2
6478	1	0	0	0	1	0	0	0	0	0	0	0	2
6479	3	0	0	0	0	0	1	0	0	0	0	0	4
6480	2	0	0	0	2	0	0	0	0	0	0	0	4
6481	2	0	0	0	0	0	0	0	0	0	0	0	2
6482	3	0	0	0	0	0	0	0	0	0	0	0	3
6483	4	0	0	0	1	0	0	0	0	0	0	0	5
6484	0	0	0	0	0	0	0	1	0	0	0	0	1
6485	0	0	0	0	1	1	0	0	0	0	0	0	2
6487	2	1	0	0	0	0	0	0	0	0	0	0	3
6488	2	0	0	0	3	0	0	0	0	0	0	0	5
6489	3	0	0	0	0	0	0	0	0	0	0	0	3
6490	3	0	0	0	0	0	0	0	0	0	0	0	3
6491	3	0	0	0	0	0	0	0	0	0	0	0	3
6492	5	0	0	0	0	0	0	0	0	0	0	0	5
6493	4	0	0	0	1	0	0	0	0	0	0	0	5
6494	4	0	0	0	0	0	0	0	0	0	0	0	4
6495	4	0	0	1	0	0	0	0	0	0	0	0	5
6496	4	0	0	0	0	0	0	0	0	0	0	0	4
6497	1	0	0	0	0	0	0	0	0	0	0	0	1
6498	2	0	0	0	0	0	0	0	0	0	0	0	2
6499	1	0	0	0	0	0	0	0	0	0	0	0	1
6500	3	0	0	0	0	0	0	0	0	0	0	0	3
6502	2	1	0	0	2	1	0	0	0	0	0	0	6
6503	1	0	0	1	0	0	0	0	0	0	0	0	2
6504	2	0	0	0	1	0	0	0	0	0	0	0	3
6505	1	0	0	0	2	0	0	0	0	0	0	0	3
6506	1	0	0	1	0	0	0	0	0	0	0	0	2
6507	1	0	0	0	1	0	0	0	0	0	0	0	2
6508	1	0	0	0	1	0	0	0	0	0	0	0	2
6509	2	0	0	0	0	0	0	1	1	1	0	0	5
6510	1	0	0	0	0	0	0	0	0	0	0	0	1
6511	3	0	0	0	0	0	0	0	0	0	0	0	3
6512	0	0	0	0	1	1	0	0	0	0	0	0	2
6513	0	0	0	0	1	0	0	0	0	0	0	0	1
6514	2	0	0	0	1	0	0	0	0	0	0	0	3
6515	0	0	0	0	2	1	0	0	0	0	0	0	3
6516	1	0	0	0	0	0	0	1	0	0	0	0	2
6517	0	0	0	0	1	0	0	0	0	0	0	0	1
6518	2	0	0	0	1	0	0	0	0	0	0	0	3
6519	3	0	0	1	0	0	0	0	0	0	0	0	4
6520	2	0	0	1	0	0	1	0	0	1	0	0	5
6521	4	0	0	0	0	0	0	0	0	0	0	0	4
6522	2	0	0	0	1	0	0	0	0	0	0	0	3
6523	1	0	1	0	0	0	0	0	0	0	0	0	2
6525	2	0	0	0	0	0	0	2	0	0	0	0	4
6526	2	0	0	0	0	0	0	0	0	0	0	0	2
6527	2	0	0	0	0	0	0	0	0	0	0	0	2
6528	2	0	0	0	1	0	0	0	0	0	0	0	3
6529	1	0	0	0	1	0	0	0	0	0	0	0	2
6530	1	0	0	0	2	0	0	0	0	0	0	0	3
6531	2	0	0	0	0	0	0	0	0	0	0	0	2
6532	2	0	0	0	0	0	0	0	0	0	0	0	2
6533	2	0	0	0	1	0	0	0	0	0	0	0	3
6534	3	0	0	0	0	0	0	0	0	0	0	0	3
6535	2	0	0	0	0	1	0	0	0	0	0	0	3
6536	1	0	0	0	0	0	0	0	0	0	0	0	1
6537	2	0	0	0	1	0	0	0	0	0	0	0	3
6538	1	0	0	0	2	0	0	0	0	0	0	0	3
6539	1	0	0	0	0	0	0	0	0	0	0	0	1
6540	1	0	0	0	0	0	0	0	0	0	0	0	1
6542	2	0	0	0	0	0	0	1	0	0	0	0	3
6543	2	0	0	0	1	0	0	0	0	0	0	0	3
6544	1	0	0	0	0	0	0	0	0	0	0	0	1
6545	1	1	1	0	0	0	0	0	0	0	0	0	3
6547	0	0	1	1	0	0	0	0	0	0	0	0	2
6548	1	0	0	0	1	0	0	0	0	0	0	0	2
6549	2	0	0	0	0	0	0	0	0	0	0	0	2
6550	3	0	0	0	1	0	0	0	0	0	0	0	4
6551	1	0	0	0	0	0	0	0	0	0	0	0	1
6552	2	0	0	1	0	0	0	0	0	0	0	0	3
6553	2	0	0	0	0	0	0	0	0	0	0	0	2
6554	2	0	0	0	0	1	0	0	0	0	0	0	3
6555	4	0	0	0	0	0	0	0	0	0	0	0	4
6557	0	0	0	1	0	0	0	0	0	0	0	0	1
6558	1	1	0	0	0	1	0	0	0	0	0	0	3
6559	1	0	0	2	0	0	0	0	0	0	0	0	3
6560	1	0	0	0	0	0	0	0	0	0	0	0	1
6561	0	1	1	0	0	0	0	0	0	0	0	0	2
6562	2	0	0	1	0	0	0	1	0	0	0	0	4
6563	0	6	0	0	0	0	0	0	0	0	0	0	6
6564	3	0	0	0	0	0	0	0	0	0	0	0	3
6565	2	0	0	0	0	0	0	0	0	0	0	0	2
6567	2	0	0	0	0	0	0	0	0	0	0	0	2
6568	3	0	0	0	0	0	0	1	0	0	0	0	4
6569	1	0	0	0	0	0	0	1	0	0	0	0	2
6570	2	0	0	0	0	0	0	0	0	0	0	0	2
6571	4	0	0	1	0	0	0	0	0	0	0	0	5
6572	3	0	0	0	0	0	0	0	0	0	0	0	3
6574	1	0	0	0	0	0	0	0	0	0	0	0	1
6575	2	0	0	0	0	0	0	0	0	0	0	0	2
6576	1	0	0	0	0	0	0	0	0	0	0	0	1
6577	1	0	0	0	0	0	0	1	1	0	0	0	3
6578	2	0	0	0	1	0	0	0	0	0	0	0	3
6579	3	0	0	0	0	0	0	0	0	0	0	0	3
6580	2	0	0	0	0	0	0	0	0	0	0	0	2
6581	1	0	0	0	3	0	0	0	0	0	0	0	4
6582	3	0	0	0	1	0	0	0	0	0	0	0	4
6583	1	0	0	0	0	0	0	0	0	0	0	0	1
6585	1	0	0	0	0	0	0	0	0	0	0	0	1
6587	0	0	0	1	0	1	0	0	0	0	0	0	2
6588	0	0	1	0	0	0	0	0	0	0	0	0	1
6589	2	0	0	0	0	0	0	0	0	0	0	0	2
6590	2	0	0	0	1	0	0	0	0	0	0	0	3
6591	1	0	0	0	0	0	0	1	0	0	0	0	2
6592	2	0	0	0	0	0	0	0	0	0	0	0	2
6593	1	1	1	0	0	0	0	0	0	0	0	0	3
6595	0	0	1	0	0	0	0	0	1	0	0	0	2
6596	2	0	0	0	0	0	0	0	0	0	0	0	2
6597	3	0	0	0	0	0	0	0	0	0	0	0	3
6598	2	0	0	0	0	1	0	0	0	0	0	0	3
6599	1	0	0	0	1	0	0	0	0	0	0	0	2
6600	1	0	0	0	0	0	0	0	0	0	0	0	1
6601	1	0	0	0	0	0	0	0	0	0	0	0	1
6602	0	0	0	0	1	0	0	0	0	0	0	0	1
6604	1	0	0	0	1	0	0	0	0	0	0	0	2
6605	3	0	0	0	0	0	0	0	0	0	0	0	3
6606	0	0	0	1	1	0	0	0	0	0	0	0	2
6607	0	0	0	1	0	0	0	0	0	0	0	0	1
6608	2	0	0	0	1	0	0	0	0	0	0	0	3
6609	1	0	0	0	1	0	0	0	0	0	0	0	2
6610	1	0	0	0	3	0	0	1	0	0	0	0	5
6611	0	0	0	1	0	0	0	0	0	0	0	0	1
6612	1	0	0	1	0	0	0	0	0	0	0	0	2
6613	2	0	0	0	1	0	0	1	0	0	0	0	4
6614	2	0	0	0	0	0	0	1	0	0	0	0	3
6615	0	0	0	0	1	0	0	0	0	0	0	0	1
6616	0	0	0	1	2	0	0	0	0	0	0	0	3
6617	1	0	0	0	1	0	0	0	0	0	0	0	2
6618	2	0	0	0	0	0	0	0	0	0	0	0	2
6619	2	0	0	0	0	0	0	0	0	0	0	0	2
6620	0	0	0	2	3	0	0	0	0	0	0	0	5
6621	4	0	0	0	1	0	0	0	0	0	0	0	5
6622	1	0	0	0	0	0	0	0	0	0	0	0	1
6623	0	4	1	0	0	1	0	0	0	0	0	0	6
6624	3	0	0	0	0	0	0	0	0	0	0	0	3
6625	0	0	0	0	2	0	0	0	0	0	0	0	2
6627	1	0	0	1	1	0	0	0	0	1	0	0	4
6628	4	0	0	0	1	0	0	0	0	0	0	0	5
6629	3	0	0	0	0	0	0	1	0	0	0	0	4
6630	3	0	0	0	0	0	0	1	0	0	0	0	4
6631	1	0	0	0	0	0	0	0	0	0	0	0	1
6632	1	0	0	0	0	0	0	0	0	0	0	0	1
6633	1	0	0	0	0	0	0	0	0	0	0	0	1
6634	2	0	0	0	0	0	0	0	0	0	0	0	2
6635	1	0	0	0	0	0	0	0	0	0	0	0	1
6636	1	0	0	0	0	3	0	1	0	0	0	0	5
6637	2	0	0	0	0	2	0	1	0	0	0	0	5
6638	4	0	0	0	1	0	0	0	0	0	0	0	5
6639	2	0	0	0	2	0	1	0	0	0	0	0	5
6640	1	0	0	0	0	1	0	0	0	0	0	0	2
6641	2	0	0	0	2	0	0	0	0	0	0	0	4
6642	1	0	0	0	0	0	0	0	0	0	0	0	1
6643	2	0	0	1	0	0	0	1	0	0	0	0	4
6644	1	0	0	0	1	0	0	0	0	0	0	0	2
6646	3	0	0	0	0	0	1	1	0	0	0	0	5
6647	2	0	0	1	1	0	0	0	0	0	0	0	4
6648	5	0	0	0	0	0	1	0	0	0	0	0	6
6649	0	0	0	0	3	0	0	0	0	0	0	0	3
6650	0	0	1	0	0	0	0	0	0	0	0	0	1
6651	2	1	0	0	0	0	0	0	0	0	0	0	3
6652	0	0	1	0	0	0	0	0	0	0	0	0	1
6653	1	0	0	1	0	0	0	0	0	0	0	0	2
6655	1	0	0	0	0	0	0	0	0	0	0	0	1
6656	0	0	0	0	1	0	0	0	0	0	0	0	1
6657	2	0	0	0	0	0	0	0	0	0	0	0	2
6658	2	0	0	0	1	0	0	0	0	0	0	0	3
6659	2	0	0	0	0	0	0	0	0	0	0	0	2
6661	3	0	0	0	0	0	0	0	0	0	0	0	3
6662	0	0	0	0	1	0	0	0	0	0	0	0	1
6663	1	0	0	0	1	0	0	0	1	0	0	0	3
6664	1	0	0	0	0	0	0	0	0	0	0	0	1
6665	0	1	0	0	1	0	0	0	0	0	0	0	2
6666	0	0	0	0	2	0	0	0	0	0	0	0	2
6667	0	1	1	0	0	0	0	0	0	0	0	0	2
6668	1	0	0	0	0	0	0	0	0	0	0	0	1
6669	0	0	0	0	3	0	0	0	0	0	0	0	3
6670	5	0	0	0	0	0	0	0	0	0	0	0	5
6671	1	0	0	0	1	0	0	0	0	0	0	0	2
6672	1	0	0	0	1	0	0	0	0	0	0	0	2
6673	1	0	0	0	0	0	0	0	0	0	0	0	1
6674	2	0	0	0	0	0	0	0	0	0	0	0	2
6675	0	0	0	0	1	0	0	0	0	0	0	0	1
6676	0	1	0	0	0	0	1	0	0	0	0	0	2
6677	1	0	0	0	0	0	0	0	0	0	0	0	1
6678	0	0	0	0	1	0	0	0	0	0	0	0	1
6679	0	0	0	0	2	0	0	0	0	0	0	0	2
6680	2	0	0	0	1	0	0	0	0	0	0	0	3
6681	1	0	0	0	0	0	0	1	0	0	0	0	2
6682	4	0	0	0	0	0	0	1	0	0	0	0	5
6683	2	0	0	0	0	0	0	1	0	0	0	0	3
6684	3	0	0	0	0	0	0	0	0	0	0	0	3
6685	0	0	0	0	1	0	0	0	0	0	0	0	1
6686	3	0	0	0	0	0	0	0	0	0	0	0	3
6687	1	0	0	0	0	0	0	1	1	0	0	0	3
6688	4	0	0	0	0	0	0	0	0	0	0	0	4
6689	3	0	0	0	0	0	0	0	0	0	0	0	3
6690	4	0	0	0	0	0	0	0	0	0	0	0	4
6691	2	0	0	0	0	0	0	1	0	0	0	0	3
6693	2	0	0	0	2	0	0	1	0	0	0	0	5
6694	1	0	0	0	0	0	0	0	0	0	0	0	1
6695	2	0	0	0	0	0	0	0	0	0	0	0	2
6696	3	0	0	0	1	0	0	0	0	0	0	0	4
6697	0	0	0	0	1	0	0	0	0	0	0	0	1
6698	1	0	1	0	0	0	0	1	0	0	0	0	3
6699	2	0	0	0	1	0	0	0	0	0	0	0	3
6700	1	0	0	1	0	0	0	0	0	0	0	0	2
6701	0	1	0	0	1	0	0	1	0	0	0	0	3
6702	2	0	0	0	4	0	0	0	0	0	0	0	6
6703	1	0	0	0	0	0	0	0	0	0	0	0	1
6704	4	0	0	0	0	0	0	1	0	0	0	0	5
6705	1	0	0	0	0	0	0	0	0	0	0	0	1
6706	3	0	0	0	0	0	1	0	0	0	0	0	4
6707	1	0	0	0	0	2	0	0	0	0	0	0	3
6708	2	0	0	0	0	0	0	1	0	0	0	0	3
6709	2	0	0	1	2	0	0	1	0	0	0	0	6
6710	1	0	0	0	1	0	0	0	0	0	0	0	2
6711	2	0	0	0	0	0	0	0	0	0	0	0	2
6712	1	0	1	1	0	0	0	2	0	0	0	0	5
6713	1	0	0	0	0	0	0	0	0	0	0	0	1
6715	2	0	0	0	2	0	0	0	0	0	0	0	4
6716	2	0	0	0	0	0	0	0	0	0	0	0	2
6717	2	0	0	0	1	1	0	0	0	0	0	0	4
6718	2	0	0	0	0	0	0	0	1	0	0	0	3
6719	1	0	0	1	0	0	0	0	0	0	0	0	2
6720	4	0	0	0	0	0	0	1	0	0	0	0	5
6721	1	0	0	0	0	1	0	0	1	0	0	0	3
6722	1	0	0	0	0	0	1	0	0	0	0	0	2
6723	2	0	0	0	0	0	0	0	0	0	0	0	2
6724	0	0	0	0	1	0	0	0	1	0	0	0	2
