motif_counts	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	log2_fc_vs_single_mean	log2_fc_vs_single_std	log2_fc_vs_single_sem	mean_prediction_mean	mean_prediction_std	mean_prediction_sem
4	++++	34	0.7461	0.1115	0.0499	0.6138	0.0931	0.0416	5.5017	0.2223	0.0994
4	++++	35	0.7734	0.1093	0.0489	0.6411	0.0908	0.0406	5.5207	0.2177	0.0974
4	++++	36	0.7284	0.1236	0.0553	0.5961	0.1057	0.0473	5.4895	0.2329	0.1041
4	++++	37	0.7636	0.1073	0.048	0.6313	0.089	0.0398	5.5139	0.2163	0.0967
4	++++	38	0.6964	0.1053	0.0471	0.5641	0.0884	0.0395	5.4673	0.2226	0.0995
4	++++	39	0.727	0.0963	0.043	0.5947	0.0779	0.0348	5.4886	0.2147	0.096
4	++++	40	0.7186	0.0987	0.0442	0.5863	0.0806	0.0361	5.4827	0.2133	0.0954
4	++++	41	0.7337	0.0968	0.0433	0.6014	0.0784	0.0351	5.4932	0.2075	0.0928
4	++++	42	0.7151	0.0965	0.0431	0.5828	0.0785	0.0351	5.4803	0.2127	0.0951
4	++++	43	0.7347	0.0941	0.0421	0.6024	0.0755	0.0338	5.4939	0.2084	0.0932
4	++++	44	0.7175	0.1083	0.0484	0.5852	0.0909	0.0406	5.482	0.2199	0.0983
4	++++	45	0.7198	0.1061	0.0475	0.5875	0.0878	0.0393	5.4836	0.2151	0.0962
4	++++	46	0.6816	0.0978	0.0437	0.5494	0.0804	0.036	5.4571	0.2129	0.0952
4	++++	47	0.7009	0.0967	0.0432	0.5686	0.0781	0.0349	5.4705	0.2077	0.0929
4	++++	48	0.6643	0.0988	0.0442	0.532	0.0804	0.0359	5.4451	0.2113	0.0945
4	++++	49	0.6765	0.1005	0.045	0.5442	0.0819	0.0366	5.4535	0.2055	0.0919
4	++++	50	0.6452	0.0902	0.0404	0.5129	0.072	0.0322	5.4318	0.2079	0.093
4	++--	0	0.4118	0.0457	0.0204	0.2795	0.0293	0.0131	5.2701	0.1755	0.0785
4	++--	1	0.286	0.0829	0.0371	0.1537	0.0694	0.031	5.1828	0.1991	0.089
4	++--	2	0.2675	0.0556	0.0249	0.1352	0.0593	0.0265	5.17	0.1411	0.0631
4	++--	3	0.2292	0.0517	0.0231	0.0969	0.046	0.0206	5.1435	0.1681	0.0752
4	++--	4	0.3068	0.0963	0.0431	0.1745	0.1031	0.0461	5.1973	0.1208	0.054
4	++--	5	0.2455	0.0487	0.0218	0.1132	0.0529	0.0237	5.1548	0.1668	0.0746
4	++--	6	0.1994	0.0657	0.0294	0.0672	0.0764	0.0342	5.1229	0.1421	0.0635
4	++--	7	0.2067	0.044	0.0197	0.0744	0.0427	0.0191	5.1279	0.1678	0.075
4	++--	8	0.2595	0.0694	0.031	0.1272	0.0764	0.0342	5.1645	0.1436	0.0642
4	++--	9	0.2913	0.0348	0.0156	0.159	0.0341	0.0152	5.1866	0.1739	0.0778
4	++--	10	0.3411	0.0536	0.024	0.2088	0.0606	0.0271	5.221	0.1502	0.0672
4	++--	11	0.3441	0.0523	0.0234	0.2118	0.0504	0.0225	5.2231	0.171	0.0765
4	++--	12	0.437	0.0435	0.0194	0.3047	0.0536	0.024	5.2875	0.1524	0.0682
4	++--	13	0.432	0.0491	0.022	0.2998	0.051	0.0228	5.2841	0.1695	0.0758
4	++--	14	0.4903	0.0578	0.0258	0.358	0.058	0.0259	5.3245	0.1615	0.0722
4	++--	15	0.5219	0.0504	0.0226	0.3896	0.048	0.0215	5.3464	0.1714	0.0767
4	++--	16	0.5383	0.0586	0.0262	0.4061	0.0536	0.024	5.3578	0.167	0.0747
4	++--	17	0.5757	0.0655	0.0293	0.4434	0.0566	0.0253	5.3837	0.1763	0.0789
4	++--	18	0.5817	0.0453	0.0202	0.4494	0.0381	0.017	5.3878	0.169	0.0756
4	++--	19	0.6013	0.0493	0.022	0.469	0.0378	0.0169	5.4014	0.1811	0.081
4	++--	20	0.6185	0.0436	0.0195	0.4863	0.0287	0.0128	5.4134	0.1782	0.0797
4	++--	21	0.7007	0.0595	0.0266	0.5684	0.05	0.0224	5.4703	0.18	0.0805
4	++--	22	0.6579	0.0583	0.0261	0.5256	0.0473	0.0212	5.4406	0.1913	0.0855
4	++--	23	0.6681	0.0492	0.022	0.5358	0.0381	0.017	5.4477	0.1819	0.0813
4	++--	24	0.6755	0.0735	0.0329	0.5433	0.0602	0.0269	5.4529	0.2039	0.0912
4	++--	25	0.6846	0.0416	0.0186	0.5523	0.0281	0.0126	5.4591	0.1811	0.081
4	++--	26	0.6758	0.0794	0.0355	0.5435	0.0661	0.0296	5.4531	0.2125	0.095
4	++--	27	0.7249	0.0562	0.0251	0.5926	0.0455	0.0204	5.4871	0.1922	0.086
4	++--	28	0.6765	0.0712	0.0318	0.5442	0.0608	0.0272	5.4535	0.2078	0.0929
4	++--	29	0.6913	0.0468	0.021	0.559	0.0358	0.016	5.4638	0.1865	0.0834
4	++--	30	0.7041	0.0613	0.0274	0.5718	0.0475	0.0212	5.4727	0.1998	0.0894
4	++--	31	0.7445	0.054	0.0241	0.6122	0.0445	0.0199	5.5007	0.1901	0.085
4	++--	32	0.7084	0.0657	0.0294	0.5761	0.0539	0.0241	5.4756	0.2036	0.0911
4	++--	33	0.7077	0.0488	0.0218	0.5754	0.0391	0.0175	5.4752	0.182	0.0814
4	++--	34	0.6745	0.0633	0.0283	0.5422	0.049	0.0219	5.4521	0.2003	0.0896
4	++--	35	0.7274	0.056	0.0251	0.5952	0.0452	0.0202	5.4888	0.1933	0.0865
4	++--	36	0.672	0.0665	0.0298	0.5397	0.0527	0.0236	5.4504	0.2034	0.091
4	++--	37	0.7047	0.0505	0.0226	0.5724	0.038	0.017	5.4731	0.1884	0.0842
4	++--	38	0.6557	0.0597	0.0267	0.5234	0.0491	0.022	5.4391	0.1987	0.0889
4	++--	39	0.6693	0.0397	0.0177	0.537	0.0323	0.0144	5.4485	0.1824	0.0816
4	++--	40	0.6547	0.0572	0.0256	0.5224	0.0435	0.0195	5.4384	0.1968	0.088
4	++--	41	0.6923	0.0422	0.0189	0.56	0.0311	0.0139	5.4644	0.1791	0.0801
4	++--	42	0.669	0.0501	0.0224	0.5367	0.0369	0.0165	5.4483	0.1909	0.0854
4	++--	43	0.6971	0.0386	0.0173	0.5648	0.0303	0.0136	5.4678	0.1783	0.0797
4	++--	44	0.6651	0.0543	0.0243	0.5328	0.0407	0.0182	5.4456	0.1951	0.0873
4	++--	45	0.6821	0.0463	0.0207	0.5498	0.0341	0.0153	5.4574	0.1844	0.0825
4	++--	46	0.6707	0.056	0.025	0.5384	0.0443	0.0198	5.4495	0.1939	0.0867
4	++--	47	0.6907	0.0383	0.0171	0.5584	0.0292	0.0131	5.4634	0.177	0.0792
4	++--	48	0.639	0.0515	0.023	0.5067	0.0361	0.0161	5.4275	0.1896	0.0848
4	++--	49	0.6182	0.0466	0.0208	0.4859	0.0342	0.0153	5.4131	0.1805	0.0807
4	++--	50	0.5771	0.0464	0.0208	0.4448	0.0297	0.0133	5.3846	0.1864	0.0833
4	+-+-	0	-0.0513	0.0304	0.0136	-0.1836	0.0409	0.0183	4.9491	0.1538	0.0688
4	+-+-	1	0.0768	0.0233	0.0104	-0.0555	0.0309	0.0138	5.0378	0.1574	0.0704
4	+-+-	2	0.224	0.0449	0.0201	0.0917	0.0437	0.0195	5.1399	0.1613	0.0722
4	+-+-	3	0.2227	0.0675	0.0302	0.0904	0.0617	0.0276	5.139	0.1757	0.0786
4	+-+-	4	0.277	0.0605	0.0271	0.1447	0.0652	0.0292	5.1766	0.1512	0.0676
4	+-+-	5	0.2067	0.0469	0.021	0.0744	0.0522	0.0233	5.1279	0.1578	0.0706
4	+-+-	6	0.1954	0.055	0.0246	0.0631	0.0618	0.0276	5.1201	0.1555	0.0696
4	+-+-	7	0.2566	0.064	0.0286	0.1244	0.063	0.0282	5.1625	0.1725	0.0772
4	+-+-	8	0.2795	0.0723	0.0323	0.1472	0.0733	0.0328	5.1784	0.1601	0.0716
4	+-+-	9	0.2897	0.0486	0.0217	0.1574	0.0494	0.0221	5.1854	0.1748	0.0782
4	+-+-	10	0.3888	0.0439	0.0196	0.2565	0.0573	0.0256	5.2541	0.1511	0.0676
4	+-+-	11	0.4422	0.0602	0.0269	0.3099	0.0645	0.0288	5.2911	0.168	0.0751
4	+-+-	12	0.4253	0.0631	0.0282	0.293	0.0707	0.0316	5.2794	0.1645	0.0735
4	+-+-	13	0.4212	0.042	0.0188	0.2889	0.0374	0.0167	5.2766	0.1679	0.0751
4	+-+-	14	0.4893	0.0612	0.0274	0.357	0.0652	0.0291	5.3238	0.1667	0.0746
4	+-+-	15	0.4973	0.0575	0.0257	0.365	0.0503	0.0225	5.3293	0.1845	0.0825
4	+-+-	16	0.5035	0.045	0.0201	0.3713	0.0511	0.0228	5.3336	0.1577	0.0705
4	+-+-	17	0.5178	0.0346	0.0155	0.3856	0.031	0.0138	5.3436	0.1671	0.0747
4	+-+-	18	0.6115	0.048	0.0215	0.4792	0.0464	0.0208	5.4085	0.1769	0.0791
4	+-+-	19	0.6129	0.0586	0.0262	0.4806	0.0489	0.0219	5.4095	0.1825	0.0816
4	+-+-	20	0.6148	0.0505	0.0226	0.4826	0.0441	0.0197	5.4108	0.1816	0.0812
4	+-+-	21	0.6596	0.0732	0.0327	0.5273	0.0612	0.0274	5.4418	0.1837	0.0822
4	+-+-	22	0.6544	0.0459	0.0205	0.5221	0.0341	0.0153	5.4382	0.1851	0.0828
4	+-+-	23	0.662	0.0643	0.0287	0.5297	0.0517	0.0231	5.4435	0.1892	0.0846
4	+-+-	24	0.6872	0.0527	0.0235	0.5549	0.0405	0.0181	5.4609	0.1946	0.087
4	+-+-	25	0.6619	0.0509	0.0228	0.5296	0.0383	0.0171	5.4434	0.1865	0.0834
4	+-+-	26	0.7061	0.0632	0.0283	0.5738	0.0558	0.025	5.474	0.2024	0.0905
4	+-+-	27	0.7056	0.0506	0.0226	0.5733	0.043	0.0192	5.4737	0.1827	0.0817
4	+-+-	28	0.7155	0.0625	0.028	0.5832	0.0543	0.0243	5.4806	0.2014	0.0901
4	+-+-	29	0.7189	0.0413	0.0185	0.5866	0.0339	0.0152	5.4829	0.1799	0.0804
4	+-+-	30	0.7344	0.0695	0.0311	0.6021	0.0561	0.0251	5.4936	0.2059	0.0921
4	+-+-	31	0.7237	0.0455	0.0204	0.5914	0.0403	0.018	5.4863	0.1827	0.0817
4	+-+-	32	0.7322	0.0556	0.0248	0.5999	0.0441	0.0197	5.4921	0.1972	0.0882
4	+-+-	33	0.7305	0.0507	0.0227	0.5982	0.0447	0.02	5.491	0.18	0.0805
4	+-+-	34	0.7078	0.0609	0.0273	0.5755	0.0496	0.0222	5.4752	0.201	0.0899
4	+-+-	35	0.7345	0.0446	0.02	0.6022	0.0371	0.0166	5.4937	0.1835	0.0821
4	+-+-	36	0.7049	0.0539	0.0241	0.5726	0.0431	0.0193	5.4732	0.1962	0.0878
4	+-+-	37	0.7301	0.0478	0.0214	0.5978	0.0418	0.0187	5.4907	0.1825	0.0816
4	+-+-	38	0.7117	0.0489	0.0219	0.5794	0.0375	0.0168	5.4779	0.1921	0.0859
4	+-+-	39	0.72	0.0447	0.02	0.5877	0.0361	0.0161	5.4837	0.178	0.0796
4	+-+-	40	0.6828	0.0643	0.0288	0.5505	0.0511	0.0228	5.4579	0.2024	0.0905
4	+-+-	41	0.6854	0.0472	0.0211	0.5531	0.0369	0.0165	5.4597	0.1798	0.0804
4	+-+-	42	0.6847	0.0478	0.0214	0.5525	0.0341	0.0152	5.4592	0.1915	0.0856
4	+-+-	43	0.6931	0.046	0.0206	0.5608	0.0345	0.0154	5.465	0.1843	0.0824
4	+-+-	44	0.6495	0.0546	0.0244	0.5172	0.0425	0.019	5.4348	0.1961	0.0877
4	+-+-	45	0.6549	0.0469	0.021	0.5226	0.0375	0.0168	5.4386	0.1827	0.0817
4	+-+-	46	0.6578	0.0562	0.0251	0.5255	0.0432	0.0193	5.4406	0.1966	0.0879
4	+-+-	47	0.6678	0.0469	0.021	0.5355	0.0368	0.0164	5.4475	0.1803	0.0807
4	+-+-	48	0.6458	0.0483	0.0216	0.5135	0.0334	0.0149	5.4323	0.1887	0.0844
4	+-+-	49	0.6547	0.0493	0.022	0.5224	0.0387	0.0173	5.4384	0.1809	0.0809
4	+-+-	50	0.6246	0.0454	0.0203	0.4924	0.0294	0.0132	5.4176	0.1874	0.0838
4	+--+	0	0.0639	0.0627	0.028	-0.0684	0.0716	0.032	5.0289	0.1272	0.0569
4	+--+	1	0.1076	0.0539	0.0241	-0.0247	0.0506	0.0226	5.0592	0.1755	0.0785
4	+--+	2	0.1492	0.0564	0.0252	0.0169	0.0594	0.0266	5.088	0.1566	0.07
4	+--+	3	0.2085	0.0574	0.0257	0.0762	0.0547	0.0245	5.1291	0.1662	0.0743
4	+--+	4	0.1922	0.07	0.0313	0.0599	0.0778	0.0348	5.1178	0.1332	0.0596
4	+--+	5	0.1668	0.0427	0.0191	0.0345	0.0478	0.0214	5.1002	0.162	0.0725
4	+--+	6	0.1235	0.0521	0.0233	-0.0088	0.0596	0.0267	5.0702	0.1498	0.067
4	+--+	7	0.1623	0.0413	0.0185	0.03	0.0408	0.0183	5.0971	0.1647	0.0736
4	+--+	8	0.2029	0.0664	0.0297	0.0706	0.0734	0.0328	5.1253	0.1481	0.0663
4	+--+	9	0.2127	0.0471	0.0211	0.0804	0.0445	0.0199	5.132	0.1759	0.0787
4	+--+	10	0.3194	0.0464	0.0207	0.1871	0.058	0.0259	5.206	0.1428	0.0639
4	+--+	11	0.3367	0.0483	0.0216	0.2044	0.0507	0.0227	5.218	0.167	0.0747
4	+--+	12	0.367	0.0533	0.0239	0.2347	0.0647	0.0289	5.239	0.1491	0.0667
4	+--+	13	0.3681	0.0428	0.0192	0.2358	0.0426	0.019	5.2398	0.1626	0.0727
4	+--+	14	0.4382	0.062	0.0277	0.3059	0.0687	0.0307	5.2883	0.15	0.0671
4	+--+	15	0.4569	0.0527	0.0236	0.3246	0.0419	0.0187	5.3013	0.1822	0.0815
4	+--+	16	0.4842	0.0537	0.024	0.352	0.0588	0.0263	5.3203	0.1568	0.0701
4	+--+	17	0.4977	0.0557	0.0249	0.3654	0.0471	0.0211	5.3296	0.1722	0.077
4	+--+	18	0.5427	0.0477	0.0213	0.4104	0.0456	0.0204	5.3608	0.1667	0.0745
4	+--+	19	0.5761	0.0538	0.0241	0.4438	0.0416	0.0186	5.3839	0.1818	0.0813
4	+--+	20	0.5941	0.04	0.0179	0.4618	0.0335	0.015	5.3964	0.1708	0.0764
4	+--+	21	0.6539	0.0753	0.0337	0.5216	0.0653	0.0292	5.4379	0.1824	0.0816
4	+--+	22	0.6544	0.0548	0.0245	0.5221	0.0455	0.0204	5.4382	0.1823	0.0815
4	+--+	23	0.6315	0.0567	0.0253	0.4992	0.0457	0.0205	5.4223	0.1853	0.0829
4	+--+	24	0.6494	0.0573	0.0256	0.5171	0.0451	0.0202	5.4347	0.1945	0.087
4	+--+	25	0.6716	0.0513	0.0229	0.5393	0.0385	0.0172	5.4501	0.185	0.0827
4	+--+	26	0.6912	0.0589	0.0264	0.5589	0.0456	0.0204	5.4637	0.1978	0.0885
4	+--+	27	0.7269	0.0519	0.0232	0.5946	0.0449	0.0201	5.4884	0.1868	0.0835
4	+--+	28	0.7042	0.0689	0.0308	0.5719	0.0593	0.0265	5.4727	0.2057	0.092
4	+--+	29	0.7309	0.0472	0.0211	0.5986	0.0405	0.0181	5.4912	0.1825	0.0816
4	+--+	30	0.7253	0.0772	0.0345	0.593	0.0652	0.0292	5.4873	0.2121	0.0949
4	+--+	31	0.7473	0.0571	0.0255	0.615	0.0506	0.0226	5.5026	0.1904	0.0851
4	+--+	32	0.7329	0.0732	0.0327	0.6006	0.0623	0.0279	5.4926	0.2067	0.0924
4	+--+	33	0.7322	0.0562	0.0251	0.5999	0.0513	0.023	5.4921	0.1805	0.0807
4	+--+	34	0.721	0.0668	0.0299	0.5887	0.0564	0.0252	5.4844	0.2029	0.0907
4	+--+	35	0.7322	0.0534	0.0239	0.5999	0.0475	0.0212	5.4922	0.189	0.0845
4	+--+	36	0.7126	0.0681	0.0305	0.5803	0.0571	0.0255	5.4786	0.2045	0.0914
4	+--+	37	0.7413	0.0551	0.0246	0.609	0.049	0.0219	5.4984	0.1866	0.0834
4	+--+	38	0.7026	0.0616	0.0275	0.5703	0.05	0.0223	5.4716	0.199	0.089
4	+--+	39	0.726	0.0463	0.0207	0.5937	0.041	0.0184	5.4878	0.1793	0.0802
4	+--+	40	0.6678	0.0629	0.0282	0.5356	0.0505	0.0226	5.4475	0.1998	0.0894
4	+--+	41	0.7136	0.0505	0.0226	0.5813	0.0424	0.019	5.4793	0.1822	0.0815
4	+--+	42	0.7158	0.0634	0.0284	0.5835	0.0512	0.0229	5.4808	0.1987	0.0888
4	+--+	43	0.7181	0.0432	0.0193	0.5858	0.0368	0.0164	5.4824	0.1789	0.08
4	+--+	44	0.6735	0.0567	0.0254	0.5412	0.0442	0.0198	5.4515	0.1942	0.0869
4	+--+	45	0.6796	0.051	0.0228	0.5473	0.0446	0.02	5.4557	0.1804	0.0807
4	+--+	46	0.6527	0.0684	0.0306	0.5204	0.055	0.0246	5.437	0.2011	0.09
4	+--+	47	0.6849	0.0405	0.0181	0.5527	0.0346	0.0155	5.4594	0.1738	0.0777
4	+--+	48	0.6661	0.0496	0.0222	0.5338	0.0351	0.0157	5.4463	0.188	0.0841
4	+--+	49	0.6392	0.0447	0.02	0.5069	0.0365	0.0163	5.4276	0.1775	0.0794
4	+--+	50	0.6054	0.05	0.0224	0.4731	0.0343	0.0153	5.4043	0.1896	0.0848
