motif_counts	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	log2_fc_vs_single_mean	log2_fc_vs_single_std	log2_fc_vs_single_sem	mean_prediction_mean	mean_prediction_std	mean_prediction_sem
3	+++	0	0.2806	0.0339	0.0152	0.2156	0.0292	0.0131	3.1564	0.1538	0.0688
3	+++	1	0.1314	0.0189	0.0084	0.0664	0.0201	0.009	3.053	0.1763	0.0788
3	+++	2	0.1349	0.0137	0.0061	0.0699	0.0127	0.0057	3.0555	0.1726	0.0772
3	+++	3	0.1187	0.0111	0.005	0.0537	0.0064	0.0029	3.0442	0.1646	0.0736
3	+++	4	0.1544	0.0068	0.003	0.0895	0.0077	0.0034	3.069	0.1718	0.0768
3	+++	5	0.1215	0.0141	0.0063	0.0565	0.014	0.0062	3.0462	0.1737	0.0777
3	+++	6	0.1239	0.0151	0.0067	0.059	0.0116	0.0052	3.0479	0.1644	0.0735
3	+++	7	0.1018	0.0149	0.0067	0.0368	0.0156	0.007	3.0325	0.1722	0.077
3	+++	8	0.1303	0.0146	0.0065	0.0653	0.0155	0.0069	3.0523	0.1692	0.0757
3	+++	9	0.135	0.0216	0.0097	0.0701	0.0181	0.0081	3.0556	0.169	0.0756
3	+++	10	0.1504	0.0111	0.0049	0.0854	0.009	0.004	3.0662	0.1659	0.0742
3	+++	11	0.1692	0.0147	0.0066	0.1043	0.011	0.0049	3.0793	0.1657	0.0741
3	+++	12	0.1845	0.0191	0.0086	0.1195	0.0136	0.0061	3.0898	0.1606	0.0718
3	+++	13	0.1817	0.0148	0.0066	0.1168	0.0117	0.0052	3.0879	0.1699	0.076
3	+++	14	0.1887	0.0199	0.0089	0.1237	0.015	0.0067	3.0927	0.1624	0.0726
3	+++	15	0.2091	0.0268	0.012	0.1442	0.0215	0.0096	3.1069	0.1595	0.0713
3	+++	16	0.1821	0.0178	0.008	0.1172	0.0133	0.006	3.0882	0.1632	0.073
3	+++	17	0.2224	0.0296	0.0132	0.1574	0.0245	0.011	3.1161	0.1583	0.0708
3	+++	18	0.1962	0.0163	0.0073	0.1312	0.0118	0.0053	3.0979	0.1624	0.0726
3	+++	19	0.2291	0.0315	0.0141	0.1641	0.0265	0.0119	3.1207	0.1594	0.0713
3	+++	20	0.202	0.0171	0.0076	0.137	0.012	0.0054	3.102	0.1618	0.0724
3	+++	21	0.2376	0.0206	0.0092	0.1726	0.0158	0.0071	3.1266	0.1624	0.0726
3	+++	22	0.204	0.0218	0.0098	0.139	0.0166	0.0074	3.1034	0.1594	0.0713
3	+++	23	0.2333	0.0188	0.0084	0.1683	0.0134	0.006	3.1237	0.1613	0.0721
3	+++	24	0.2007	0.0197	0.0088	0.1357	0.0145	0.0065	3.1011	0.1599	0.0715
3	+++	25	0.2425	0.0185	0.0083	0.1775	0.0131	0.0059	3.1301	0.1619	0.0724
3	+++	26	0.2068	0.0189	0.0085	0.1418	0.0139	0.0062	3.1053	0.1609	0.072
3	+++	27	0.2839	0.0424	0.0189	0.2189	0.0367	0.0164	3.1588	0.1463	0.0654
3	+++	28	0.1948	0.017	0.0076	0.1298	0.0124	0.0056	3.0969	0.1622	0.0725
