motif_counts	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	log2_fc_vs_single_mean	log2_fc_vs_single_std	log2_fc_vs_single_sem	mean_prediction_mean	mean_prediction_std	mean_prediction_sem
2	+-	7	0.3833	0.0285	0.0127	0.1996	0.0189	0.0084	1.6704	0.1103	0.0493
2	+-	8	0.3637	0.0389	0.0174	0.1801	0.0287	0.0128	1.6568	0.1161	0.0519
2	+-	9	0.3813	0.0297	0.0133	0.1977	0.017	0.0076	1.669	0.1096	0.049
2	+-	10	0.4076	0.0241	0.0108	0.224	0.0132	0.0059	1.6872	0.107	0.0479
2	+-	11	0.3907	0.0312	0.0139	0.2071	0.0196	0.0087	1.6755	0.1132	0.0506
2	+-	12	0.4	0.035	0.0156	0.2164	0.0223	0.01	1.6819	0.1126	0.0504
2	+-	13	0.4139	0.0204	0.0091	0.2302	0.0106	0.0048	1.6916	0.1081	0.0484
2	+-	14	0.434	0.0292	0.0131	0.2503	0.0215	0.0096	1.7055	0.1039	0.0465
2	+-	15	0.4058	0.0294	0.0131	0.2222	0.0184	0.0082	1.686	0.1121	0.0501
2	+-	16	0.4102	0.0334	0.0149	0.2266	0.0204	0.0091	1.689	0.1099	0.0492
2	+-	17	0.4059	0.025	0.0112	0.2222	0.0128	0.0057	1.686	0.1081	0.0483
2	+-	18	0.4178	0.0272	0.0122	0.2342	0.0162	0.0072	1.6943	0.1051	0.047
2	+-	19	0.405	0.0298	0.0133	0.2213	0.0184	0.0082	1.6854	0.1124	0.0503
2	+-	20	0.4186	0.0332	0.0149	0.235	0.0207	0.0092	1.6949	0.1087	0.0486
2	+-	21	0.4015	0.0247	0.011	0.2178	0.0123	0.0055	1.683	0.1078	0.0482
2	+-	22	0.3985	0.0279	0.0125	0.2149	0.0159	0.0071	1.6809	0.1039	0.0465
2	+-	23	0.3948	0.0291	0.013	0.2111	0.0176	0.0079	1.6783	0.1114	0.0498
2	+-	24	0.4009	0.0343	0.0153	0.2173	0.0216	0.0096	1.6826	0.109	0.0487
2	+-	25	0.3822	0.0251	0.0112	0.1986	0.0127	0.0057	1.6696	0.1082	0.0484
2	+-	26	0.4049	0.0268	0.012	0.2213	0.0139	0.0062	1.6853	0.104	0.0465
2	+-	27	0.3889	0.0313	0.014	0.2052	0.0189	0.0085	1.6742	0.1117	0.05
2	+-	28	0.403	0.0353	0.0158	0.2194	0.0224	0.01	1.684	0.1094	0.0489
2	+-	29	0.4012	0.0268	0.012	0.2176	0.014	0.0063	1.6828	0.1079	0.0483
2	+-	30	0.404	0.0247	0.011	0.2204	0.0131	0.0058	1.6847	0.1023	0.0458
2	+-	31	0.3919	0.0281	0.0126	0.2083	0.0162	0.0072	1.6764	0.1101	0.0492
2	+-	32	0.3972	0.0305	0.0136	0.2136	0.0183	0.0082	1.68	0.1075	0.0481
2	+-	33	0.3994	0.0257	0.0115	0.2158	0.0132	0.0059	1.6815	0.1079	0.0482
2	+-	34	0.4044	0.0286	0.0128	0.2208	0.0163	0.0073	1.685	0.105	0.047
2	+-	35	0.3963	0.0301	0.0135	0.2126	0.0181	0.0081	1.6794	0.1116	0.0499
2	+-	36	0.4187	0.0285	0.0128	0.2351	0.016	0.0071	1.6949	0.1074	0.048
2	+-	37	0.4155	0.0246	0.011	0.2319	0.0117	0.0053	1.6927	0.1069	0.0478
2	+-	38	0.4028	0.0258	0.0116	0.2192	0.0133	0.0059	1.6839	0.1041	0.0465
2	+-	39	0.399	0.027	0.0121	0.2154	0.0145	0.0065	1.6813	0.1089	0.0487
2	+-	40	0.4067	0.0256	0.0115	0.2231	0.0128	0.0057	1.6866	0.1045	0.0467
2	+-	41	0.4038	0.0255	0.0114	0.2201	0.0127	0.0057	1.6846	0.1072	0.0479
2	+-	42	0.3991	0.0258	0.0115	0.2155	0.0133	0.0059	1.6813	0.1053	0.0471
2	+-	43	0.3824	0.0277	0.0124	0.1988	0.0153	0.0069	1.6698	0.1093	0.0489
2	+-	44	0.3877	0.0287	0.0129	0.204	0.0159	0.0071	1.6734	0.1065	0.0476
2	+-	45	0.3877	0.0278	0.0124	0.2041	0.0148	0.0066	1.6734	0.1083	0.0484
2	+-	46	0.3881	0.0243	0.0108	0.2045	0.0115	0.0051	1.6737	0.1037	0.0464
2	+-	47	0.3714	0.0247	0.011	0.1877	0.0119	0.0053	1.6621	0.1063	0.0475
2	+-	48	0.367	0.0235	0.0105	0.1834	0.0113	0.0051	1.6591	0.1027	0.0459
2	+-	49	0.3783	0.0254	0.0114	0.1947	0.0124	0.0055	1.6669	0.1047	0.0468
2	+-	50	0.3724	0.0245	0.011	0.1888	0.0121	0.0054	1.6629	0.1025	0.0459
2	-+	0	0.3552	0.0653	0.0292	0.1716	0.0641	0.0287	1.6509	0.0882	0.0395
2	-+	1	0.3497	0.0257	0.0115	0.1661	0.0143	0.0064	1.6471	0.1073	0.048
2	-+	2	0.3091	0.0617	0.0276	0.1255	0.0547	0.0244	1.6189	0.1168	0.0522
2	-+	3	0.2256	0.0293	0.0131	0.042	0.019	0.0085	1.5611	0.1099	0.0492
2	-+	4	0.2892	0.0387	0.0173	0.1056	0.0348	0.0155	1.6052	0.0843	0.0377
2	-+	5	0.2946	0.0536	0.024	0.111	0.0438	0.0196	1.6089	0.1165	0.0521
2	-+	6	0.3601	0.0692	0.0309	0.1765	0.0581	0.026	1.6543	0.1284	0.0574
2	-+	7	0.3716	0.0691	0.0309	0.188	0.0625	0.0279	1.6623	0.1336	0.0597
2	-+	8	0.3056	0.0235	0.0105	0.1219	0.024	0.0107	1.6165	0.0979	0.0438
2	-+	9	0.4195	0.0334	0.0149	0.2359	0.0258	0.0115	1.6955	0.1166	0.0522
2	-+	10	0.3546	0.0314	0.0141	0.171	0.0278	0.0124	1.6505	0.1125	0.0503
2	-+	11	0.3738	0.03	0.0134	0.1901	0.0217	0.0097	1.6638	0.1144	0.0512
2	-+	12	0.3731	0.0303	0.0135	0.1895	0.0203	0.0091	1.6633	0.0995	0.0445
2	-+	13	0.3534	0.0234	0.0105	0.1698	0.0111	0.005	1.6497	0.103	0.0461
2	-+	14	0.3969	0.0428	0.0191	0.2133	0.0309	0.0138	1.6798	0.119	0.0532
2	-+	15	0.4116	0.0315	0.0141	0.228	0.0215	0.0096	1.69	0.1152	0.0515
2	-+	16	0.4338	0.0302	0.0135	0.2502	0.0201	0.009	1.7054	0.1085	0.0485
2	-+	17	0.4041	0.0274	0.0123	0.2205	0.0154	0.0069	1.6848	0.1095	0.049
2	-+	18	0.4353	0.0327	0.0146	0.2517	0.0204	0.0091	1.7064	0.1125	0.0503
2	-+	19	0.4149	0.0293	0.0131	0.2313	0.0189	0.0085	1.6923	0.1135	0.0508
2	-+	20	0.4425	0.0275	0.0123	0.2589	0.0164	0.0073	1.7114	0.1059	0.0474
2	-+	21	0.4133	0.0249	0.0111	0.2297	0.0132	0.0059	1.6912	0.1093	0.0489
2	-+	22	0.4334	0.0354	0.0158	0.2498	0.023	0.0103	1.7051	0.1117	0.0499
2	-+	23	0.4019	0.0288	0.0129	0.2183	0.0186	0.0083	1.6833	0.1132	0.0506
2	-+	24	0.4178	0.0302	0.0135	0.2342	0.0182	0.0081	1.6943	0.1064	0.0476
2	-+	25	0.4102	0.0269	0.012	0.2266	0.0146	0.0065	1.689	0.1094	0.0489
2	-+	26	0.4281	0.0367	0.0164	0.2445	0.0241	0.0108	1.7014	0.1119	0.0501
2	-+	27	0.3933	0.03	0.0134	0.2097	0.0189	0.0085	1.6773	0.113	0.0505
2	-+	28	0.4441	0.0274	0.0122	0.2604	0.0149	0.0067	1.7125	0.1035	0.0463
2	-+	29	0.4326	0.0258	0.0116	0.249	0.0133	0.006	1.7046	0.1083	0.0484
2	-+	30	0.4377	0.0412	0.0184	0.2541	0.0288	0.0129	1.7081	0.1126	0.0504
2	-+	31	0.4109	0.0282	0.0126	0.2273	0.0172	0.0077	1.6895	0.1118	0.05
2	-+	32	0.4257	0.0258	0.0115	0.2421	0.0133	0.0059	1.6998	0.1029	0.046
2	-+	33	0.3982	0.0266	0.0119	0.2146	0.0144	0.0064	1.6807	0.109	0.0487
2	-+	34	0.4097	0.0371	0.0166	0.2261	0.0248	0.0111	1.6887	0.1106	0.0495
2	-+	35	0.3877	0.0305	0.0136	0.2041	0.0182	0.0081	1.6735	0.1113	0.0498
2	-+	36	0.4142	0.0251	0.0112	0.2306	0.0127	0.0057	1.6918	0.1038	0.0464
2	-+	37	0.4004	0.0249	0.0111	0.2168	0.0128	0.0057	1.6822	0.1087	0.0486
2	-+	38	0.4109	0.0326	0.0146	0.2273	0.02	0.009	1.6895	0.1089	0.0487
2	-+	39	0.4056	0.0275	0.0123	0.222	0.016	0.0072	1.6858	0.1111	0.0497
2	-+	40	0.4034	0.0233	0.0104	0.2198	0.0105	0.0047	1.6843	0.1036	0.0463
2	-+	41	0.3852	0.0236	0.0106	0.2016	0.0113	0.005	1.6717	0.1065	0.0476
2	-+	42	0.4075	0.0286	0.0128	0.2238	0.0159	0.0071	1.6871	0.106	0.0474
2	-+	43	0.3857	0.0273	0.0122	0.202	0.015	0.0067	1.672	0.1097	0.049
2	-+	44	0.3989	0.0241	0.0108	0.2153	0.0112	0.005	1.6812	0.1025	0.0458
2	-+	45	0.4026	0.0259	0.0116	0.219	0.0129	0.0058	1.6837	0.1074	0.048
2	-+	46	0.4132	0.0358	0.016	0.2296	0.0232	0.0104	1.6911	0.1097	0.049
2	-+	47	0.3939	0.028	0.0125	0.2103	0.0158	0.0071	1.6777	0.1101	0.0492
2	-+	48	0.4095	0.0238	0.0107	0.2259	0.0113	0.005	1.6885	0.1031	0.0461
2	-+	49	0.3988	0.0273	0.0122	0.2151	0.0142	0.0063	1.6811	0.1071	0.0479
2	-+	50	0.4144	0.0302	0.0135	0.2308	0.0172	0.0077	1.6919	0.1054	0.0471
3	+++	0	0.842	0.0467	0.0209	0.6584	0.0346	0.0155	1.9883	0.116	0.0519
3	+++	1	0.4756	0.0797	0.0357	0.292	0.0699	0.0313	1.7343	0.1253	0.056
3	+++	2	0.4262	0.0672	0.0301	0.2426	0.0552	0.0247	1.7001	0.1249	0.0559
3	+++	3	0.5079	0.0185	0.0083	0.3242	0.0113	0.005	1.7567	0.0974	0.0436
3	+++	4	0.4633	0.0677	0.0303	0.2797	0.0554	0.0248	1.7258	0.1331	0.0595
3	+++	5	0.4501	0.0652	0.0291	0.2665	0.052	0.0232	1.7167	0.1228	0.0549
3	+++	6	0.4043	0.0369	0.0165	0.2207	0.0273	0.0122	1.6849	0.1073	0.048
3	+++	7	0.4265	0.0435	0.0195	0.2429	0.033	0.0148	1.7003	0.1196	0.0535
3	+++	8	0.6502	0.0397	0.0177	0.4666	0.0293	0.0131	1.8554	0.1119	0.05
3	+++	9	0.4904	0.0484	0.0217	0.3068	0.0397	0.0177	1.7446	0.1228	0.0549
3	+++	10	0.527	0.046	0.0206	0.3434	0.0352	0.0157	1.77	0.1237	0.0553
3	+++	11	0.6308	0.0416	0.0186	0.4472	0.0355	0.0159	1.8419	0.1221	0.0546
3	+++	12	0.5695	0.0461	0.0206	0.3859	0.0373	0.0167	1.7994	0.1246	0.0557
3	+++	13	0.6103	0.0536	0.024	0.4267	0.0447	0.02	1.8277	0.123	0.055
3	+++	14	0.569	0.043	0.0192	0.3854	0.0304	0.0136	1.7991	0.1146	0.0513
3	+++	15	0.6196	0.0473	0.0211	0.436	0.0421	0.0188	1.8342	0.1128	0.0505
3	+++	16	0.5825	0.0469	0.021	0.3989	0.035	0.0156	1.8084	0.1198	0.0536
3	+++	17	0.6351	0.0511	0.0229	0.4515	0.0406	0.0182	1.8449	0.1232	0.0551
3	+++	18	0.5966	0.0439	0.0196	0.413	0.0315	0.0141	1.8182	0.1177	0.0526
3	+++	19	0.662	0.0377	0.0169	0.4784	0.0323	0.0145	1.8636	0.1092	0.0488
3	+++	20	0.6037	0.0481	0.0215	0.4201	0.0354	0.0158	1.8232	0.1187	0.0531
3	+++	21	0.6434	0.0452	0.0202	0.4597	0.0339	0.0152	1.8506	0.1152	0.0515
3	+++	22	0.5921	0.0407	0.0182	0.4085	0.028	0.0125	1.8151	0.1152	0.0515
3	+++	23	0.6481	0.0392	0.0176	0.4644	0.0316	0.0141	1.8539	0.1077	0.0482
3	+++	24	0.6067	0.0442	0.0198	0.4231	0.0314	0.0141	1.8252	0.1157	0.0518
3	+++	25	0.6397	0.0464	0.0208	0.4561	0.0348	0.0156	1.8481	0.1161	0.0519
3	+++	26	0.5882	0.0431	0.0193	0.4046	0.0304	0.0136	1.8124	0.1155	0.0517
3	+++	27	0.6419	0.0429	0.0192	0.4583	0.0357	0.016	1.8496	0.1067	0.0477
3	+++	28	0.58	0.0454	0.0203	0.3964	0.0324	0.0145	1.8067	0.116	0.0519
3	+++	29	0.6154	0.0457	0.0205	0.4318	0.0341	0.0153	1.8313	0.1144	0.0511
3	+++	30	0.5955	0.0388	0.0174	0.4119	0.0261	0.0117	1.8175	0.1137	0.0509
3	+++	31	0.6389	0.0327	0.0146	0.4553	0.023	0.0103	1.8476	0.1053	0.0471
3	+++	32	0.6009	0.041	0.0183	0.4173	0.028	0.0125	1.8212	0.1127	0.0504
3	+++	33	0.6027	0.0447	0.02	0.4191	0.0324	0.0145	1.8224	0.1144	0.0512
3	+++	34	0.5821	0.0412	0.0184	0.3985	0.0282	0.0126	1.8082	0.1134	0.0507
3	+++	35	0.6147	0.0322	0.0144	0.431	0.024	0.0107	1.8308	0.1033	0.0462
3	+++	36	0.5701	0.0399	0.0178	0.3865	0.0268	0.012	1.7999	0.1121	0.0502
3	+++	37	0.586	0.0394	0.0176	0.4024	0.0271	0.0121	1.8109	0.1109	0.0496
3	+++	38	0.5708	0.0338	0.0151	0.3872	0.0208	0.0093	1.8004	0.1098	0.0491
3	+++	39	0.6	0.034	0.0152	0.4164	0.0234	0.0105	1.8206	0.1061	0.0475
3	+++	40	0.581	0.0362	0.0162	0.3974	0.0232	0.0104	1.8074	0.11	0.0492
3	+++	41	0.5802	0.0377	0.0169	0.3966	0.0251	0.0112	1.8069	0.1107	0.0495
3	+++	42	0.564	0.0375	0.0168	0.3804	0.0244	0.0109	1.7957	0.1109	0.0496
3	+++	43	0.5789	0.0291	0.013	0.3953	0.0182	0.0081	1.806	0.1026	0.0459
3	+++	44	0.5653	0.0388	0.0173	0.3817	0.0258	0.0115	1.7965	0.1089	0.0487
3	+++	45	0.5591	0.0377	0.0168	0.3755	0.0248	0.0111	1.7922	0.1102	0.0493
3	+++	46	0.5658	0.0352	0.0158	0.3821	0.0221	0.0099	1.7968	0.1084	0.0485
3	+++	47	0.5474	0.0299	0.0134	0.3638	0.0182	0.0081	1.7841	0.1044	0.0467
3	+++	48	0.5583	0.0376	0.0168	0.3747	0.0245	0.0109	1.7917	0.1105	0.0494
3	+++	49	0.557	0.0364	0.0163	0.3734	0.0236	0.0105	1.7908	0.1088	0.0487
3	+++	50	0.5584	0.0354	0.0158	0.3748	0.0223	0.01	1.7918	0.1079	0.0483
3	++-	0	0.4821	0.0298	0.0133	0.2985	0.0316	0.0141	1.7389	0.106	0.0474
3	++-	1	0.3913	0.0547	0.0245	0.2077	0.0449	0.0201	1.6759	0.1149	0.0514
3	++-	2	0.5239	0.0752	0.0336	0.3403	0.0631	0.0282	1.7679	0.1307	0.0585
3	++-	3	0.5332	0.03	0.0134	0.3496	0.0205	0.0091	1.7743	0.1134	0.0507
3	++-	4	0.5716	0.0467	0.0209	0.388	0.0335	0.015	1.8009	0.1133	0.0507
3	++-	5	0.5127	0.0456	0.0204	0.3291	0.0334	0.0149	1.7601	0.1178	0.0527
3	++-	6	0.505	0.0389	0.0174	0.3214	0.0279	0.0125	1.7547	0.1063	0.0476
3	++-	7	0.51	0.0487	0.0218	0.3264	0.0383	0.0171	1.7582	0.123	0.055
3	++-	8	0.5883	0.0446	0.02	0.4047	0.0344	0.0154	1.8125	0.1179	0.0527
3	++-	9	0.5367	0.0534	0.0239	0.3531	0.0418	0.0187	1.7767	0.1238	0.0554
3	++-	10	0.5458	0.0364	0.0163	0.3622	0.026	0.0116	1.783	0.1171	0.0524
3	++-	11	0.5899	0.046	0.0206	0.4063	0.0365	0.0163	1.8136	0.125	0.0559
3	++-	12	0.5699	0.0441	0.0197	0.3863	0.0328	0.0147	1.7997	0.1217	0.0544
3	++-	13	0.595	0.0443	0.0198	0.4113	0.0336	0.015	1.8171	0.1217	0.0544
3	++-	14	0.6033	0.0396	0.0177	0.4197	0.0287	0.0128	1.8229	0.1112	0.0497
3	++-	15	0.612	0.0479	0.0214	0.4283	0.0383	0.0171	1.8289	0.1224	0.0547
3	++-	16	0.6105	0.0451	0.0202	0.4269	0.0326	0.0146	1.8279	0.1185	0.053
3	++-	17	0.621	0.0478	0.0214	0.4374	0.0364	0.0163	1.8351	0.122	0.0546
3	++-	18	0.6182	0.0422	0.0189	0.4345	0.0303	0.0135	1.8332	0.1146	0.0513
3	++-	19	0.6227	0.0401	0.0179	0.439	0.0294	0.0131	1.8363	0.1179	0.0527
3	++-	20	0.5989	0.0494	0.0221	0.4153	0.0366	0.0164	1.8198	0.1193	0.0533
3	++-	21	0.603	0.0432	0.0193	0.4194	0.031	0.0138	1.8226	0.1169	0.0523
3	++-	22	0.5985	0.0404	0.0181	0.4149	0.0279	0.0125	1.8195	0.1099	0.0492
3	++-	23	0.6171	0.0414	0.0185	0.4335	0.0302	0.0135	1.8324	0.1156	0.0517
3	++-	24	0.6111	0.0482	0.0216	0.4275	0.0356	0.0159	1.8283	0.1174	0.0525
3	++-	25	0.6261	0.0471	0.021	0.4424	0.0347	0.0155	1.8386	0.1173	0.0524
3	++-	26	0.6036	0.0437	0.0195	0.42	0.0311	0.0139	1.8231	0.1129	0.0505
3	++-	27	0.6296	0.0426	0.0191	0.446	0.0309	0.0138	1.8411	0.115	0.0514
3	++-	28	0.5899	0.0507	0.0227	0.4062	0.0378	0.0169	1.8136	0.1185	0.053
3	++-	29	0.6066	0.0445	0.0199	0.423	0.0318	0.0142	1.8252	0.115	0.0514
3	++-	30	0.6074	0.0405	0.0181	0.4238	0.0277	0.0124	1.8257	0.1099	0.0492
3	++-	31	0.6119	0.0372	0.0166	0.4283	0.025	0.0112	1.8288	0.1114	0.0498
3	++-	32	0.5838	0.0447	0.02	0.4002	0.0317	0.0142	1.8094	0.1135	0.0508
3	++-	33	0.5923	0.0446	0.02	0.4087	0.0318	0.0142	1.8152	0.115	0.0514
3	++-	34	0.5787	0.0428	0.0191	0.395	0.0298	0.0133	1.8058	0.1098	0.0491
3	++-	35	0.609	0.0374	0.0167	0.4254	0.0253	0.0113	1.8268	0.1107	0.0495
3	++-	36	0.5755	0.0483	0.0216	0.3919	0.0353	0.0158	1.8036	0.1158	0.0518
3	++-	37	0.5969	0.0405	0.0181	0.4133	0.0274	0.0123	1.8185	0.1123	0.0502
3	++-	38	0.5903	0.0407	0.0182	0.4066	0.0278	0.0124	1.8138	0.1098	0.0491
3	++-	39	0.6169	0.0344	0.0154	0.4332	0.0217	0.0097	1.8323	0.1095	0.049
3	++-	40	0.583	0.0438	0.0196	0.3994	0.0308	0.0138	1.8088	0.1132	0.0506
3	++-	41	0.5867	0.0419	0.0187	0.4031	0.0289	0.0129	1.8114	0.1108	0.0495
3	++-	42	0.589	0.0423	0.0189	0.4054	0.0292	0.0131	1.813	0.1101	0.0492
3	++-	43	0.6007	0.0369	0.0165	0.417	0.0239	0.0107	1.821	0.109	0.0488
3	++-	44	0.5711	0.0459	0.0205	0.3875	0.0329	0.0147	1.8006	0.113	0.0505
3	++-	45	0.5732	0.0405	0.0181	0.3896	0.0273	0.0122	1.802	0.1115	0.0499
3	++-	46	0.5725	0.0426	0.0191	0.3889	0.0296	0.0132	1.8016	0.1102	0.0493
3	++-	47	0.5859	0.0356	0.0159	0.4023	0.0227	0.0101	1.8108	0.1088	0.0487
3	++-	48	0.5669	0.0452	0.0202	0.3833	0.0322	0.0144	1.7977	0.1136	0.0508
3	++-	49	0.5748	0.0402	0.018	0.3912	0.0272	0.0121	1.8031	0.1091	0.0488
3	++-	50	0.5607	0.0411	0.0184	0.3771	0.0282	0.0126	1.7933	0.1085	0.0485
3	+-+	0	0.2499	0.0589	0.0263	0.0663	0.054	0.0242	1.5779	0.0847	0.0379
3	+-+	1	0.2706	0.0475	0.0212	0.0869	0.0354	0.0158	1.5922	0.1191	0.0532
3	+-+	2	0.4454	0.0643	0.0287	0.2618	0.0572	0.0256	1.7134	0.1264	0.0565
3	+-+	3	0.4283	0.0516	0.0231	0.2447	0.0427	0.0191	1.7016	0.1261	0.0564
3	+-+	4	0.524	0.0584	0.0261	0.3404	0.0534	0.0239	1.7679	0.0819	0.0366
3	+-+	5	0.5083	0.064	0.0286	0.3247	0.0581	0.026	1.7571	0.1204	0.0539
3	+-+	6	0.5577	0.0877	0.0392	0.3741	0.0757	0.0338	1.7913	0.141	0.0631
3	+-+	7	0.6209	0.0908	0.0406	0.4373	0.0853	0.0382	1.8351	0.1408	0.063
3	+-+	8	0.5027	0.0311	0.0139	0.3191	0.0231	0.0103	1.7532	0.1105	0.0494
3	+-+	9	0.6382	0.0449	0.0201	0.4546	0.0345	0.0154	1.8471	0.1236	0.0553
3	+-+	10	0.5686	0.0353	0.0158	0.385	0.0295	0.0132	1.7988	0.1186	0.053
3	+-+	11	0.5817	0.0417	0.0186	0.3981	0.0332	0.0149	1.8079	0.1221	0.0546
3	+-+	12	0.5855	0.0501	0.0224	0.4019	0.0377	0.0169	1.8106	0.1125	0.0503
3	+-+	13	0.5776	0.0253	0.0113	0.394	0.0125	0.0056	1.8051	0.1073	0.048
