motif_counts	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	log2_fc_vs_single_mean	log2_fc_vs_single_std	log2_fc_vs_single_sem	mean_prediction_mean	mean_prediction_std	mean_prediction_sem
3	+-+	12	0.4309	0.0324	0.0145	0.2277	0.0213	0.0095	1.3861	0.1221	0.0546
3	+-+	13	0.5033	0.042	0.0188	0.3002	0.0335	0.015	1.4363	0.1294	0.0579
3	+-+	14	0.4812	0.0243	0.0108	0.2781	0.0149	0.0066	1.421	0.1153	0.0516
3	+-+	15	0.5521	0.0393	0.0176	0.349	0.0294	0.0131	1.4701	0.128	0.0572
3	+-+	16	0.5259	0.0234	0.0105	0.3227	0.0124	0.0055	1.4519	0.117	0.0523
3	+-+	17	0.5938	0.0325	0.0145	0.3907	0.0228	0.0102	1.499	0.1243	0.0556
3	+-+	18	0.5696	0.0303	0.0135	0.3665	0.0211	0.0094	1.4823	0.1202	0.0537
3	+-+	19	0.5925	0.0333	0.0149	0.3894	0.0232	0.0104	1.4981	0.1235	0.0552
3	+-+	20	0.5816	0.0372	0.0166	0.3785	0.026	0.0116	1.4906	0.1268	0.0567
3	+-+	21	0.6096	0.0342	0.0153	0.4064	0.0236	0.0106	1.5099	0.1259	0.0563
3	+-+	22	0.5922	0.0316	0.0141	0.389	0.0203	0.0091	1.4979	0.1232	0.0551
3	+-+	23	0.6078	0.0323	0.0145	0.4047	0.0223	0.01	1.5088	0.1248	0.0558
3	+-+	24	0.6072	0.0303	0.0135	0.4041	0.0196	0.0088	1.5083	0.1227	0.0549
3	+-+	25	0.6113	0.0263	0.0117	0.4081	0.0164	0.0073	1.5111	0.1205	0.0539
3	+-+	26	0.6249	0.0288	0.0129	0.4218	0.0178	0.008	1.5206	0.1214	0.0543
3	+-+	27	0.6036	0.0291	0.013	0.4005	0.0183	0.0082	1.5058	0.1223	0.0547
3	+-+	28	0.6383	0.0281	0.0126	0.4352	0.0168	0.0075	1.5299	0.1204	0.0538
3	+-+	29	0.6201	0.0291	0.013	0.4169	0.0197	0.0088	1.5172	0.1223	0.0547
3	+-+	30	0.6773	0.0348	0.0155	0.4742	0.024	0.0107	1.5569	0.125	0.0559
3	+-+	31	0.6173	0.0251	0.0112	0.4142	0.0147	0.0066	1.5153	0.1198	0.0536
3	+-+	32	0.6382	0.0291	0.013	0.435	0.0179	0.008	1.5298	0.1209	0.0541
3	+-+	33	0.6068	0.0224	0.01	0.4037	0.0129	0.0058	1.508	0.118	0.0528
3	+-+	34	0.6541	0.0351	0.0157	0.451	0.0243	0.0109	1.5408	0.1239	0.0554
3	+-+	35	0.6089	0.0265	0.0118	0.4058	0.0158	0.007	1.5095	0.1198	0.0536
3	+-+	36	0.6279	0.0362	0.0162	0.4248	0.0251	0.0112	1.5227	0.1252	0.056
3	+-+	37	0.6051	0.0265	0.0119	0.402	0.0163	0.0073	1.5068	0.1208	0.054
3	+-+	38	0.655	0.0379	0.017	0.4518	0.0268	0.012	1.5414	0.1267	0.0567
3	+-+	39	0.6062	0.0295	0.0132	0.4031	0.0182	0.0082	1.5076	0.1226	0.0549
3	+-+	40	0.6493	0.036	0.0161	0.4462	0.0253	0.0113	1.5375	0.1262	0.0564
3	+-+	41	0.6103	0.0281	0.0126	0.4072	0.0172	0.0077	1.5104	0.1217	0.0544
3	+-+	42	0.6369	0.037	0.0165	0.4338	0.0268	0.012	1.5289	0.1249	0.0559
3	+-+	43	0.6111	0.0279	0.0125	0.408	0.0173	0.0078	1.511	0.1201	0.0537
3	+-+	44	0.6447	0.0331	0.0148	0.4415	0.0227	0.0101	1.5343	0.1229	0.055
3	+-+	45	0.6163	0.0268	0.012	0.4132	0.0159	0.0071	1.5146	0.1206	0.0539
3	+-+	46	0.6364	0.0316	0.0141	0.4333	0.0214	0.0096	1.5286	0.1214	0.0543
3	+-+	47	0.5954	0.0266	0.0119	0.3923	0.016	0.0072	1.5002	0.1199	0.0536
3	+-+	48	0.6354	0.0355	0.0159	0.4323	0.0242	0.0108	1.5279	0.1264	0.0565
3	+-+	49	0.6029	0.0253	0.0113	0.3997	0.0153	0.0068	1.5053	0.1192	0.0533
3	+-+	50	0.6313	0.0378	0.0169	0.4282	0.0274	0.0122	1.5251	0.1252	0.056
4	++++	0	1.1277	0.1009	0.0451	0.9246	0.1033	0.0462	1.8691	0.098	0.0438
4	++++	1	0.5604	0.0755	0.0337	0.3573	0.0639	0.0286	1.4759	0.1544	0.069
4	++++	2	0.4684	0.0661	0.0296	0.2653	0.0684	0.0306	1.4121	0.0938	0.042
4	++++	3	0.688	0.0516	0.0231	0.4849	0.0443	0.0198	1.5643	0.1271	0.0569
4	++++	4	0.7099	0.0418	0.0187	0.5068	0.0351	0.0157	1.5795	0.1203	0.0538
4	++++	5	0.5339	0.0277	0.0124	0.3308	0.0189	0.0085	1.4575	0.1177	0.0526
4	++++	6	0.5853	0.0277	0.0124	0.3822	0.0182	0.0081	1.4932	0.1203	0.0538
4	++++	7	0.611	0.0668	0.0299	0.4079	0.0588	0.0263	1.5109	0.1395	0.0624
4	++++	8	0.5578	0.0525	0.0235	0.3547	0.045	0.0201	1.4741	0.1355	0.0606
4	++++	9	0.4715	0.0616	0.0276	0.2684	0.0509	0.0228	1.4143	0.1392	0.0623
4	++++	10	0.6092	0.0401	0.0179	0.4061	0.0326	0.0146	1.5097	0.123	0.055
4	++++	11	0.4915	0.0347	0.0155	0.2883	0.0286	0.0128	1.4281	0.1231	0.055
4	++++	12	0.6658	0.0604	0.027	0.4627	0.0499	0.0223	1.5489	0.1408	0.063
4	++++	13	0.5992	0.0341	0.0152	0.3961	0.0248	0.0111	1.5028	0.1196	0.0535
4	++++	14	0.6884	0.0588	0.0263	0.4853	0.048	0.0214	1.5646	0.1423	0.0637
4	++++	15	0.6361	0.0302	0.0135	0.4329	0.024	0.0108	1.5283	0.1153	0.0516
4	++++	16	0.7261	0.0514	0.023	0.5229	0.0412	0.0184	1.5907	0.1336	0.0597
4	++++	17	0.7215	0.0304	0.0136	0.5183	0.0271	0.0121	1.5875	0.1094	0.0489
4	++++	18	0.8002	0.042	0.0188	0.5971	0.0312	0.0139	1.6421	0.1284	0.0574
4	++++	19	0.7235	0.0227	0.0102	0.5204	0.012	0.0054	1.589	0.1178	0.0527
4	++++	20	0.7941	0.0387	0.0173	0.591	0.0285	0.0128	1.6379	0.127	0.0568
4	++++	21	0.7786	0.0345	0.0154	0.5755	0.0257	0.0115	1.6271	0.1212	0.0542
4	++++	22	0.8113	0.0365	0.0163	0.6082	0.0259	0.0116	1.6498	0.1262	0.0564
4	++++	23	0.7666	0.0249	0.0112	0.5635	0.0159	0.0071	1.6188	0.1191	0.0532
4	++++	24	0.8078	0.036	0.0161	0.6047	0.0247	0.011	1.6474	0.1263	0.0565
4	++++	25	0.8237	0.0319	0.0143	0.6206	0.0217	0.0097	1.6584	0.1223	0.0547
4	++++	26	0.83	0.0377	0.0168	0.6269	0.0263	0.0118	1.6627	0.1284	0.0574
4	++++	27	0.8149	0.0291	0.013	0.6118	0.0193	0.0087	1.6523	0.1224	0.0548
4	++++	28	0.8102	0.0339	0.0151	0.607	0.0233	0.0104	1.649	0.1245	0.0557
4	++++	29	0.8179	0.0348	0.0156	0.6148	0.0258	0.0115	1.6544	0.1201	0.0537
4	++++	30	0.7989	0.0319	0.0143	0.5958	0.0207	0.0093	1.6412	0.1239	0.0554
4	++++	31	0.8141	0.0308	0.0138	0.6109	0.0199	0.0089	1.6517	0.1238	0.0553
4	++++	32	0.7979	0.0346	0.0155	0.5948	0.024	0.0107	1.6405	0.1248	0.0558
4	++++	33	0.8326	0.0376	0.0168	0.6295	0.0276	0.0123	1.6646	0.1239	0.0554
4	++++	34	0.8197	0.0341	0.0152	0.6166	0.0232	0.0104	1.6556	0.1247	0.0558
4	++++	35	0.8094	0.0344	0.0154	0.6063	0.0231	0.0103	1.6485	0.1257	0.0562
4	++++	36	0.8038	0.037	0.0166	0.6007	0.0259	0.0116	1.6446	0.1266	0.0566
4	++++	37	0.8243	0.0419	0.0187	0.6211	0.0311	0.0139	1.6588	0.1274	0.057
4	++++	38	0.8126	0.0343	0.0153	0.6095	0.023	0.0103	1.6507	0.1243	0.0556
4	++++	39	0.8263	0.0353	0.0158	0.6232	0.0242	0.0108	1.6602	0.1254	0.0561
4	++++	40	0.7957	0.0363	0.0162	0.5926	0.0257	0.0115	1.639	0.1246	0.0557
4	++++	41	0.833	0.0374	0.0167	0.6298	0.0266	0.0119	1.6648	0.1249	0.0559
4	++++	42	0.8194	0.0351	0.0157	0.6162	0.0237	0.0106	1.6554	0.1247	0.0558
4	++++	43	0.7904	0.0345	0.0154	0.5872	0.0231	0.0103	1.6353	0.1253	0.0561
4	++++	44	0.7606	0.0362	0.0162	0.5575	0.0254	0.0113	1.6146	0.1255	0.0561
4	++++	45	0.7842	0.0462	0.0207	0.5811	0.0354	0.0158	1.631	0.1303	0.0583
4	++++	46	0.7828	0.0421	0.0188	0.5797	0.0309	0.0138	1.63	0.1294	0.0579
4	++++	47	0.7906	0.0392	0.0175	0.5875	0.0278	0.0124	1.6355	0.128	0.0572
4	++++	48	0.7884	0.0386	0.0173	0.5853	0.0289	0.0129	1.6339	0.1243	0.0556
4	++++	49	0.783	0.0407	0.0182	0.5798	0.0298	0.0133	1.6301	0.1275	0.057
4	++++	50	0.7877	0.0374	0.0167	0.5845	0.0268	0.012	1.6334	0.1265	0.0566
4	++--	0	0.9244	0.1098	0.0491	0.7213	0.0994	0.0444	1.7282	0.17	0.076
4	++--	1	0.6405	0.0457	0.0205	0.4374	0.0437	0.0196	1.5314	0.1186	0.0531
4	++--	2	0.6426	0.065	0.0291	0.4395	0.059	0.0264	1.5329	0.1271	0.0568
4	++--	3	0.82	0.093	0.0416	0.6169	0.0835	0.0374	1.6558	0.152	0.068
4	++--	4	0.8093	0.0587	0.0262	0.6062	0.0508	0.0227	1.6484	0.1369	0.0612
4	++--	5	0.6464	0.054	0.0241	0.4433	0.0482	0.0216	1.5355	0.1246	0.0557
4	++--	6	0.6481	0.0364	0.0163	0.445	0.034	0.0152	1.5366	0.114	0.051
4	++--	7	0.7369	0.0473	0.0212	0.5338	0.038	0.017	1.5982	0.1286	0.0575
4	++--	8	0.626	0.0485	0.0217	0.4229	0.0413	0.0185	1.5213	0.132	0.059
4	++--	9	0.588	0.0524	0.0234	0.3849	0.0413	0.0185	1.495	0.1342	0.06
4	++--	10	0.6225	0.0405	0.0181	0.4194	0.0331	0.0148	1.519	0.1245	0.0557
4	++--	11	0.601	0.0298	0.0133	0.3979	0.0198	0.0089	1.504	0.1193	0.0533
4	++--	12	0.6662	0.0441	0.0197	0.4631	0.0334	0.015	1.5492	0.1304	0.0583
4	++--	13	0.6711	0.03	0.0134	0.4679	0.0198	0.0089	1.5526	0.1197	0.0535
4	++--	14	0.708	0.0411	0.0184	0.5049	0.0311	0.0139	1.5782	0.1294	0.0579
4	++--	15	0.6981	0.0268	0.012	0.495	0.0169	0.0075	1.5713	0.1182	0.0529
4	++--	16	0.7108	0.0358	0.016	0.5076	0.0265	0.0118	1.5801	0.1254	0.0561
4	++--	17	0.7664	0.0256	0.0115	0.5633	0.0156	0.007	1.6186	0.1166	0.0521
4	++--	18	0.7628	0.0327	0.0146	0.5596	0.022	0.0098	1.6161	0.1247	0.0558
4	++--	19	0.77	0.0317	0.0142	0.5669	0.0216	0.0097	1.6212	0.1207	0.054
4	++--	20	0.762	0.0354	0.0158	0.5588	0.0251	0.0112	1.6156	0.1264	0.0565
4	++--	21	0.7937	0.0343	0.0154	0.5906	0.0231	0.0103	1.6376	0.1245	0.0557
4	++--	22	0.7736	0.0266	0.0119	0.5704	0.0185	0.0083	1.6236	0.1194	0.0534
4	++--	23	0.8028	0.0351	0.0157	0.5997	0.0237	0.0106	1.6439	0.1266	0.0566
4	++--	24	0.7783	0.0349	0.0156	0.5752	0.0241	0.0108	1.6269	0.1263	0.0565
4	++--	25	0.8264	0.0392	0.0175	0.6233	0.0276	0.0124	1.6603	0.1286	0.0575
4	++--	26	0.7663	0.0337	0.0151	0.5632	0.0228	0.0102	1.6186	0.1259	0.0563
4	++--	27	0.8339	0.0338	0.0151	0.6308	0.0232	0.0104	1.6655	0.1249	0.0559
4	++--	28	0.7722	0.0346	0.0155	0.569	0.0236	0.0106	1.6227	0.1253	0.056
4	++--	29	0.8408	0.0413	0.0185	0.6377	0.0311	0.0139	1.6703	0.1255	0.0561
4	++--	30	0.7865	0.028	0.0125	0.5833	0.0167	0.0075	1.6326	0.1215	0.0544
4	++--	31	0.8579	0.0382	0.0171	0.6548	0.0268	0.012	1.6821	0.127	0.0568
4	++--	32	0.7793	0.0335	0.015	0.5762	0.0222	0.0099	1.6276	0.1249	0.0558
4	++--	33	0.8392	0.0392	0.0175	0.6361	0.0279	0.0125	1.6691	0.1274	0.057
4	++--	34	0.8013	0.032	0.0143	0.5982	0.0212	0.0095	1.6429	0.1237	0.0553
4	++--	35	0.863	0.0482	0.0216	0.6599	0.0373	0.0167	1.6856	0.1327	0.0594
4	++--	36	0.787	0.0379	0.0169	0.5838	0.0265	0.0118	1.6329	0.1271	0.0569
4	++--	37	0.8682	0.0499	0.0223	0.6651	0.0392	0.0175	1.6893	0.1324	0.0592
4	++--	38	0.7978	0.0357	0.016	0.5947	0.0249	0.0111	1.6404	0.1253	0.056
4	++--	39	0.8552	0.045	0.0201	0.6521	0.0339	0.0152	1.6802	0.1316	0.0589
4	++--	40	0.7787	0.0365	0.0163	0.5755	0.0262	0.0117	1.6272	0.1254	0.0561
4	++--	41	0.8525	0.0471	0.0211	0.6493	0.0363	0.0162	1.6783	0.1309	0.0585
4	++--	42	0.7684	0.0392	0.0175	0.5652	0.0276	0.0123	1.62	0.1286	0.0575
4	++--	43	0.8636	0.0476	0.0213	0.6605	0.0366	0.0164	1.6861	0.1327	0.0594
4	++--	44	0.764	0.0377	0.0169	0.5609	0.0266	0.0119	1.617	0.1261	0.0564
4	++--	45	0.8323	0.0556	0.0249	0.6292	0.0449	0.0201	1.6644	0.1355	0.0606
4	++--	46	0.7598	0.0424	0.019	0.5567	0.0308	0.0138	1.6141	0.1303	0.0583
4	++--	47	0.8414	0.0473	0.0211	0.6383	0.0359	0.0161	1.6706	0.1335	0.0597
4	++--	48	0.764	0.0395	0.0177	0.5609	0.0285	0.0127	1.617	0.1278	0.0572
4	++--	49	0.8282	0.0535	0.0239	0.6251	0.0425	0.019	1.6615	0.1356	0.0606
4	++--	50	0.771	0.0403	0.018	0.5679	0.0287	0.0128	1.6218	0.1296	0.0579
4	+-+-	0	0.2778	0.0642	0.0287	0.0747	0.0603	0.027	1.28	0.118	0.0528
4	+-+-	1	0.427	0.05	0.0224	0.2239	0.0508	0.0227	1.3834	0.1106	0.0495
4	+-+-	2	0.5256	0.1067	0.0477	0.3225	0.0964	0.0431	1.4517	0.1648	0.0737
4	+-+-	3	0.4922	0.0419	0.0187	0.289	0.0439	0.0196	1.4286	0.1114	0.0498
4	+-+-	4	0.6588	0.0594	0.0266	0.4557	0.0536	0.024	1.5441	0.1287	0.0576
4	+-+-	5	0.5879	0.0698	0.0312	0.3847	0.0651	0.0291	1.4949	0.1223	0.0547
4	+-+-	6	0.492	0.0189	0.0085	0.2889	0.0221	0.0099	1.4285	0.1006	0.045
4	+-+-	7	0.5778	0.0551	0.0247	0.3747	0.0473	0.0211	1.4879	0.1342	0.06
4	+-+-	8	0.5906	0.0443	0.0198	0.3875	0.0364	0.0163	1.4968	0.1275	0.057
4	+-+-	9	0.7053	0.0327	0.0146	0.5021	0.0253	0.0113	1.5763	0.1186	0.053
4	+-+-	10	0.5493	0.0468	0.0209	0.3462	0.0364	0.0163	1.4682	0.1333	0.0596
4	+-+-	11	0.7019	0.0575	0.0257	0.4988	0.0487	0.0218	1.5739	0.1315	0.0588
4	+-+-	12	0.5885	0.0341	0.0152	0.3854	0.0232	0.0104	1.4953	0.1228	0.0549
4	+-+-	13	0.701	0.0601	0.0269	0.4979	0.0516	0.0231	1.5733	0.1396	0.0624
4	+-+-	14	0.6548	0.0247	0.0111	0.4517	0.0186	0.0083	1.5413	0.1114	0.0498
4	+-+-	15	0.762	0.0539	0.0241	0.5589	0.0446	0.0199	1.6156	0.1349	0.0603
4	+-+-	16	0.677	0.0201	0.009	0.4738	0.0096	0.0043	1.5567	0.1156	0.0517
4	+-+-	17	0.7824	0.0436	0.0195	0.5792	0.0336	0.015	1.6297	0.1311	0.0587
4	+-+-	18	0.7275	0.0295	0.0132	0.5244	0.0208	0.0093	1.5917	0.1186	0.053
4	+-+-	19	0.7999	0.0409	0.0183	0.5968	0.0311	0.0139	1.6419	0.1265	0.0566
4	+-+-	20	0.7263	0.0324	0.0145	0.5232	0.0227	0.0102	1.5909	0.1218	0.0545
4	+-+-	21	0.8048	0.0406	0.0182	0.6017	0.0299	0.0134	1.6453	0.1292	0.0578
4	+-+-	22	0.7577	0.0285	0.0127	0.5546	0.0183	0.0082	1.6126	0.1203	0.0538
4	+-+-	23	0.8035	0.0351	0.0157	0.6004	0.0243	0.0109	1.6444	0.1266	0.0566
4	+-+-	24	0.7769	0.0306	0.0137	0.5737	0.0201	0.009	1.6259	0.1234	0.0552
4	+-+-	25	0.8389	0.039	0.0174	0.6358	0.0281	0.0126	1.6689	0.1293	0.0578
4	+-+-	26	0.8068	0.031	0.0139	0.6037	0.0203	0.0091	1.6466	0.1219	0.0545
4	+-+-	27	0.8248	0.0328	0.0146	0.6216	0.0221	0.0099	1.6591	0.1243	0.0556
4	+-+-	28	0.8134	0.0331	0.0148	0.6103	0.0227	0.0102	1.6512	0.1227	0.0549
4	+-+-	29	0.8287	0.0355	0.0159	0.6256	0.0242	0.0108	1.6618	0.1269	0.0567
4	+-+-	30	0.8236	0.0346	0.0155	0.6205	0.025	0.0112	1.6583	0.1243	0.0556
4	+-+-	31	0.8125	0.032	0.0143	0.6094	0.0214	0.0096	1.6506	0.1239	0.0554
4	+-+-	32	0.7853	0.0315	0.0141	0.5821	0.0212	0.0095	1.6317	0.1235	0.0552
4	+-+-	33	0.7812	0.0306	0.0137	0.5781	0.0195	0.0087	1.6289	0.1234	0.0552
4	+-+-	34	0.8231	0.0383	0.0171	0.62	0.029	0.013	1.658	0.1235	0.0552
4	+-+-	35	0.7988	0.0359	0.0161	0.5957	0.0253	0.0113	1.6411	0.1247	0.0558
4	+-+-	36	0.7865	0.0363	0.0162	0.5833	0.0255	0.0114	1.6326	0.1256	0.0562
4	+-+-	37	0.7883	0.0333	0.0149	0.5852	0.022	0.0098	1.6339	0.125	0.0559
4	+-+-	38	0.807	0.0397	0.0178	0.6039	0.029	0.0129	1.6468	0.128	0.0573
4	+-+-	39	0.7837	0.03	0.0134	0.5806	0.0183	0.0082	1.6307	0.1229	0.055
4	+-+-	40	0.8068	0.0353	0.0158	0.6037	0.0254	0.0114	1.6467	0.1244	0.0556
4	+-+-	41	0.8135	0.0326	0.0146	0.6104	0.0208	0.0093	1.6513	0.1236	0.0553
4	+-+-	42	0.7944	0.0445	0.0199	0.5913	0.0335	0.015	1.6381	0.1304	0.0583
4	+-+-	43	0.7657	0.0356	0.0159	0.5625	0.0243	0.0108	1.6182	0.1249	0.0558
4	+-+-	44	0.7692	0.0349	0.0156	0.5661	0.0242	0.0108	1.6206	0.124	0.0555
4	+-+-	45	0.7821	0.0405	0.0181	0.579	0.0289	0.0129	1.6295	0.1294	0.0579
4	+-+-	46	0.7828	0.0457	0.0204	0.5796	0.0346	0.0155	1.63	0.1325	0.0593
4	+-+-	47	0.7685	0.0322	0.0144	0.5653	0.0207	0.0093	1.6201	0.1235	0.0552
4	+-+-	48	0.7954	0.0418	0.0187	0.5922	0.0314	0.014	1.6387	0.1291	0.0577
4	+-+-	49	0.7726	0.0401	0.0179	0.5694	0.029	0.013	1.6229	0.1288	0.0576
4	+-+-	50	0.7908	0.0462	0.0207	0.5876	0.0355	0.0159	1.6356	0.1312	0.0587
4	+--+	0	0.5565	0.0779	0.0348	0.3534	0.0729	0.0326	1.4732	0.1284	0.0574
4	+--+	1	0.4632	0.0425	0.019	0.2601	0.0372	0.0167	1.4085	0.1215	0.0543
4	+--+	2	0.5165	0.051	0.0228	0.3134	0.042	0.0188	1.4455	0.127	0.0568
4	+--+	3	0.588	0.0734	0.0328	0.3848	0.0637	0.0285	1.495	0.1425	0.0637
4	+--+	4	0.6883	0.0941	0.0421	0.4852	0.0875	0.0391	1.5645	0.1522	0.0681
4	+--+	5	0.6132	0.065	0.0291	0.4101	0.059	0.0264	1.5125	0.1276	0.0571
4	+--+	6	0.5053	0.0195	0.0087	0.3022	0.0183	0.0082	1.4377	0.11	0.0492
4	+--+	7	0.5988	0.0584	0.0261	0.3957	0.0488	0.0218	1.5025	0.1378	0.0616
4	+--+	8	0.6062	0.0605	0.0271	0.4031	0.0539	0.0241	1.5076	0.1361	0.0608
4	+--+	9	0.6276	0.0389	0.0174	0.4245	0.0283	0.0127	1.5225	0.1244	0.0556
4	+--+	10	0.5356	0.054	0.0242	0.3325	0.0426	0.019	1.4587	0.1389	0.0621
4	+--+	11	0.5989	0.0435	0.0195	0.3958	0.0332	0.0149	1.5026	0.1278	0.0571
4	+--+	12	0.5902	0.0408	0.0182	0.3871	0.0299	0.0134	1.4965	0.1286	0.0575
4	+--+	13	0.6476	0.0426	0.0191	0.4445	0.0328	0.0147	1.5363	0.1298	0.0581
4	+--+	14	0.6501	0.0339	0.0152	0.447	0.0244	0.0109	1.5381	0.1223	0.0547
4	+--+	15	0.6968	0.0394	0.0176	0.4937	0.0298	0.0133	1.5704	0.1263	0.0565
4	+--+	16	0.6916	0.0289	0.0129	0.4885	0.019	0.0085	1.5668	0.1205	0.0539
4	+--+	17	0.7416	0.0271	0.0121	0.5384	0.0164	0.0074	1.6014	0.1203	0.0538
4	+--+	18	0.7586	0.034	0.0152	0.5554	0.023	0.0103	1.6132	0.125	0.0559
4	+--+	19	0.7714	0.0379	0.0169	0.5683	0.0285	0.0127	1.6221	0.124	0.0555
4	+--+	20	0.7688	0.0355	0.0159	0.5656	0.0244	0.0109	1.6203	0.1261	0.0564
4	+--+	21	0.7956	0.0292	0.013	0.5925	0.0179	0.008	1.6389	0.1225	0.0548
4	+--+	22	0.7875	0.0373	0.0167	0.5844	0.0263	0.0117	1.6333	0.1272	0.0569
4	+--+	23	0.7886	0.0346	0.0155	0.5855	0.0233	0.0104	1.6341	0.1262	0.0564
4	+--+	24	0.8205	0.0386	0.0173	0.6174	0.0273	0.0122	1.6562	0.1287	0.0575
4	+--+	25	0.8125	0.0332	0.0148	0.6094	0.0222	0.0099	1.6506	0.1254	0.0561
4	+--+	26	0.8284	0.0365	0.0163	0.6252	0.025	0.0112	1.6616	0.1269	0.0567
4	+--+	27	0.8044	0.0312	0.0139	0.6013	0.0205	0.0092	1.645	0.1228	0.0549
4	+--+	28	0.8359	0.0367	0.0164	0.6328	0.0259	0.0116	1.6668	0.126	0.0563
4	+--+	29	0.8161	0.0291	0.013	0.613	0.0178	0.008	1.6531	0.1218	0.0545
4	+--+	30	0.831	0.0424	0.019	0.6279	0.0317	0.0142	1.6634	0.13	0.0582
4	+--+	31	0.8142	0.0285	0.0128	0.6111	0.0171	0.0077	1.6518	0.122	0.0546
4	+--+	32	0.8355	0.0382	0.0171	0.6324	0.027	0.0121	1.6666	0.1268	0.0567
4	+--+	33	0.8196	0.0295	0.0132	0.6165	0.0182	0.0081	1.6555	0.1224	0.0547
4	+--+	34	0.8759	0.0414	0.0185	0.6728	0.031	0.0138	1.6946	0.1275	0.057
4	+--+	35	0.813	0.036	0.0161	0.6099	0.0255	0.0114	1.651	0.124	0.0555
4	+--+	36	0.8525	0.0473	0.0211	0.6494	0.0361	0.0162	1.6784	0.1318	0.0589
4	+--+	37	0.816	0.036	0.0161	0.6128	0.0252	0.0113	1.653	0.1265	0.0566
4	+--+	38	0.8762	0.0488	0.0218	0.6731	0.0383	0.0171	1.6948	0.1325	0.0593
4	+--+	39	0.8078	0.0328	0.0147	0.6046	0.0214	0.0095	1.6473	0.1246	0.0557
4	+--+	40	0.8561	0.046	0.0205	0.653	0.0352	0.0157	1.6809	0.1309	0.0585
4	+--+	41	0.8184	0.0309	0.0138	0.6153	0.0194	0.0087	1.6547	0.1232	0.0551
4	+--+	42	0.849	0.0507	0.0227	0.6459	0.0398	0.0178	1.6759	0.1333	0.0596
4	+--+	43	0.7914	0.0394	0.0176	0.5883	0.0282	0.0126	1.636	0.127	0.0568
4	+--+	44	0.8345	0.0492	0.022	0.6313	0.0381	0.017	1.6658	0.1332	0.0596
4	+--+	45	0.7803	0.0415	0.0186	0.5771	0.0303	0.0136	1.6283	0.1296	0.058
4	+--+	46	0.8302	0.0541	0.0242	0.6271	0.0435	0.0195	1.6629	0.1353	0.0605
4	+--+	47	0.7849	0.0338	0.0151	0.5818	0.0223	0.01	1.6315	0.1251	0.056
4	+--+	48	0.8542	0.047	0.021	0.6511	0.0361	0.0161	1.6795	0.1315	0.0588
4	+--+	49	0.8082	0.0381	0.017	0.6051	0.027	0.0121	1.6477	0.1276	0.0571
4	+--+	50	0.8643	0.0535	0.0239	0.6612	0.0428	0.0191	1.6866	0.135	0.0604
