motif_counts	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	log2_fc_vs_single_mean	log2_fc_vs_single_std	log2_fc_vs_single_sem	mean_prediction_mean	mean_prediction_std	mean_prediction_sem	log2_fc_vs_single_GATA_mean	log2_fc_vs_single_GATA_std	log2_fc_vs_single_GATA_sem	log2_fc_vs_single_AP1_2_mean	log2_fc_vs_single_AP1_2_std	log2_fc_vs_single_AP1_2_sem
2	--	1	0.3116	0.0477	0.0213	0.0958	0.037	0.0165	5.1993	0.1664	0.0744	0.176	0.0489	0.0219	0.0156	0.0312	0.0139
2	--	2	0.4071	0.0559	0.025	0.1914	0.0439	0.0196	5.2656	0.163	0.0729	0.2715	0.0532	0.0238	0.1112	0.0406	0.0181
2	--	3	0.3817	0.0411	0.0184	0.166	0.0313	0.014	5.248	0.1782	0.0797	0.2461	0.0335	0.015	0.0858	0.0383	0.0171
2	--	4	0.453	0.0655	0.0293	0.2372	0.0538	0.0241	5.2974	0.17	0.076	0.3174	0.0652	0.0292	0.157	0.0466	0.0209
2	--	5	0.4328	0.0629	0.0281	0.217	0.0504	0.0226	5.2833	0.1709	0.0764	0.2972	0.06	0.0268	0.1368	0.046	0.0206
2	--	6	0.4257	0.0693	0.031	0.2099	0.0578	0.0259	5.2784	0.1795	0.0803	0.2901	0.0648	0.029	0.1297	0.0558	0.025
2	--	7	0.3947	0.0328	0.0147	0.1789	0.0203	0.0091	5.257	0.1712	0.0766	0.2591	0.0257	0.0115	0.0988	0.0282	0.0126
2	--	8	0.3726	0.0413	0.0185	0.1568	0.0288	0.0129	5.2416	0.1637	0.0732	0.237	0.0424	0.019	0.0766	0.022	0.0098
2	--	9	0.4416	0.059	0.0264	0.2258	0.0484	0.0216	5.2894	0.1784	0.0798	0.306	0.0587	0.0263	0.1456	0.0431	0.0193
2	--	10	0.4519	0.0429	0.0192	0.2361	0.0294	0.0131	5.2966	0.1696	0.0758	0.3163	0.0401	0.0179	0.156	0.0273	0.0122
2	--	11	0.4523	0.0539	0.0241	0.2365	0.0421	0.0188	5.2968	0.1747	0.0781	0.3166	0.0505	0.0226	0.1563	0.0402	0.018
2	--	12	0.5047	0.0522	0.0233	0.2889	0.0414	0.0185	5.3332	0.1673	0.0748	0.3691	0.0519	0.0232	0.2087	0.0371	0.0166
2	--	13	0.5207	0.058	0.0259	0.3049	0.0457	0.0204	5.3443	0.1763	0.0788	0.385	0.0546	0.0244	0.2247	0.0427	0.0191
2	--	14	0.5285	0.0485	0.0217	0.3127	0.0363	0.0162	5.3497	0.1701	0.0761	0.3929	0.0482	0.0216	0.2326	0.0307	0.0137
2	--	15	0.5103	0.0542	0.0242	0.2945	0.0407	0.0182	5.337	0.1786	0.0799	0.3746	0.0481	0.0215	0.2143	0.0405	0.0181
2	--	16	0.5255	0.0597	0.0267	0.3097	0.0467	0.0209	5.3476	0.17	0.076	0.3898	0.058	0.0259	0.2295	0.0404	0.0181
2	--	17	0.5086	0.0576	0.0257	0.2929	0.0439	0.0196	5.3359	0.1773	0.0793	0.373	0.0485	0.0217	0.2127	0.0461	0.0206
2	--	18	0.5215	0.0517	0.0231	0.3057	0.0385	0.0172	5.3448	0.1677	0.075	0.3859	0.0488	0.0218	0.2256	0.0348	0.0156
2	--	19	0.5194	0.0603	0.027	0.3036	0.0471	0.0211	5.3434	0.1845	0.0825	0.3838	0.0513	0.023	0.2235	0.0494	0.0221
2	--	20	0.5236	0.0556	0.0249	0.3078	0.0431	0.0193	5.3463	0.1781	0.0797	0.388	0.0532	0.0238	0.2277	0.0389	0.0174
2	--	21	0.5091	0.0509	0.0228	0.2933	0.0376	0.0168	5.3362	0.1769	0.0791	0.3735	0.0451	0.0202	0.2131	0.0376	0.0168
2	--	22	0.5292	0.0517	0.0231	0.3134	0.0405	0.0181	5.3502	0.1702	0.0761	0.3936	0.0535	0.0239	0.2333	0.0323	0.0144
2	--	23	0.5177	0.0541	0.0242	0.3019	0.041	0.0183	5.3422	0.1788	0.0799	0.3821	0.0493	0.0221	0.2217	0.0394	0.0176
2	--	24	0.5281	0.0548	0.0245	0.3123	0.044	0.0197	5.3494	0.1723	0.0771	0.3925	0.0568	0.0254	0.2321	0.0357	0.016
2	--	25	0.5181	0.0482	0.0216	0.3023	0.0347	0.0155	5.3425	0.1781	0.0797	0.3825	0.0414	0.0185	0.2222	0.0365	0.0163
2	--	26	0.5111	0.0548	0.0245	0.2953	0.0432	0.0193	5.3377	0.1665	0.0745	0.3755	0.0571	0.0256	0.2152	0.0332	0.0148
2	--	27	0.5226	0.0559	0.025	0.3068	0.0427	0.0191	5.3456	0.1821	0.0814	0.3869	0.0495	0.0221	0.2266	0.0428	0.0191
2	--	28	0.5179	0.0578	0.0258	0.3021	0.045	0.0201	5.3423	0.1766	0.079	0.3822	0.0559	0.025	0.2219	0.0394	0.0176
2	--	29	0.5103	0.0446	0.0199	0.2945	0.0317	0.0142	5.3371	0.18	0.0805	0.3746	0.0356	0.0159	0.2143	0.0371	0.0166
2	--	30	0.503	0.0437	0.0195	0.2872	0.0325	0.0145	5.332	0.171	0.0765	0.3674	0.0455	0.0204	0.2071	0.0258	0.0115
2	--	31	0.5054	0.0439	0.0196	0.2896	0.0319	0.0143	5.3337	0.18	0.0805	0.3698	0.0381	0.0171	0.2095	0.0349	0.0156
2	--	32	0.5321	0.057	0.0255	0.3163	0.0452	0.0202	5.3522	0.1737	0.0777	0.3965	0.0581	0.026	0.2362	0.0366	0.0164
2	--	33	0.5296	0.0491	0.022	0.3138	0.0359	0.0161	5.3505	0.1801	0.0805	0.394	0.0426	0.019	0.2337	0.0374	0.0167
2	--	34	0.5131	0.0567	0.0253	0.2973	0.0446	0.02	5.339	0.1739	0.0778	0.3775	0.0571	0.0255	0.2172	0.0368	0.0164
2	--	35	0.5125	0.0553	0.0248	0.2967	0.0416	0.0186	5.3386	0.1804	0.0807	0.3768	0.0475	0.0212	0.2165	0.0429	0.0192
2	--	36	0.5175	0.0581	0.026	0.3017	0.0454	0.0203	5.3421	0.1732	0.0775	0.3819	0.0574	0.0257	0.2215	0.0381	0.017
2	--	37	0.5211	0.0538	0.0241	0.3053	0.0408	0.0183	5.3445	0.1829	0.0818	0.3854	0.046	0.0206	0.2251	0.043	0.0192
2	--	38	0.516	0.0523	0.0234	0.3002	0.0402	0.018	5.341	0.1739	0.0778	0.3803	0.0525	0.0235	0.22	0.0333	0.0149
2	--	39	0.5126	0.0502	0.0225	0.2968	0.0368	0.0165	5.3387	0.1774	0.0794	0.377	0.0452	0.0202	0.2167	0.036	0.0161
2	--	40	0.5263	0.0552	0.0247	0.3105	0.0426	0.0191	5.3481	0.1733	0.0775	0.3906	0.0544	0.0243	0.2303	0.0361	0.0161
2	--	41	0.5102	0.0515	0.023	0.2944	0.0378	0.0169	5.337	0.1775	0.0794	0.3746	0.044	0.0197	0.2143	0.0394	0.0176
2	--	42	0.5096	0.0486	0.0217	0.2938	0.0362	0.0162	5.3366	0.1736	0.0777	0.374	0.047	0.021	0.2136	0.0322	0.0144
2	--	43	0.4883	0.0472	0.0211	0.2725	0.0336	0.015	5.3218	0.1759	0.0787	0.3526	0.0412	0.0184	0.1923	0.0346	0.0155
2	--	44	0.4917	0.0501	0.0224	0.2759	0.0373	0.0167	5.3242	0.168	0.0751	0.3561	0.0493	0.0221	0.1957	0.0312	0.014
2	--	45	0.5031	0.0446	0.02	0.2873	0.0312	0.014	5.3321	0.1722	0.077	0.3675	0.0407	0.0182	0.2071	0.0303	0.0136
2	--	46	0.4922	0.048	0.0215	0.2764	0.0361	0.0161	5.3245	0.1694	0.0758	0.3566	0.0496	0.0222	0.1962	0.0278	0.0124
2	--	47	0.4964	0.0401	0.0179	0.2806	0.0267	0.0119	5.3274	0.1718	0.0768	0.3607	0.0369	0.0165	0.2004	0.0263	0.0118
2	--	48	0.5099	0.0462	0.0206	0.2941	0.0342	0.0153	5.3368	0.165	0.0738	0.3743	0.0483	0.0216	0.214	0.0253	0.0113
2	--	49	0.4955	0.0409	0.0183	0.2797	0.0275	0.0123	5.3268	0.1705	0.0763	0.3599	0.0381	0.017	0.1996	0.0264	0.0118
2	--	50	0.507	0.0465	0.0208	0.2912	0.0342	0.0153	5.3348	0.1668	0.0746	0.3714	0.0476	0.0213	0.211	0.0264	0.0118
