motif_counts	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	log2_fc_vs_single_mean	log2_fc_vs_single_std	log2_fc_vs_single_sem	mean_prediction_mean	mean_prediction_std	mean_prediction_sem
2	++	0	0.5508	0.0377	0.0168	0.3628	0.0345	0.0154	1.9484	0.1303	0.0583
2	++	1	0.3557	0.0328	0.0147	0.1676	0.0277	0.0124	1.8131	0.1255	0.0561
2	++	2	0.3226	0.0185	0.0083	0.1345	0.0182	0.0082	1.7902	0.109	0.0487
2	++	3	0.2627	0.0266	0.0119	0.0746	0.0264	0.0118	1.7486	0.1158	0.0518
2	++	4	0.3005	0.0196	0.0088	0.1124	0.0209	0.0094	1.7748	0.1128	0.0505
2	++	5	0.2636	0.0081	0.0036	0.0755	0.004	0.0018	1.7493	0.1097	0.049
2	++	6	0.2411	0.0266	0.0119	0.053	0.0207	0.0093	1.7337	0.1224	0.0547
2	++	7	0.196	0.015	0.0067	0.008	0.0112	0.005	1.7025	0.1144	0.0512
2	++	8	0.2413	0.0207	0.0093	0.0533	0.0161	0.0072	1.7338	0.1159	0.0519
2	++	9	0.2487	0.0154	0.0069	0.0607	0.0084	0.0038	1.739	0.1143	0.0511
2	++	10	0.2736	0.0208	0.0093	0.0856	0.0153	0.0068	1.7562	0.1163	0.052
2	++	11	0.3162	0.0147	0.0066	0.1281	0.0121	0.0054	1.7857	0.1147	0.0513
2	++	12	0.3251	0.0194	0.0087	0.137	0.0149	0.0067	1.7919	0.1159	0.0518
2	++	13	0.3262	0.0177	0.0079	0.1382	0.0214	0.0096	1.7927	0.1043	0.0467
2	++	14	0.3321	0.0135	0.006	0.144	0.0111	0.005	1.7967	0.1082	0.0484
2	++	15	0.3287	0.0075	0.0033	0.1407	0.0076	0.0034	1.7944	0.1098	0.0491
2	++	16	0.3236	0.0101	0.0045	0.1356	0.0064	0.0029	1.7909	0.1105	0.0494
2	++	17	0.3778	0.016	0.0071	0.1898	0.0167	0.0075	1.8284	0.1091	0.0488
2	++	18	0.3491	0.0161	0.0072	0.1611	0.0092	0.0041	1.8085	0.1149	0.0514
2	++	19	0.3738	0.0057	0.0025	0.1857	0.0111	0.005	1.8257	0.1048	0.0469
2	++	20	0.3816	0.021	0.0094	0.1936	0.0145	0.0065	1.8311	0.1187	0.0531
2	++	21	0.4146	0.0209	0.0093	0.2266	0.0249	0.0111	1.854	0.1014	0.0453
2	++	22	0.378	0.0157	0.007	0.1899	0.009	0.004	1.8286	0.1139	0.051
2	++	23	0.4198	0.0055	0.0024	0.2318	0.0078	0.0035	1.8576	0.108	0.0483
2	++	24	0.3649	0.0172	0.0077	0.1768	0.0106	0.0047	1.8195	0.1153	0.0516
2	++	25	0.4126	0.0118	0.0053	0.2245	0.0125	0.0056	1.8525	0.1093	0.0489
2	++	26	0.36	0.0254	0.0114	0.1719	0.0193	0.0086	1.8161	0.1201	0.0537
2	++	27	0.4475	0.0221	0.0099	0.2594	0.0205	0.0092	1.8767	0.1118	0.05
2	++	28	0.3588	0.0256	0.0114	0.1708	0.0194	0.0087	1.8153	0.1213	0.0543
2	++	29	0.4063	0.0227	0.0102	0.2182	0.0192	0.0086	1.8482	0.1179	0.0527
2	++	30	0.3721	0.0221	0.0099	0.1841	0.015	0.0067	1.8245	0.1183	0.0529
2	++	31	0.422	0.0135	0.0061	0.234	0.0085	0.0038	1.8591	0.1107	0.0495
2	++	32	0.352	0.0216	0.0096	0.164	0.0156	0.007	1.8106	0.1166	0.0522
2	++	33	0.4141	0.007	0.0031	0.2261	0.01	0.0045	1.8536	0.1059	0.0473
2	++	34	0.366	0.0179	0.008	0.1779	0.0124	0.0055	1.8203	0.1165	0.0521
2	++	35	0.4183	0.0164	0.0073	0.2303	0.0113	0.0051	1.8565	0.1163	0.052
2	++	36	0.373	0.0233	0.0104	0.185	0.0168	0.0075	1.8251	0.1185	0.053
2	++	37	0.401	0.0137	0.0061	0.2129	0.0115	0.0051	1.8445	0.1134	0.0507
2	++	38	0.3455	0.023	0.0103	0.1574	0.0169	0.0075	1.806	0.1179	0.0527
2	++	39	0.4024	0.0157	0.007	0.2144	0.0108	0.0048	1.8455	0.1126	0.0503
2	++	40	0.3661	0.0176	0.0079	0.1781	0.0117	0.0052	1.8204	0.1144	0.0512
2	++	41	0.4116	0.0137	0.0061	0.2236	0.0138	0.0062	1.8519	0.1085	0.0485
2	++	42	0.3721	0.0196	0.0088	0.184	0.0137	0.0061	1.8245	0.1154	0.0516
2	++	43	0.4153	0.0159	0.0071	0.2273	0.0097	0.0044	1.8544	0.1141	0.051
2	++	44	0.3621	0.0229	0.0102	0.174	0.016	0.0072	1.8175	0.1172	0.0524
2	++	45	0.4112	0.0151	0.0068	0.2231	0.0113	0.0051	1.8516	0.1119	0.0501
2	++	46	0.3641	0.0235	0.0105	0.1761	0.0175	0.0078	1.819	0.1162	0.052
2	++	47	0.4116	0.0143	0.0064	0.2236	0.0073	0.0033	1.8519	0.1133	0.0507
2	++	48	0.3656	0.0215	0.0096	0.1776	0.0152	0.0068	1.82	0.1157	0.0517
2	++	49	0.4121	0.0101	0.0045	0.2241	0.0048	0.0021	1.8522	0.1094	0.0489
2	++	50	0.3862	0.0204	0.0091	0.1982	0.0141	0.0063	1.8343	0.1154	0.0516
2	+-	0	0.1567	0.0279	0.0125	-0.0313	0.031	0.0139	1.6752	0.1123	0.0502
2	+-	1	0.2529	0.0455	0.0203	0.0648	0.0419	0.0188	1.7419	0.1234	0.0552
2	+-	2	0.445	0.0254	0.0114	0.257	0.0265	0.0118	1.875	0.1113	0.0498
2	+-	3	0.4157	0.0315	0.0141	0.2277	0.0267	0.0119	1.8547	0.1236	0.0553
2	+-	4	0.4243	0.0305	0.0137	0.2363	0.0321	0.0144	1.8607	0.1095	0.049
2	+-	5	0.328	0.0166	0.0074	0.1399	0.0096	0.0043	1.7939	0.1153	0.0516
2	+-	6	0.3404	0.0237	0.0106	0.1524	0.0286	0.0128	1.8025	0.0992	0.0444
2	+-	7	0.3267	0.0262	0.0117	0.1386	0.021	0.0094	1.793	0.1174	0.0525
2	+-	8	0.3547	0.0257	0.0115	0.1667	0.0286	0.0128	1.8124	0.1017	0.0455
2	+-	9	0.3436	0.0289	0.0129	0.1556	0.0221	0.0099	1.8048	0.1241	0.0555
2	+-	10	0.3846	0.0339	0.0152	0.1965	0.0361	0.0161	1.8331	0.0968	0.0433
2	+-	11	0.3507	0.0176	0.0079	0.1626	0.0114	0.0051	1.8096	0.1172	0.0524
2	+-	12	0.406	0.019	0.0085	0.218	0.0168	0.0075	1.848	0.11	0.0492
2	+-	13	0.3719	0.0257	0.0115	0.1838	0.0197	0.0088	1.8243	0.1209	0.0541
2	+-	14	0.3867	0.0204	0.0091	0.1986	0.0229	0.0102	1.8346	0.1101	0.0493
2	+-	15	0.342	0.0217	0.0097	0.1539	0.015	0.0067	1.8036	0.1174	0.0525
2	+-	16	0.3768	0.0182	0.0081	0.1888	0.0172	0.0077	1.8278	0.113	0.0506
2	+-	17	0.3507	0.0166	0.0074	0.1626	0.0113	0.0051	1.8096	0.1125	0.0503
2	+-	18	0.388	0.0225	0.0101	0.1999	0.0269	0.012	1.8355	0.0992	0.0444
2	+-	19	0.3555	0.0278	0.0124	0.1675	0.0211	0.0094	1.813	0.1202	0.0538
2	+-	20	0.4022	0.0168	0.0075	0.2142	0.0173	0.0077	1.8454	0.1095	0.049
2	+-	21	0.3775	0.0209	0.0094	0.1894	0.0141	0.0063	1.8282	0.1184	0.0529
2	+-	22	0.4145	0.0157	0.007	0.2265	0.0161	0.0072	1.8539	0.1093	0.0489
2	+-	23	0.3751	0.0255	0.0114	0.1871	0.0192	0.0086	1.8266	0.1196	0.0535
2	+-	24	0.4044	0.0138	0.0062	0.2164	0.0134	0.006	1.8469	0.1093	0.0489
2	+-	25	0.3695	0.0226	0.0101	0.1814	0.0171	0.0077	1.8227	0.1176	0.0526
2	+-	26	0.4143	0.0173	0.0077	0.2262	0.0154	0.0069	1.8537	0.111	0.0496
2	+-	27	0.3768	0.0253	0.0113	0.1888	0.0199	0.0089	1.8278	0.1192	0.0533
2	+-	28	0.4111	0.0202	0.009	0.2231	0.0187	0.0084	1.8515	0.1154	0.0516
2	+-	29	0.3589	0.0218	0.0097	0.1709	0.0162	0.0072	1.8154	0.117	0.0523
2	+-	30	0.4037	0.0116	0.0052	0.2157	0.0068	0.003	1.8464	0.1106	0.0494
2	+-	31	0.3714	0.0262	0.0117	0.1833	0.0195	0.0087	1.824	0.1214	0.0543
2	+-	32	0.3893	0.0166	0.0074	0.2013	0.0167	0.0075	1.8364	0.1091	0.0488
2	+-	33	0.3569	0.022	0.0098	0.1688	0.0155	0.0069	1.8139	0.1176	0.0526
2	+-	34	0.3807	0.0085	0.0038	0.1927	0.0091	0.0041	1.8305	0.1088	0.0487
2	+-	35	0.3531	0.0218	0.0098	0.165	0.0171	0.0076	1.8113	0.118	0.0528
2	+-	36	0.3929	0.0169	0.0076	0.2049	0.016	0.0072	1.8389	0.1132	0.0506
2	+-	37	0.3559	0.0232	0.0104	0.1678	0.0172	0.0077	1.8132	0.117	0.0523
2	+-	38	0.3758	0.0123	0.0055	0.1877	0.0082	0.0037	1.827	0.1103	0.0493
2	+-	39	0.3588	0.0246	0.011	0.1708	0.0181	0.0081	1.8153	0.1192	0.0533
2	+-	40	0.4039	0.0125	0.0056	0.2158	0.0115	0.0051	1.8465	0.1099	0.0492
2	+-	41	0.3587	0.0197	0.0088	0.1707	0.0141	0.0063	1.8152	0.1165	0.0521
2	+-	42	0.3935	0.0158	0.0071	0.2054	0.0139	0.0062	1.8393	0.1113	0.0498
2	+-	43	0.3739	0.0226	0.0101	0.1858	0.0174	0.0078	1.8257	0.1171	0.0524
2	+-	44	0.3942	0.0206	0.0092	0.2062	0.0179	0.008	1.8398	0.1142	0.0511
2	+-	45	0.3501	0.0244	0.0109	0.1621	0.0179	0.008	1.8093	0.1183	0.0529
2	+-	46	0.3803	0.0135	0.006	0.1922	0.0072	0.0032	1.8301	0.1129	0.0505
2	+-	47	0.3633	0.0244	0.0109	0.1752	0.0184	0.0082	1.8184	0.1176	0.0526
2	+-	48	0.3856	0.0149	0.0067	0.1976	0.0113	0.005	1.8339	0.1119	0.05
2	+-	49	0.3623	0.0209	0.0093	0.1742	0.0149	0.0067	1.8177	0.1142	0.0511
2	+-	50	0.401	0.0122	0.0055	0.2129	0.0102	0.0045	1.8445	0.1089	0.0487
2	-+	0	0.2228	0.0587	0.0262	0.0348	0.0583	0.0261	1.721	0.1162	0.0519
2	-+	1	0.2923	0.0177	0.0079	0.1043	0.0177	0.0079	1.7692	0.1052	0.0471
2	-+	2	0.2576	0.0457	0.0205	0.0696	0.0459	0.0205	1.7451	0.1073	0.048
2	-+	3	0.2628	0.0483	0.0216	0.0747	0.0436	0.0195	1.7487	0.1345	0.0602
2	-+	4	0.2037	0.0263	0.0118	0.0157	0.0236	0.0106	1.7078	0.1202	0.0537
2	-+	5	0.2163	0.0141	0.0063	0.0283	0.0159	0.0071	1.7165	0.1108	0.0496
2	-+	6	0.1811	0.0317	0.0142	-0.0069	0.0287	0.0128	1.6921	0.1215	0.0543
2	-+	7	0.2041	0.0202	0.009	0.0161	0.0142	0.0063	1.7081	0.1128	0.0504
2	-+	8	0.1687	0.0169	0.0076	-0.0194	0.0159	0.0071	1.6835	0.1103	0.0493
2	-+	9	0.2351	0.0293	0.0131	0.047	0.0333	0.0149	1.7295	0.1053	0.0471
2	-+	10	0.2667	0.0264	0.0118	0.0787	0.0314	0.014	1.7515	0.0966	0.0432
2	-+	11	0.2727	0.0276	0.0124	0.0846	0.031	0.0139	1.7556	0.1051	0.047
2	-+	12	0.2755	0.0213	0.0095	0.0875	0.0268	0.012	1.7575	0.1039	0.0465
2	-+	13	0.2908	0.0299	0.0134	0.1027	0.0322	0.0144	1.7681	0.1099	0.0492
2	-+	14	0.2699	0.0439	0.0196	0.0818	0.0447	0.02	1.7536	0.1205	0.0539
2	-+	15	0.3145	0.0187	0.0084	0.1264	0.0186	0.0083	1.7845	0.1111	0.0497
2	-+	16	0.2766	0.0357	0.016	0.0886	0.0346	0.0155	1.7583	0.1206	0.0539
2	-+	17	0.3413	0.0079	0.0035	0.1532	0.0027	0.0012	1.8031	0.1089	0.0487
2	-+	18	0.3696	0.016	0.0072	0.1816	0.0181	0.0081	1.8228	0.1116	0.0499
2	-+	19	0.3708	0.0156	0.007	0.1828	0.0094	0.0042	1.8236	0.1142	0.0511
2	-+	20	0.3407	0.0114	0.0051	0.1527	0.0157	0.007	1.8027	0.1037	0.0464
2	-+	21	0.3786	0.0222	0.0099	0.1906	0.0155	0.0069	1.829	0.1192	0.0533
2	-+	22	0.3871	0.0062	0.0028	0.1991	0.0126	0.0057	1.8349	0.1021	0.0457
2	-+	23	0.3698	0.0201	0.009	0.1817	0.0135	0.0061	1.8229	0.1185	0.053
2	-+	24	0.371	0.0143	0.0064	0.183	0.0135	0.006	1.8238	0.1124	0.0503
2	-+	25	0.3647	0.0326	0.0146	0.1767	0.0262	0.0117	1.8194	0.124	0.0555
2	-+	26	0.4107	0.0253	0.0113	0.2226	0.0239	0.0107	1.8512	0.1163	0.052
2	-+	27	0.3741	0.0338	0.0151	0.1861	0.0276	0.0123	1.8259	0.1264	0.0565
2	-+	28	0.4304	0.0183	0.0082	0.2423	0.0169	0.0076	1.8649	0.1118	0.05
2	-+	29	0.3711	0.0302	0.0135	0.1831	0.0235	0.0105	1.8238	0.1231	0.055
2	-+	30	0.4245	0.0137	0.0061	0.2364	0.0138	0.0062	1.8608	0.109	0.0487
2	-+	31	0.3704	0.0266	0.0119	0.1823	0.0204	0.0091	1.8233	0.1214	0.0543
2	-+	32	0.4277	0.0061	0.0027	0.2397	0.01	0.0045	1.863	0.1051	0.047
2	-+	33	0.3936	0.0287	0.0128	0.2056	0.0227	0.0102	1.8394	0.1216	0.0544
2	-+	34	0.4299	0.0121	0.0054	0.2419	0.0153	0.0068	1.8646	0.1087	0.0486
2	-+	35	0.3806	0.0357	0.016	0.1926	0.0297	0.0133	1.8304	0.1257	0.0562
2	-+	36	0.4367	0.0171	0.0077	0.2487	0.0153	0.0068	1.8693	0.1104	0.0494
2	-+	37	0.3607	0.0261	0.0117	0.1727	0.0202	0.009	1.8166	0.1198	0.0536
2	-+	38	0.4257	0.014	0.0062	0.2377	0.0142	0.0064	1.8617	0.1101	0.0493
2	-+	39	0.3779	0.0267	0.0119	0.1899	0.0199	0.0089	1.8285	0.1213	0.0543
2	-+	40	0.4535	0.0343	0.0154	0.2654	0.0362	0.0162	1.8809	0.1013	0.0453
2	-+	41	0.3762	0.0237	0.0106	0.1881	0.0172	0.0077	1.8273	0.1178	0.0527
2	-+	42	0.4293	0.0175	0.0078	0.2412	0.0163	0.0073	1.8641	0.1093	0.0489
2	-+	43	0.3731	0.0324	0.0145	0.185	0.0261	0.0117	1.8252	0.1237	0.0553
2	-+	44	0.4164	0.0195	0.0087	0.2284	0.0176	0.0079	1.8552	0.1109	0.0496
2	-+	45	0.3722	0.0268	0.012	0.1842	0.0204	0.0091	1.8246	0.1197	0.0536
2	-+	46	0.4357	0.0078	0.0035	0.2477	0.0068	0.003	1.8686	0.1069	0.0478
2	-+	47	0.3846	0.0275	0.0123	0.1965	0.0211	0.0094	1.8331	0.1215	0.0543
2	-+	48	0.418	0.0106	0.0047	0.23	0.0089	0.004	1.8563	0.108	0.0483
