Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
0	1897	48.600794076919556	1.7188174724578857	204.24525451660156	0.6008925437927246	202.458984375	0.04891781	0.8369153	0.5699857473373413	True
1	3794	40.9071307182312	1.5370502471923828	194.8722381591797	1.150502324104309	201.64610290527344	0.051985487	0.8377151	0.6619807481765747	False
2	5691	40.93814563751221	1.6085779666900635	171.91041564941406	0.8458435535430908	200.7993927001953	0.053418715	0.83817077	0.5723034143447876	True
3	7588	40.95694375038147	1.5561611652374268	99.3191909790039	0.5924482941627502	200.56114196777344	0.05305564	0.84041834	0.5586269497871399	True
4	9485	40.91843509674072	1.5506653785705566	166.2819061279297	0.6379586458206177	200.02273559570312	0.0551301	0.84420913	0.5908253192901611	True
5	11382	40.969449043273926	1.5947880744934082	177.19956970214844	1.2881619930267334	199.79246520996094	0.055013698	0.84544665	0.5876463651657104	True
6	13279	40.939698934555054	1.5669927597045898	192.17384338378906	0.5491050481796265	199.626220703125	0.05536019	0.8457196	0.6687002182006836	False
7	15176	41.03923416137695	1.5377800464630127	164.41488647460938	0.6997921466827393	200.1141815185547	0.056007456	0.84537417	0.552341103553772	True
8	17073	41.04794406890869	1.6146340370178223	215.91148376464844	0.6529549360275269	199.54991149902344	0.05561086	0.84216166	0.5699407458305359	True
9	18970	41.023170948028564	1.5664498805999756	153.82081604003906	1.5375933647155762	199.3567657470703	0.056166813	0.8428196	0.5761786699295044	True
10	20867	40.96478343009949	1.5574367046356201	187.0958709716797	1.0086910724639893	199.08547973632812	0.057209566	0.8425444	0.6391897201538086	False
11	22764	40.98423218727112	1.5826854705810547	192.9514923095703	0.6683971285820007	198.95526123046875	0.057183407	0.84581643	0.5549954175949097	True
12	24661	40.921000480651855	1.541538953781128	189.2571258544922	0.632727324962616	199.2091522216797	0.05699395	0.8459828	0.6003787517547607	False
13	26558	40.914939165115356	1.6056468486785889	153.26170349121094	0.4385477900505066	198.821044921875	0.05724959	0.8485816	0.5461634397506714	True
14	28455	40.9406943321228	1.5723552703857422	157.01165771484375	0.5808071494102478	199.45025634765625	0.05745519	0.8470242	0.5574225783348083	False
15	30352	40.901002645492554	1.5436859130859375	163.01026916503906	0.686726450920105	198.79898071289062	0.05770658	0.8449856	0.571744978427887	False
16	32249	40.91222906112671	1.618161678314209	199.36380004882812	0.5109989047050476	199.08206176757812	0.05762182	0.851703	0.5522723197937012	False
17	34146	40.92412567138672	1.5654778480529785	110.3917236328125	0.5748891830444336	198.71270751953125	0.057893857	0.8483452	0.5420442223548889	True
18	36043	41.002249002456665	1.5585944652557373	172.0994873046875	0.49736684560775757	199.3383026123047	0.05791449	0.85086083	0.540359616279602	False
19	37940	41.02716541290283	1.6063902378082275	188.2642059326172	0.5571197867393494	198.74288940429688	0.058046084	0.8501411	0.537543773651123	True
20	39837	40.96706175804138	1.5734288692474365	150.44073486328125	0.5125695466995239	198.7855987548828	0.05736037	0.853103	0.5794746279716492	False
21	41734	40.95099377632141	1.5493903160095215	156.94345092773438	0.6568577885627747	198.75636291503906	0.057572633	0.8485817	0.5731135010719299	False
22	43631	40.92282152175903	1.607666254043579	150.23797607421875	0.4496297240257263	198.7846221923828	0.057602357	0.8525114	0.5916156768798828	False
23	45528	40.90736794471741	1.5214262008666992	207.65895080566406	0.7794508934020996	198.85824584960938	0.057533033	0.85409164	0.5568360686302185	False
24	47425	40.961267709732056	1.6140475273132324	183.26596069335938	0.5644115209579468	198.5543975830078	0.058487233	0.8515097	0.6121335029602051	False
25	49322	40.96434307098389	1.569007158279419	269.02093505859375	0.524669349193573	198.8443145751953	0.0582852	0.851492	0.533815324306488	False
26	51219	41.68826937675476	1.5606307983398438	213.4904022216797	0.6374209523200989	198.66754150390625	0.058197327	0.85285985	0.5222799777984619	True
27	53116	41.13974452018738	1.6043121814727783	149.16156005859375	1.0428694486618042	198.6880645751953	0.058561243	0.84837645	0.5619338750839233	False
28	55013	42.05768084526062	1.5724828243255615	200.9452362060547	0.5545830726623535	198.74574279785156	0.058398653	0.84947765	0.5389964580535889	False
29	56910	40.961822509765625	1.5417146682739258	167.95388793945312	0.673896074295044	198.62686157226562	0.05828648	0.8508869	0.5746602416038513	False
30	58807	40.98944306373596	1.612684726715088	174.8472900390625	0.5397101640701294	198.72938537597656	0.057997376	0.8521345	0.598519504070282	False
31	60704	40.97324466705322	1.5627386569976807	139.86996459960938	0.40049558877944946	198.99012756347656	0.058046754	0.8517904	0.5436789989471436	False
32	62601	40.95248818397522	1.5591888427734375	154.63363647460938	0.5870406031608582	198.6793670654297	0.057872076	0.8506806	0.553762674331665	False
33	64498	41.076648235321045	1.6374239921569824	163.04342651367188	0.4334866404533386	198.66851806640625	0.05839772	0.85302585	0.5520511865615845	False
34	66395	40.96114635467529	1.5265426635742188	190.2949676513672	0.40323349833488464	198.7742919921875	0.05813966	0.85037917	0.5530986189842224	False
35	68292	40.96835494041443	1.5964796543121338	94.20882415771484	0.39785537123680115	198.6383819580078	0.058342334	0.8513278	0.5365095734596252	False
36	70189	40.980839252471924	1.5723114013671875	218.14126586914062	0.592936635017395	198.7583465576172	0.058301944	0.8530587	0.5242974162101746	False
