Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
0	1805	87.50347352027893	2.7849655151367188	267.49615478515625	3.446563959121704	170.8219757080078	0.04618651	0.23078947	1.8560210466384888	True
1	3610	38.70748448371887	1.272937536239624	75.62743377685547	2.5023193359375	168.72544860839844	0.047922995	0.27047879	1.7699159383773804	True
2	5415	38.71482443809509	1.3497650623321533	174.4409942626953	1.6619454622268677	168.27011108398438	0.049192525	0.2896956	1.8829715251922607	True
3	7220	38.70027446746826	1.3280129432678223	151.2609405517578	1.636771559715271	167.92666625976562	0.05007644	0.3276013	1.7057522535324097	True
4	9025	38.71127772331238	1.2836217880249023	116.01586151123047	1.277971863746643	168.3887176513672	0.051108096	0.37584305	1.62655508518219	False
5	10830	38.70328640937805	1.341353416442871	219.60110473632812	1.266005277633667	167.62086486816406	0.051236086	0.40498462	1.5906195640563965	True
6	12635	38.69864749908447	1.349726676940918	163.0419921875	1.475704550743103	167.33631896972656	0.051895756	0.4134753	1.5990486145019531	True
7	14440	38.715524673461914	1.2701630592346191	125.73381805419922	1.275439977645874	167.22357177734375	0.052020945	0.4125361	1.6799591779708862	False
8	16245	38.718998193740845	1.3393008708953857	151.48580932617188	0.8144375085830688	167.2169647216797	0.051624708	0.41785187	1.6077460050582886	True
9	18050	38.739572286605835	1.2726540565490723	180.16134643554688	0.6858733296394348	167.140869140625	0.05258318	0.42778844	1.547383189201355	True
10	19855	38.70756459236145	1.350602149963379	102.80601501464844	1.6544318199157715	167.19921875	0.0521419	0.4319994	1.540398120880127	False
11	21660	38.7433922290802	1.3291637897491455	185.19248962402344	1.0546410083770752	167.1569366455078	0.0520554	0.4291687	1.5581187009811401	False
12	23465	38.69057631492615	1.28132963180542	188.49874877929688	2.0352377891540527	167.16464233398438	0.051875953	0.44126028	1.6215965747833252	False
13	25270	38.73694658279419	1.3422331809997559	177.7714385986328	1.9638104438781738	167.2835235595703	0.052270014	0.44007742	1.5590606927871704	False
14	27075	38.740312576293945	1.3228445053100586	148.75897216796875	1.363767385482788	167.01524353027344	0.052273057	0.4605434	1.6090779304504395	False
15	28880	38.71026134490967	1.2824375629425049	247.20217895507812	1.1958115100860596	167.2238311767578	0.05225103	0.45373532	1.5023330450057983	True
16	30685	38.71306490898132	1.341928482055664	68.24433135986328	0.5774563550949097	167.40443420410156	0.052564826	0.4479299	1.5538616180419922	False
17	32490	38.7108473777771	1.335878849029541	84.69256591796875	1.0634201765060425	167.16433715820312	0.05266491	0.46899903	1.4890153408050537	True
18	34295	38.73211050033569	1.276412010192871	45.33235549926758	0.7493351697921753	167.35870361328125	0.052356597	0.45698097	1.524670124053955	False
19	36100	38.74648404121399	1.3409478664398193	177.9276123046875	0.4242865741252899	167.06895446777344	0.052357063	0.46771207	1.4814594984054565	True
20	37905	38.70818376541138	1.2730259895324707	204.17153930664062	0.820754885673523	167.16993713378906	0.05242024	0.46763816	1.5216110944747925	False
21	39710	38.71846675872803	1.343764066696167	142.5937042236328	0.9362602829933167	167.06552124023438	0.05210769	0.47102997	1.5469890832901	False
22	41515	38.7100989818573	1.3383030891418457	91.28399658203125	0.5245851278305054	167.06576538085938	0.05237723	0.46943384	1.4764952659606934	True
