Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
0	1805	91.30998182296753	2.9253482818603516	267.320556640625	3.2525622844696045	171.7267303466797	0.041614916	0.30517247	1.744498372077942	True
1	3610	39.28484392166138	1.2939989566802979	78.45938110351562	2.032350540161133	174.27978515625	0.04328551	0.3465401	1.802935004234314	False
2	5415	39.32838845252991	1.368927240371704	176.77540588378906	1.4665495157241821	170.00022888183594	0.04276211	0.3812008	2.1219611167907715	False
3	7220	39.27479529380798	1.3501203060150146	152.53111267089844	1.8273242712020874	170.48095703125	0.044216502	0.38250166	1.7207218408584595	True
4	9025	39.30743885040283	1.3047873973846436	118.19060516357422	1.3385002613067627	170.258056640625	0.04297892	0.4063895	1.677807331085205	True
5	10830	39.27221965789795	1.3412609100341797	229.07986450195312	1.065722942352295	169.6225128173828	0.044119824	0.42439318	1.561185598373413	True
6	12635	39.28498125076294	1.3036024570465088	169.11380004882812	1.645997405052185	169.64413452148438	0.044794705	0.43623912	1.5539034605026245	True
7	14440	39.28120756149292	1.3608989715576172	129.22128295898438	0.8847662210464478	169.3015594482422	0.045274124	0.42261693	1.83023202419281	False
8	16245	39.33989429473877	1.3492119312286377	151.78138732910156	0.8387873768806458	170.31358337402344	0.045130096	0.4433002	1.6054809093475342	False
9	18050	39.318544149398804	1.3051137924194336	181.28817749023438	0.5035282373428345	169.28004455566406	0.04523322	0.4473398	1.6113630533218384	False
10	19855	39.31545686721802	1.365835428237915	104.44509887695312	1.952786922454834	173.5961151123047	0.044433214	0.44180906	1.5485446453094482	False
11	21660	39.33563709259033	1.3429815769195557	186.92803955078125	0.8137476444244385	169.5540313720703	0.044606335	0.4426667	1.5803717374801636	False
12	23465	39.31510257720947	1.3057301044464111	192.37271118164062	1.6793725490570068	169.17543029785156	0.045288894	0.4504995	1.551932454109192	True
13	25270	39.28961539268494	1.344353199005127	182.32557678222656	1.3758891820907593	169.36727905273438	0.04484854	0.45442352	1.954428791999817	False
14	27075	39.22107815742493	1.3040344715118408	152.48074340820312	1.0595002174377441	169.12835693359375	0.045479443	0.46052387	1.5313901901245117	True
15	28880	39.269556760787964	1.3611993789672852	252.83914184570312	1.1413090229034424	169.4136962890625	0.045073893	0.44316363	1.672672986984253	False
16	30685	39.26678228378296	1.3485589027404785	68.22369384765625	0.6678534746170044	176.6128692626953	0.044937123	0.4523128	1.6069601774215698	False
17	32490	39.264633655548096	1.30035400390625	84.94025421142578	1.439367413520813	169.5248260498047	0.044944905	0.46660006	1.4942630529403687	True
18	34295	39.328052282333374	1.3704142570495605	45.984134674072266	0.6471616625785828	170.7909698486328	0.0452455	0.45938638	1.6417851448059082	False
19	36100	39.34233474731445	1.3359482288360596	180.62527465820312	0.2868647277355194	169.5548095703125	0.045220412	0.46340132	1.5305572748184204	False
20	37905	39.33910822868347	1.320098876953125	204.45370483398438	1.0441076755523682	169.5139923095703	0.044383913	0.46215284	1.5335612297058105	False
21	39710	39.34551286697388	1.3447694778442383	146.19869995117188	0.981201708316803	169.29946899414062	0.044825688	0.45793065	1.5073869228363037	False
22	41515	39.31301689147949	1.2925827503204346	92.35911560058594	0.5519311428070068	169.29725646972656	0.04464181	0.45656556	1.5267149209976196	False
23	43320	39.29364562034607	1.3758814334869385	333.9308776855469	1.5300334692001343	169.6365203857422	0.044809245	0.4608308	1.5339792966842651	False
24	45125	39.32848334312439	1.3478929996490479	173.62347412109375	1.01789128780365	169.18211364746094	0.045204125	0.4449416	1.6061482429504395	False
25	46930	39.314796686172485	1.306349277496338	365.4986267089844	3.0212562084198	169.1185302734375	0.045380373	0.44472072	1.5938276052474976	False
26	48735	39.29542088508606	1.358222484588623	159.11410522460938	0.5112519264221191	169.13514709472656	0.045239516	0.4456676	1.6019599437713623	False
27	50540	39.34972524642944	1.3282809257507324	192.8151092529297	0.5746654868125916	169.3167266845703	0.044851746	0.44210362	1.6135118007659912	False
