Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
0	1858	74.81079936027527	2.9234018325805664	207.0736846923828	0.611629068851471	175.3448486328125	0.044532396	0.82313097	0.6707725524902344	True
1	3716	43.26612639427185	1.6480889320373535	161.91000366210938	1.0793170928955078	174.6497039794922	0.046754144	0.8256855	0.6250993013381958	True
2	5574	43.269269943237305	1.6400818824768066	259.2266845703125	0.7525932192802429	173.72927856445312	0.047807567	0.8238119	0.644934356212616	True
3	7432	43.226001024246216	1.5700857639312744	163.22885131835938	0.800509512424469	173.87673950195312	0.048162896	0.8300147	0.6275830268859863	True
4	9290	43.0583770275116	1.5737621784210205	122.61296844482422	0.7867345213890076	174.12901306152344	0.04992366	0.83083445	0.6058072447776794	False
5	11148	43.365394115448	1.6487452983856201	145.3673858642578	0.8566818237304688	173.7867889404297	0.05013683	0.8312691	0.6061404943466187	True
6	13006	43.32376170158386	1.6088085174560547	166.27992248535156	0.6893528699874878	173.1942138671875	0.05012741	0.82943934	0.6399787664413452	True
7	14864	42.56412410736084	1.4040842056274414	122.6631088256836	1.1355923414230347	172.8562469482422	0.050175153	0.8328557	0.6011683344841003	True
8	16722	42.90355181694031	1.5253574848175049	167.1337890625	0.5819668173789978	173.30975341796875	0.050336283	0.8344002	0.6339861750602722	False
9	18580	42.40996527671814	1.4991209506988525	233.07720947265625	0.4964394271373749	172.81036376953125	0.05073237	0.8333762	0.6110570430755615	False
10	20438	42.40736222267151	1.469780445098877	164.9303436279297	0.9362375736236572	172.91358947753906	0.051422227	0.83379483	0.5992701649665833	False
11	22296	42.92033100128174	1.6029601097106934	183.50363159179688	0.6216680407524109	172.7841033935547	0.051545136	0.83403265	0.6260702013969421	False
12	24154	43.06699728965759	1.5226507186889648	164.32955932617188	0.6354379057884216	172.69447326660156	0.051363204	0.8367652	0.6217350363731384	False
13	26012	42.96901059150696	1.4149959087371826	187.65599060058594	0.48461174964904785	172.32028198242188	0.052057855	0.8364094	0.6029373407363892	True
14	27870	42.78167939186096	1.4961748123168945	159.0693817138672	0.708594560623169	172.42161560058594	0.05233697	0.8360101	0.5957062244415283	False
15	29728	42.17327284812927	1.5132462978363037	243.1575469970703	0.6217100620269775	172.407958984375	0.05192008	0.8362892	0.5930137038230896	True
16	31586	42.64991283416748	1.5099716186523438	143.07347106933594	1.2224339246749878	172.1589813232422	0.052559257	0.8393503	0.5844794511795044	True
