Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
0	1805	66.8929283618927	2.4647648334503174	266.5185546875	0.6205184459686279	170.16517639160156	0.04321282	0.82328546	0.623765230178833	True
1	3610	34.95050930976868	1.2374563217163086	77.21473693847656	1.0378992557525635	171.81869506835938	0.04436236	0.8212023	0.6306470632553101	False
2	5415	35.81726360321045	1.316598892211914	174.15277099609375	0.5896230936050415	169.45249938964844	0.04761768	0.8203991	0.6367715001106262	True
3	7220	36.12016177177429	1.2769229412078857	151.7581329345703	0.4791075587272644	168.7104949951172	0.047555413	0.82485974	0.6185856461524963	True
4	9025	36.198431730270386	1.3056108951568604	116.74195098876953	0.4756644368171692	168.5357208251953	0.049210366	0.8285994	0.6042973399162292	True
5	10830	36.17317461967468	1.269303560256958	214.38023376464844	0.8507841229438782	168.26119995117188	0.049771257	0.8303706	0.6137423515319824	True
6	12635	36.35565519332886	1.3193435668945312	167.13580322265625	0.683730959892273	168.92588806152344	0.050443437	0.83221215	0.627863883972168	False
7	14440	36.11711621284485	1.2699635028839111	126.43858337402344	0.4416239261627197	167.69041442871094	0.050757192	0.8346539	0.6010863780975342	True
8	16245	36.38604998588562	1.3070554733276367	151.2901611328125	0.30097055435180664	167.59780883789062	0.050902423	0.8356673	0.5827654600143433	True
9	18050	36.228110790252686	1.2711198329925537	180.4847412109375	0.594594419002533	167.57449340820312	0.051476013	0.83697236	0.579388439655304	True
10	19855	36.260420083999634	1.3090014457702637	102.07051086425781	2.7636654376983643	168.32772827148438	0.051095765	0.83715725	0.6026167869567871	False
11	21660	36.48145890235901	1.3203001022338867	183.95750427246094	1.3730849027633667	167.3383331298828	0.05182064	0.84073615	0.5991677641868591	True
12	23465	36.46793341636658	1.2618632316589355	188.28306579589844	0.24051301181316376	167.6576385498047	0.050789475	0.84245247	0.5613110661506653	True
13	25270	36.32512402534485	1.3160960674285889	179.27755737304688	0.48730939626693726	167.57115173339844	0.051978268	0.8429694	0.6081013679504395	False
14	27075	36.54448175430298	1.3010098934173584	148.4947052001953	0.5918710231781006	167.76797485351562	0.051715642	0.84230196	0.5602200627326965	False
15	28880	36.72549033164978	1.3120896816253662	247.1638641357422	0.5276381969451904	167.7387237548828	0.051707663	0.84406865	0.5608357787132263	False
16	30685	36.524010181427	1.2780025005340576	68.50196838378906	0.2660951018333435	167.58819580078125	0.05246212	0.8423241	0.5602156519889832	True
17	32490	36.665916442871094	1.306140661239624	85.36449432373047	0.5522935390472412	167.1849822998047	0.052498057	0.83859956	0.6151913404464722	False
18	34295	36.235639333724976	1.267317771911621	45.59474182128906	0.5107962489128113	167.17132568359375	0.052286785	0.8450024	0.5671924352645874	True
19	36100	36.387409925460815	1.301945447921753	177.579833984375	0.38943517208099365	167.09645080566406	0.0523092	0.83848655	0.5725126266479492	True
20	37905	36.302067279815674	1.2967569828033447	200.55215454101562	0.7455674409866333	167.23646545410156	0.052521374	0.8411078	0.5605704188346863	False
21	39710	36.1624710559845	1.265404462814331	144.27734375	0.47437113523483276	167.8426513671875	0.052421473	0.83966154	0.5819572806358337	False
22	41515	36.2570595741272	1.324336051940918	91.8403549194336	1.0991827249526978	167.41099548339844	0.052305613	0.84447396	0.5570336580276489	False
23	43320	36.185173749923706	1.2449548244476318	324.54510498046875	0.4052189290523529	167.16424560546875	0.052663423	0.84382427	0.5593722462654114	True
24	45125	36.08380436897278	1.3224296569824219	172.50755310058594	0.87153160572052	168.5243682861328	0.052343193	0.84450746	0.5586405992507935	False
25	46930	36.462854623794556	1.2791447639465332	361.00494384765625	0.5343520045280457	167.1532745361328	0.052232716	0.84615487	0.5741525292396545	False
26	48735	36.46767449378967	1.3132054805755615	157.3684844970703	0.26863712072372437	167.07716369628906	0.052558098	0.8418592	0.5771235227584839	False
27	50540	36.57086110115051	1.2760136127471924	188.85433959960938	0.4128964841365814	167.07179260253906	0.052318014	0.8451815	0.563118040561676	True
28	52345	36.43439698219299	1.3136861324310303	148.71340942382812	0.23881876468658447	167.5101318359375	0.0521805	0.8460226	0.5526220798492432	False
29	54150	36.420918703079224	1.2791740894317627	182.0960693359375	0.5015261769294739	167.16180419921875	0.05191286	0.84551555	0.5499410033226013	True
30	55955	36.963154315948486	1.3284401893615723	194.97393798828125	0.8791172504425049	167.1763916015625	0.05241368	0.8459601	0.5480371713638306	True
31	57760	37.494184732437134	1.3201181888580322	388.942138671875	0.6473506689071655	167.1322784423828	0.052171923	0.8438455	0.5731403231620789	False
32	59565	37.159926652908325	1.2894082069396973	197.3349609375	0.3557431399822235	167.20919799804688	0.052234557	0.84747535	0.5634464025497437	False
33	61370	37.236236572265625	1.3227241039276123	170.3784637451172	0.5441479682922363	167.2923583984375	0.052071944	0.84438425	0.5846545100212097	False
34	63175	37.0229868888855	1.2871077060699463	270.29034423828125	0.7037476897239685	167.15321350097656	0.05232839	0.8439874	0.5583021640777588	False
35	64980	36.774805784225464	1.3402910232543945	248.69036865234375	0.5182539820671082	168.0484619140625	0.05193898	0.84610355	0.5515594482421875	False
36	66785	37.110655069351196	1.302633285522461	180.8675079345703	0.45977526903152466	167.08419799804688	0.052342366	0.84648466	0.547676682472229	True
37	68590	36.942403078079224	1.311638593673706	81.148681640625	0.16133736073970795	167.0514373779297	0.05264267	0.8461117	0.5491498708724976	True
38	70395	37.21864295005798	1.3337678909301758	119.18510437011719	0.8052051663398743	167.01951599121094	0.05266618	0.84708166	0.5477120876312256	True
39	72200	37.25531315803528	1.284562110900879	130.26722717285156	0.3759395182132721	167.08535766601562	0.052418116	0.8469319	0.5474201440811157	False
40	74005	36.74081230163574	1.328104019165039	183.63351440429688	0.33501437306404114	166.99766540527344	0.052595843	0.8472166	0.562220573425293	False
41	75810	36.66806173324585	1.2699265480041504	129.12510681152344	0.6106469035148621	167.06210327148438	0.052423313	0.8468798	0.5872838497161865	False
42	77615	36.32891774177551	1.3150064945220947	131.1002197265625	0.612237274646759	167.13906860351562	0.05233945	0.84764373	0.5543214678764343	False
43	79420	36.587974071502686	1.3089447021484375	149.41098022460938	0.22952285408973694	167.1251678466797	0.052234545	0.8462891	0.5586557984352112	False
44	81225	36.43344855308533	1.3199517726898193	60.639488220214844	1.4134249687194824	167.10430908203125	0.05215925	0.84769154	0.5601513385772705	False
45	83030	36.465770959854126	1.2645142078399658	135.13009643554688	0.31653207540512085	167.02517700195312	0.052422483	0.84716594	0.5507117509841919	False
46	84835	36.47795534133911	1.3153355121612549	272.6227111816406	0.39658087491989136	167.0606689453125	0.05236254	0.846698	0.550105631351471	False
47	86640	36.47173714637756	1.3110318183898926	122.36043548583984	0.40707385540008545	167.05868530273438	0.05250103	0.8456487	0.553769052028656	False
48	88445	36.22780227661133	1.277190923690796	270.5783996582031	0.573103666305542	167.29859924316406	0.05218358	0.8478515	0.5535889863967896	False
