Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
0	1858	45.48429489135742	2.668917417526245	138.04348754882812	0.7819898724555969	198.66009521484375	0.045673158	0.82952994	0.636509120464325	True
1	3716	42.85918641090393	2.533342123031616	175.324462890625	0.8098723292350769	195.27972412109375	0.050805498	0.8314189	0.6335214376449585	True
2	5574	42.79649496078491	2.53737473487854	172.609619140625	0.713962197303772	194.30746459960938	0.05312307	0.8332018	0.6782159805297852	True
3	7432	42.58937692642212	2.3063387870788574	209.95474243164062	0.7685598134994507	193.71246337890625	0.054342393	0.835181	0.6684253215789795	True
4	9290	42.63189911842346	2.5101771354675293	138.4588623046875	0.7910720109939575	193.3199920654297	0.05504918	0.83745617	0.6449987888336182	True
5	11148	42.545862436294556	2.5124223232269287	164.1209259033203	1.0327157974243164	193.322021484375	0.05528842	0.83668923	0.6241984963417053	True
6	13006	42.96349763870239	2.3059771060943604	141.03944396972656	0.4112185835838318	193.1395263671875	0.0557477	0.8381121	0.6525091528892517	False
7	14864	42.5770046710968	2.5019564628601074	149.2422332763672	1.0931470394134521	194.02452087402344	0.0562929	0.8398333	0.6446264386177063	False
8	16722	42.58134698867798	2.5081567764282227	180.8516082763672	1.3093297481536865	193.0546417236328	0.05668093	0.83902776	0.6073051691055298	True
9	18580	42.47741198539734	2.3086559772491455	224.05564880371094	0.5425071716308594	192.7528839111328	0.056734577	0.841064	0.6275870203971863	True
10	20438	42.54092597961426	2.4775681495666504	156.1679229736328	0.6280341148376465	192.97088623046875	0.057260264	0.84107685	0.6449008584022522	False
11	22296	42.42403507232666	2.4923250675201416	197.19798278808594	0.6747714281082153	192.453857421875	0.057422962	0.84153557	0.598271369934082	True
12	24154	42.33600878715515	2.3004965782165527	164.8483428955078	0.5809718370437622	193.07005310058594	0.057797812	0.84136397	0.6197471022605896	False
13	26012	42.27244162559509	2.4945850372314453	140.196533203125	0.5197324156761169	192.49285888671875	0.05756704	0.8432318	0.6022573709487915	False
14	27870	42.31648588180542	2.4964659214019775	193.27215576171875	0.5636744499206543	192.32521057128906	0.05775201	0.8406407	0.6162864565849304	False
15	29728	42.39962959289551	2.2966432571411133	320.6175231933594	0.8299372792243958	192.09609985351562	0.057955544	0.8443836	0.6241110563278198	True
16	31586	42.520665645599365	2.5320229530334473	157.42721557617188	0.6657904386520386	192.34652709960938	0.057787426	0.8424846	0.6133052110671997	False
17	33444	42.97424244880676	2.5197176933288574	197.404296875	0.7451894879341125	192.55970764160156	0.058192853	0.84596676	0.6228920221328735	False
18	35302	42.83621668815613	2.327875852584839	199.89295959472656	0.5532733201980591	192.21751403808594	0.0576136	0.84542376	0.5873321890830994	True
19	37160	42.824289321899414	2.522869825363159	148.634033203125	0.538282573223114	192.72767639160156	0.057661746	0.84469646	0.6586977243423462	False
20	39018	42.85177230834961	2.5267279148101807	235.64732360839844	0.7954479455947876	192.2959747314453	0.057630055	0.84527344	0.5869231820106506	False
21	40876	42.831841230392456	2.3238043785095215	134.92391967773438	0.7418248653411865	192.64657592773438	0.057992425	0.84625125	0.5864617824554443	False
22	42734	42.78133583068848	2.515681505203247	167.63644409179688	0.4655873477458954	192.4581298828125	0.05713552	0.84626436	0.5937642455101013	False
23	44592	42.78368163108826	2.518270254135132	161.73434448242188	0.6548612117767334	192.20155334472656	0.05769711	0.843252	0.590076208114624	False
24	46450	42.657116651535034	2.2424771785736084	115.74105072021484	0.48109254240989685	192.2199249267578	0.057746254	0.84519273	0.6431952714920044	False
25	48308	42.360546588897705	2.4228742122650146	198.2222442626953	0.6358030438423157	192.025146484375	0.05839768	0.8467503	0.5932466387748718	True
26	50166	42.23872399330139	2.3284623622894287	140.5080108642578	0.4219733774662018	191.919921875	0.058522996	0.84671813	0.6039705276489258	False
27	52024	41.8189914226532	2.147974729537964	161.71888732910156	0.5181593894958496	191.9665069580078	0.058293656	0.84776896	0.5857862234115601	True
28	53882	41.86539602279663	2.331451177597046	179.15687561035156	0.6593707203865051	192.10195922851562	0.058291305	0.84712905	0.5952855944633484	False
29	55740	41.83070349693298	2.3346638679504395	150.61660766601562	0.4492160379886627	192.09585571289062	0.05815296	0.8455645	0.6070727109909058	False
30	57598	41.86848258972168	2.1448678970336914	219.31536865234375	0.580021321773529	192.2955322265625	0.058127247	0.8473891	0.5803603529930115	False
31	59456	41.861138105392456	2.33656907081604	248.86196899414062	0.4506349563598633	192.1922149658203	0.05799704	0.8469914	0.5992170572280884	False
32	61314	41.88326072692871	2.348534345626831	169.798828125	0.4451250731945038	192.1721649169922	0.058096033	0.847382	0.6060048937797546	False
33	63172	41.81548571586609	3.398475170135498	154.0426483154297	0.48239627480506897	192.1470947265625	0.057911504	0.84798133	0.5994479060173035	False
34	65030	41.914650201797485	2.337824821472168	145.71018981933594	0.5280755758285522	192.05789184570312	0.058270637	0.8476679	0.5965626835823059	False
35	66888	60.9566445350647	4.9943931102752686	179.10572814941406	0.42608746886253357	192.1213836669922	0.058012467	0.8474015	0.5980322957038879	False
36	68746	42.84931516647339	2.164060354232788	151.33204650878906	0.43797165155410767	192.1096954345703	0.0582783	0.8472768	0.6054534316062927	False
37	70604	42.398234605789185	2.4687724113464355	152.45465087890625	0.38078317046165466	192.1803741455078	0.057939053	0.847528	0.582161009311676	False
