config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
sequence5p	0.513 [0.473, 0.553]	0.397 [0.344, 0.451]	0.148 [0.075, 0.222]	-0.400 [-0.453, -0.347]	-0.145 [-0.208, -0.082]	0.057 [0.053, 0.061]	0.150 [0.139, 0.161]	0.604 [0.597, 0.611]
multimodal5p	0.877 [0.858, 0.895]	0.695 [0.677, 0.713]	0.559 [0.519, 0.600]	0.105 [0.090, 0.120]	0.179 [0.142, 0.215]	0.064 [0.060, 0.069]	0.172 [0.160, 0.185]	0.602 [0.594, 0.609]
atac5p	0.814 [0.795, 0.834]	0.551 [0.500, 0.601]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.035 [0.033, 0.038]	0.099 [0.089, 0.110]	0.609 [0.601, 0.616]
