config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
thp1_LOCAL	0.774 [0.703, 0.846]	0.718 [0.640, 0.796]	0.370 [0.318, 0.422]	0.062 [0.053, 0.071]	0.088 [0.050, 0.126]	0.102 [0.092, 0.112]	0.294 [0.267, 0.322]	0.550 [0.538, 0.563]
gm12878_to_thp1	0.740 [0.671, 0.808]	0.613 [0.550, 0.675]	0.239 [0.208, 0.270]	0.009 [-0.000, 0.019]	-0.054 [-0.073, -0.034]	0.072 [0.065, 0.078]	0.212 [0.193, 0.231]	0.554 [0.542, 0.567]
k562_to_thp1	0.691 [0.631, 0.751]	0.358 [0.257, 0.459]	0.184 [0.122, 0.247]	-0.061 [-0.112, -0.010]	-0.297 [-0.339, -0.256]	0.054 [0.050, 0.058]	0.152 [0.135, 0.168]	0.558 [0.546, 0.571]
dnase_only_LOCAL	0.733 [0.661, 0.806]	0.654 [0.584, 0.725]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.073 [0.064, 0.081]	0.227 [0.202, 0.252]	0.556 [0.543, 0.568]
