position	mean_all	median_all	mean_decile4	mean_decile6	mean_decile8	mean_decile10
375.0	12.234036	2.48	2.402529	5.3166957	15.902478	56.47107
425.0	11.6560335	2.18	2.2113845	4.9514446	15.126453	54.436287
475.0	11.035724	2.0	2.0659885	4.6289053	14.166482	52.180798
525.0	10.427442	2.0	1.9591994	4.3124256	13.183779	49.768116
575.0	9.835062	2.0	1.8495839	4.0203986	12.333567	47.179
625.0	9.33785	2.0	1.772592	3.8130655	11.594708	45.04968
675.0	8.898221	2.0	1.7104101	3.5765774	10.945495	43.047894
725.0	8.496933	2.0	1.6396661	3.3883512	10.36328	41.20972
775.0	8.162841	1.9	1.6049085	3.26264	9.865161	39.627213
825.0	7.890679	1.82	1.600974	3.2048147	9.4286995	38.309303
875.0	7.637613	1.72	1.5807132	3.1158993	9.046932	37.022846
925.0	7.402622	1.66	1.562581	3.0276291	8.668241	35.930874
975.0	7.2062435	1.6	1.5437009	2.9587393	8.319036	35.041817
1025.0	7.0142465	1.6	1.5156059	2.8922405	8.034221	34.189186
1075.0	6.8354707	1.48	1.4742239	2.8037438	7.788032	33.433506
1125.0	6.6474376	1.4	1.4552445	2.7188985	7.513873	32.580803
1175.0	6.465167	1.38	1.423228	2.6725502	7.1808157	31.77309
1225.0	6.291614	1.3	1.4324378	2.6344807	6.85288	30.918837
1275.0	6.115008	1.28	1.4341304	2.6288352	6.540445	30.025913
1325.0	5.935504	1.24	1.4408944	2.6095138	6.213981	29.18762
1375.0	5.7635264	1.21	1.4270359	2.5784805	5.955764	28.420252
1425.0	5.6059937	1.16	1.4345516	2.5567205	5.7915463	27.569813
1475.0	5.4453564	1.14	1.4162524	2.494388	5.691741	26.71935
1525.0	5.2933316	1.1	1.3761189	2.4140668	5.5784025	25.900078
1575.0	5.155723	1.04	1.344194	2.344799	5.458193	25.09693
1625.0	5.03411	1.02	1.3220937	2.3110917	5.3468494	24.31025
1675.0	4.9443107	1.0	1.3116038	2.293223	5.229224	23.724443
1725.0	4.874344	1.0	1.2998005	2.297306	5.1269646	23.263472
1775.0	4.8036714	1.0	1.3125697	2.284062	5.028637	22.822756
1825.0	4.713335	1.0	1.3470757	2.251468	4.932698	22.247389
1875.0	4.6310606	1.0	1.3539183	2.2362332	4.842109	21.734324
1925.0	4.543252	1.0	1.3508236	2.2078397	4.81444	21.211689
1975.0	4.4536967	1.0	1.3648746	2.1885526	4.7829657	20.611002
2025.0	4.359601	1.0	1.3646423	2.1876788	4.7552395	19.944296
2075.0	4.2821817	1.0	1.3469081	2.2042334	4.7063146	19.38199
2125.0	4.203177	1.0	1.36002	2.178808	4.644299	18.818968
2175.0	4.124514	1.0	1.3547579	2.142188	4.5518713	18.281294
2225.0	4.059285	1.0	1.3456627	2.1264198	4.4710126	17.844452
2275.0	4.014926	1.0	1.3565456	2.092927	4.3539066	17.608654
2325.0	3.9786	1.0	1.3493496	2.0759988	4.266668	17.483349
2375.0	3.9606194	1.0	1.3486902	2.073687	4.197785	17.51739
2425.0	3.9483728	1.0	1.3509499	2.0888445	4.1180406	17.617924
