config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
sequence_narrow	0.494 [0.456, 0.532]	0.381 [0.325, 0.437]	0.134 [0.050, 0.218]	-0.445 [-0.498, -0.392]	-0.192 [-0.256, -0.127]	0.055 [0.051, 0.059]	0.144 [0.134, 0.155]	0.604 [0.597, 0.611]
sequence_WIDE	0.537 [0.502, 0.572]	0.375 [0.316, 0.434]	0.152 [0.079, 0.225]	-0.401 [-0.446, -0.355]	-0.197 [-0.248, -0.145]	0.055 [0.051, 0.058]	0.145 [0.135, 0.156]	0.604 [0.597, 0.612]
multimodal_narrow	0.876 [0.856, 0.895]	0.690 [0.683, 0.696]	0.502 [0.463, 0.540]	0.077 [0.065, 0.090]	0.137 [0.097, 0.177]	0.064 [0.059, 0.068]	0.171 [0.158, 0.185]	0.602 [0.594, 0.609]
multimodal_WIDE	0.884 [0.865, 0.902]	0.717 [0.700, 0.734]	0.547 [0.517, 0.578]	0.092 [0.081, 0.103]	0.175 [0.146, 0.205]	0.064 [0.059, 0.068]	0.173 [0.159, 0.186]	0.602 [0.594, 0.609]
atac_narrow	0.830 [0.808, 0.852]	0.581 [0.540, 0.623]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.041 [0.038, 0.044]	0.114 [0.104, 0.124]	0.607 [0.600, 0.615]
