config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
atac_5PRIME	0.831 [0.809, 0.853]	0.584 [0.540, 0.627]	0.290 [0.250, 0.330]	0.027 [0.019, 0.036]	0.037 [0.014, 0.060]	0.041 [0.038, 0.045]	0.116 [0.106, 0.126]	0.607 [0.600, 0.615]
multimodal_OLD	0.877 [0.858, 0.895]	0.695 [0.677, 0.713]	0.559 [0.519, 0.600]	0.105 [0.090, 0.120]	0.179 [0.142, 0.215]	0.064 [0.060, 0.069]	0.172 [0.160, 0.185]	0.602 [0.594, 0.609]
multimodal_5PRIME	0.878 [0.859, 0.898]	0.699 [0.695, 0.703]	0.567 [0.520, 0.613]	0.108 [0.090, 0.125]	0.184 [0.132, 0.236]	0.065 [0.061, 0.070]	0.176 [0.162, 0.189]	0.602 [0.594, 0.609]
atac_OLD	0.814 [0.795, 0.834]	0.551 [0.500, 0.601]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.035 [0.033, 0.038]	0.099 [0.089, 0.110]	0.609 [0.601, 0.616]
