config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
k562_LOCAL	0.878 [0.866, 0.891]	0.707 [0.687, 0.726]	0.620 [0.595, 0.646]	0.142 [0.127, 0.157]	0.173 [0.140, 0.207]	0.063 [0.059, 0.067]	0.170 [0.157, 0.183]	0.602 [0.594, 0.609]
gm12878_to_k562	0.795 [0.769, 0.821]	0.573 [0.521, 0.625]	0.272 [0.213, 0.331]	0.003 [-0.020, 0.026]	0.004 [-0.018, 0.025]	0.044 [0.040, 0.048]	0.124 [0.113, 0.135]	0.606 [0.598, 0.613]
thp1_to_k562	0.794 [0.766, 0.822]	0.530 [0.465, 0.594]	0.256 [0.191, 0.321]	0.001 [-0.021, 0.023]	-0.043 [-0.069, -0.018]	0.035 [0.032, 0.039]	0.102 [0.091, 0.113]	0.608 [0.601, 0.616]
dnase_only_LOCAL	0.794 [0.777, 0.810]	0.570 [0.527, 0.614]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.037 [0.034, 0.040]	0.108 [0.096, 0.119]	0.608 [0.600, 0.616]
