distance	r1	both
-825.0	0.010109869696302828	0.010181783829527622
-775.0	0.010780624218618478	0.010820107921367126
-725.0	0.011678305920002364	0.011584830210805279
-675.0	0.012118966837495337	0.012164309212739777
-625.0	0.012957014187170593	0.012958058228140038
-575.0	0.013819337467629892	0.013774500865656132
-525.0	0.014274775038643587	0.014255816757973312
-475.0	0.01520939837382928	0.01525723880366613
-425.0	0.015720776133171424	0.015710055728675055
-375.0	0.016206294748852303	0.01614281782483743
-325.0	0.016210516649858224	0.01613516532435651
-275.0	0.01619204583295732	0.01633017214695651
-225.0	0.01614718813476941	0.01616128937772241
-175.0	0.016059583688896557	0.015935144794544876
-125.0	0.01596195222813464	0.015978684883488043
-75.0	0.015477489087705243	0.015555950201748941
-25.0	0.015047910660352814	0.015087036637797388
25.0	0.015108600487312922	0.01508677275847046
75.0	0.015480655513459682	0.015467814506554895
125.0	0.01569861115289034	0.015798455303196027
175.0	0.015825795920693702	0.01578869176809968
225.0	0.015861682079244026	0.01588395220512079
275.0	0.016323452501766603	0.016369226287341894
325.0	0.016244291857905588	0.016215912398396565
375.0	0.016028447168977892	0.016038057732046904
425.0	0.01581365795530168	0.015904798671948123
475.0	0.015318112324731738	0.015262780269531623
525.0	0.014624665084509264	0.014544236862305921
575.0	0.013981352918732102	0.013924912082005251
625.0	0.013091587281734315	0.013119816255547073
675.0	0.012303147268878626	0.012316039825723537
725.0	0.011638197860446117	0.01166425788821069
775.0	0.010896726496281296	0.010911937927138168
825.0	0.010272412885030774	0.01029393254347214
875.0	0.009667625565932637	0.009713398024229929
925.0	0.009289237688276995	0.00926269213383643
975.0	0.008756222686279508	0.008838374176135757
1025.0	0.008372557432366465	0.008368405094876493
1075.0	0.007999974668593965	0.008072596369389893
1125.0	0.007840070167994718	0.0077868150583265665
1175.0	0.007509706414281425	0.007526893921302212
1225.0	0.007221561670627338	0.007236362782354179
1275.0	0.00699041259055318	0.006985941301099243
1325.0	0.0068700884118844405	0.006746074992921438
1375.0	0.006610969237646058	0.006619940674649721
1425.0	0.006552390361188909	0.006497236787628071
1475.0	0.006316491642483091	0.00635949177897151
1525.0	0.0062368032609963365	0.0061858591818527014
1575.0	0.006103813379309836	0.006122792022716844
1625.0	0.005961851957985751	0.005996393825118199
1675.0	0.0058172518485329686	0.00581827527944161
1725.0	0.005739146679923435	0.0057784295010754405
1775.0	0.005647320333044661	0.005659419924630787
1825.0	0.005646792595418921	0.005616143715014549
1875.0	0.005600351684353792	0.005554395952513332
1925.0	0.005316956579331367	0.005399762666933361
1975.0	0.005406671975707182	0.005368888785682753
2025.0	0.005364452965647974	0.005276003262603999
2075.0	0.005222491544323892	0.005249087571257314
2125.0	0.005221436069072411	0.00521293610346814
2175.0	0.005061003830847425	0.0050670108356768015
2225.0	0.00515230244010046	0.005153827134236205
2275.0	0.00515335791535194	0.005124272649620238
2325.0	0.004999258528635835	0.004993124624136884
2375.0	0.004987648300869553	0.004957500915001567
2425.0	0.0049010993302481785	0.00492319660250089
2475.0	0.004934346800669805	0.004953014966443786
2525.0	0.00484568687954547	0.004829255562114423
2575.0	0.004742778042526153	0.004748772367401299
2625.0	0.0047264181761282106	0.004755897109228362
2675.0	0.004700031294841206	0.004755897109228362
2725.0	0.004653590383776079	0.004697052019323356
2775.0	0.004569680101283405	0.004602319340956103
2825.0	0.0047612488594270565	0.004676997190476807
2875.0	0.004552264759633983	0.004603110978936889
2925.0	0.004549626071505282	0.0045447936476857385
2975.0	0.004482603393036291	0.004499670282781003
