config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
gm12878_LOCAL	0.873 [0.865, 0.882]	0.663 [0.646, 0.680]	0.434 [0.403, 0.464]	0.054 [0.045, 0.063]	0.061 [0.049, 0.073]	0.050 [0.046, 0.055]	0.137 [0.127, 0.147]	0.562 [0.558, 0.565]
k562_to_gm12878	0.813 [0.795, 0.831]	0.576 [0.564, 0.587]	0.255 [0.204, 0.307]	-0.048 [-0.065, -0.031]	-0.047 [-0.068, -0.027]	0.035 [0.031, 0.038]	0.095 [0.087, 0.104]	0.564 [0.560, 0.568]
thp1_to_gm12878	0.845 [0.835, 0.856]	0.561 [0.520, 0.602]	0.276 [0.237, 0.314]	0.006 [-0.005, 0.017]	-0.063 [-0.089, -0.037]	0.034 [0.030, 0.037]	0.091 [0.083, 0.099]	0.565 [0.561, 0.569]
dnase_only_LOCAL	0.842 [0.832, 0.851]	0.615 [0.592, 0.639]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.029 [0.026, 0.032]	0.084 [0.076, 0.092]	0.566 [0.562, 0.570]
