distance	r1	both
2225.0	0.004849475723844368	0.004867558748576338
2275.0	0.004811252822234071	0.004831461537982796
2325.0	0.004780938107163835	0.004746453705327414
2375.0	0.004719869333326694	0.004703034545323416
2425.0	0.00464503445699389	0.004653611386802845
2475.0	0.004592313213393481	0.004601113009529883
2525.0	0.004630389667104887	0.0046339153428887215
2575.0	0.004594363483977941	0.0046040417892940656
2625.0	0.004613401710833644	0.004605579398670261
2675.0	0.004575178809223346	0.004583101013980164
2725.0	0.004510009494217285	0.00452525761363757
2775.0	0.004523922044611837	0.004501388058559487
2825.0	0.004502101307677223	0.004530309758730784
2875.0	0.004500490380789433	0.004525037955155257
2925.0	0.004514695826981766	0.0045270148814960795
2975.0	0.004520846638735147	0.004527600637448916
