distance	r1	both
2525.0	0.004782359181260109	0.0047842603919146815
2575.0	0.004835584335784326	0.0047866315766455165
2625.0	0.004751267259310319	0.004715232569750375
2675.0	0.004604239357208769	0.004659114531120614
2725.0	0.00458790292364193	0.004588505919135751
2775.0	0.004727026099824042	0.004670706989804696
2825.0	0.0045341507873897504	0.004592457893687143
2875.0	0.0045341507873897504	0.00453713024996766
2925.0	0.004551541184412514	0.0045603151673358246
2975.0	0.004541001549853263	0.00453054362571534
