config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
DNase_input_local	0.876 [0.867, 0.884]	0.671 [0.655, 0.687]	0.521 [0.507, 0.535]	0.080 [0.069, 0.090]	0.108 [0.095, 0.120]	0.052 [0.047, 0.056]	0.140 [0.131, 0.150]	0.562 [0.558, 0.565]
ATAC_input_K562transferred	0.788 [0.770, 0.805]	0.531 [0.500, 0.562]	0.041 [0.003, 0.079]	-0.067 [-0.076, -0.058]	-0.061 [-0.090, -0.031]	0.039 [0.035, 0.043]	0.108 [0.099, 0.118]	0.562 [0.559, 0.566]
DNase_input_K562transferred	0.758 [0.740, 0.776]	0.574 [0.558, 0.590]	0.236 [0.211, 0.262]	-0.113 [-0.121, -0.104]	-0.013 [-0.047, 0.021]	0.027 [0.025, 0.030]	0.072 [0.065, 0.078]	0.565 [0.561, 0.569]
atac_LOCAL_floor	0.792 [0.777, 0.807]	0.518 [0.485, 0.550]	0.026 [-0.012, 0.064]	-0.060 [-0.067, -0.053]	-0.074 [-0.098, -0.051]	0.034 [0.031, 0.037]	0.097 [0.089, 0.104]	0.565 [0.561, 0.569]
ATAC_input_local	0.829 [0.815, 0.843]	0.585 [0.569, 0.602]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.052 [0.048, 0.057]	0.142 [0.132, 0.152]	0.561 [0.558, 0.565]
