config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
K562seq_to_GM	0.365 [0.326, 0.405]	0.154 [0.120, 0.188]	0.163 [0.119, 0.208]	-0.450 [-0.487, -0.414]	-0.204 [-0.226, -0.183]	0.029 [0.026, 0.032]	0.076 [0.069, 0.083]	0.565 [0.561, 0.569]
K562mm_to_GM	0.787 [0.772, 0.802]	0.524 [0.491, 0.558]	0.302 [0.256, 0.348]	0.035 [0.018, 0.052]	0.047 [0.026, 0.068]	0.039 [0.035, 0.043]	0.106 [0.097, 0.116]	0.563 [0.559, 0.566]
K562resSeq_to_GM	0.777 [0.758, 0.796]	0.511 [0.495, 0.527]	0.236 [0.193, 0.280]	0.020 [0.010, 0.029]	0.032 [0.019, 0.046]	0.030 [0.027, 0.033]	0.079 [0.072, 0.086]	0.565 [0.561, 0.569]
K562resMM_to_GM	0.782 [0.767, 0.797]	0.517 [0.490, 0.544]	0.244 [0.203, 0.285]	0.027 [0.013, 0.041]	0.039 [0.019, 0.059]	0.038 [0.035, 0.042]	0.105 [0.096, 0.115]	0.563 [0.559, 0.566]
K562atac_to_GM	0.765 [0.748, 0.781]	0.478 [0.447, 0.508]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.027 [0.024, 0.030]	0.078 [0.071, 0.086]	0.566 [0.562, 0.570]
