config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
K562p300_transferred	0.741 [0.722, 0.761]	0.507 [0.478, 0.535]	0.139 [0.067, 0.210]	-0.050 [-0.074, -0.026]	-0.113 [-0.136, -0.091]	0.090 [0.083, 0.096]	0.342 [0.315, 0.370]	0.324 [0.324, 0.325]
GMatac_local	0.677 [0.659, 0.696]	0.299 [0.272, 0.327]	-0.210 [-0.312, -0.107]	-0.140 [-0.171, -0.110]	-0.281 [-0.324, -0.237]	0.085 [0.078, 0.092]	0.331 [0.301, 0.361]	0.325 [0.325, 0.326]
GMp300_local	0.774 [0.749, 0.799]	0.608 [0.578, 0.638]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.104 [0.096, 0.112]	0.398 [0.365, 0.430]	0.322 [0.321, 0.323]
