config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
gm12878_mm_narrow_to_k562	0.835 [0.807, 0.863]	0.614 [0.582, 0.646]	0.310 [0.263, 0.356]	0.006 [-0.009, 0.022]	0.036 [0.017, 0.056]	0.046 [0.042, 0.051]	0.129 [0.117, 0.142]	0.606 [0.598, 0.613]
gm12878_mm_WIDE_to_k562	0.842 [0.818, 0.865]	0.620 [0.589, 0.650]	0.350 [0.308, 0.392]	0.018 [0.008, 0.028]	0.043 [0.015, 0.071]	0.047 [0.043, 0.050]	0.131 [0.120, 0.142]	0.606 [0.598, 0.613]
k562_mm_narrow_local	0.878 [0.859, 0.898]	0.699 [0.695, 0.703]	0.511 [0.470, 0.552]	0.081 [0.067, 0.094]	0.147 [0.101, 0.193]	0.065 [0.061, 0.070]	0.176 [0.162, 0.189]	0.602 [0.594, 0.609]
k562_mm_WIDE_local	0.887 [0.868, 0.905]	0.727 [0.712, 0.741]	0.559 [0.525, 0.593]	0.096 [0.084, 0.108]	0.187 [0.154, 0.219]	0.066 [0.061, 0.070]	0.177 [0.163, 0.190]	0.601 [0.594, 0.609]
atac_LOCAL	0.831 [0.809, 0.853]	0.584 [0.540, 0.627]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.041 [0.038, 0.045]	0.116 [0.106, 0.126]	0.607 [0.600, 0.615]
