config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
GMseq_to_K562	0.404 [0.356, 0.451]	0.328 [0.290, 0.367]	0.004 [-0.076, 0.083]	-0.481 [-0.534, -0.429]	-0.187 [-0.236, -0.139]	0.036 [0.033, 0.039]	0.098 [0.090, 0.105]	0.608 [0.600, 0.616]
GMmm_to_K562	0.834 [0.807, 0.861]	0.612 [0.587, 0.638]	0.415 [0.364, 0.467]	0.050 [0.031, 0.069]	0.080 [0.040, 0.120]	0.045 [0.041, 0.049]	0.125 [0.113, 0.137]	0.606 [0.599, 0.614]
GMresSeq_to_K562	0.823 [0.804, 0.843]	0.599 [0.578, 0.620]	0.324 [0.282, 0.367]	0.033 [0.020, 0.045]	0.063 [0.022, 0.104]	0.038 [0.036, 0.041]	0.106 [0.098, 0.114]	0.607 [0.600, 0.615]
GMresMM_to_K562	0.827 [0.801, 0.854]	0.608 [0.591, 0.624]	0.361 [0.299, 0.423]	0.039 [0.023, 0.056]	0.074 [0.037, 0.111]	0.045 [0.042, 0.048]	0.125 [0.116, 0.134]	0.606 [0.599, 0.614]
GMatac_to_K562	0.803 [0.781, 0.826]	0.543 [0.495, 0.590]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.030 [0.028, 0.033]	0.090 [0.080, 0.100]	0.610 [0.602, 0.617]
