config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
GATE_transferred	0.788 [0.769, 0.807]	0.529 [0.501, 0.557]	0.082 [-0.005, 0.169]	0.000 [-0.007, 0.008]	-0.002 [-0.020, 0.017]	0.039 [0.035, 0.044]	0.108 [0.098, 0.119]	0.562 [0.559, 0.566]
ASYM_transferred	0.788 [0.772, 0.803]	0.523 [0.493, 0.553]	0.094 [0.014, 0.174]	-0.000 [-0.007, 0.007]	-0.008 [-0.019, 0.003]	0.039 [0.035, 0.043]	0.108 [0.099, 0.116]	0.563 [0.559, 0.566]
GATE_ASYM_transferred	0.787 [0.771, 0.803]	0.518 [0.486, 0.551]	0.111 [0.080, 0.143]	-0.001 [-0.004, 0.002]	-0.013 [-0.026, -0.001]	0.039 [0.035, 0.043]	0.108 [0.098, 0.118]	0.562 [0.559, 0.566]
atac_LOCAL	0.792 [0.777, 0.807]	0.518 [0.485, 0.550]	0.296 [0.261, 0.331]	0.007 [-0.008, 0.022]	-0.014 [-0.042, 0.015]	0.034 [0.031, 0.037]	0.097 [0.089, 0.104]	0.565 [0.561, 0.569]
ungated_transferred	0.788 [0.770, 0.805]	0.531 [0.500, 0.562]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.039 [0.035, 0.043]	0.108 [0.099, 0.118]	0.562 [0.559, 0.566]
