config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
thp1_LOCAL	0.776 [0.703, 0.848]	0.717 [0.630, 0.805]	0.371 [0.319, 0.422]	0.060 [0.051, 0.068]	0.079 [0.036, 0.122]	0.102 [0.092, 0.112]	0.295 [0.267, 0.322]	0.550 [0.538, 0.563]
gm12878_to_thp1	0.737 [0.668, 0.806]	0.590 [0.542, 0.639]	0.236 [0.190, 0.283]	0.002 [-0.014, 0.017]	-0.089 [-0.131, -0.047]	0.071 [0.063, 0.079]	0.209 [0.187, 0.232]	0.555 [0.542, 0.567]
k562_to_thp1	0.634 [0.562, 0.705]	0.272 [0.120, 0.425]	0.057 [-0.048, 0.162]	-0.140 [-0.220, -0.061]	-0.353 [-0.404, -0.301]	0.036 [0.030, 0.042]	0.096 [0.071, 0.121]	0.563 [0.550, 0.575]
dnase_only_LOCAL	0.736 [0.663, 0.809]	0.660 [0.586, 0.735]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.074 [0.065, 0.082]	0.230 [0.205, 0.255]	0.556 [0.543, 0.568]
