distance	r1	both
-2975.0	0.004672336525660516	0.004654415919780806
-2925.0	0.004708076294194458	0.004673241623439341
-2875.0	0.004806360657662798	0.0047887484831747665
-2825.0	0.0048057224475104065	0.004767689221455048
-2775.0	0.0048140191794915	0.004820337375754344
-2725.0	0.004897624709454828	0.004874900008391797
-2675.0	0.004901453970369179	0.004895002030942437
-2625.0	0.004864437781530453	0.004926271843798989
-2575.0	0.0049831448698753325	0.005002850977325238
-2525.0	0.0049678278262179285	0.004978600918375259
-2475.0	0.005125465733858708	0.005119315076229741
-2425.0	0.005039307363285812	0.005056775450516638
-2375.0	0.005177160756202445	0.005149308570194189
-2325.0	0.005132486045535018	0.005175154027759298
-2275.0	0.005283103641499487	0.00522971666039675
-2225.0	0.005356497809024547	0.005335651128441394
-2175.0	0.005389684736948922	0.005308848431707207
-2125.0	0.005342457185671927	0.005306933953369051
-2075.0	0.005410745671977852	0.005492000192724153
-2025.0	0.005509030035446192	0.005515612092228079
-1975.0	0.00558178599281886	0.00556953656541948
-1925.0	0.005597741246628655	0.0056024017768911616
-1875.0	0.005690919928877861	0.005665898641773344
-1825.0	0.005817923749203833	0.005775342986771274
-1775.0	0.005788566082193809	0.005792254212091653
-1725.0	0.005840899314689938	0.005890530766783674
-1675.0	0.005983220178673315	0.006013695539871724
-1625.0	0.006149154818295188	0.006116120130963082
-1575.0	0.0062672236964876745	0.006287785021951089
-1525.0	0.006327853660964898	0.006381594460520745
-1475.0	0.006489320829520027	0.006521032299483123
-1425.0	0.006538463011254198	0.006629519405311976
-1375.0	0.006756730883372201	0.006744707185324375
-1325.0	0.006992868639757174	0.006963595875320236
-1275.0	0.007043287241796127	0.007028688138817548
-1225.0	0.00714603907633121	0.007170678615564135
-1175.0	0.007560875675385895	0.007577186182699306
-1125.0	0.0077555297718653994	0.007787459720173464
-1075.0	0.008058679594251513	0.008014006323521951
-1025.0	0.008298646611550838	0.008351273590760473
-975.0	0.008738373406548802	0.008714067235841077
-925.0	0.0089100519375422	0.008972521811492166
-875.0	0.009619741627001906	0.009528996848449576
-825.0	0.009994370986455905	0.009894662211037415
-775.0	0.01054004066675091	0.010535693374596722
-725.0	0.010919137497271653	0.011055155163683113
-675.0	0.011687542520751402	0.011696505406965447
-625.0	0.012588695255928654	0.0124973955117608
-575.0	0.012990767651935499	0.013014304663062982
-525.0	0.013791721393187234	0.01377275716469587
-475.0	0.014422273023750352	0.014437081148036083
-425.0	0.014965389863435792	0.015019401642558597
-375.0	0.015299173773136715	0.015248181803968268
-325.0	0.015272368946736257	0.015330185292785958
-275.0	0.015620831689942192	0.015632672870214644
-225.0	0.015393628875690703	0.015408678904650365
-175.0	0.015214291822868603	0.015202234323852518
-125.0	0.01519961298936359	0.015121826233649957
-75.0	0.01474393094055583	0.014778177371950914
-25.0	0.014622671011601383	0.01457875254505964
25.0	0.01449502898112302	0.014457821330032775
75.0	0.014685853816688174	0.014682134375320077
125.0	0.015130048082752881	0.015123740711988113
175.0	0.015153023648238987	0.015080345869656573
225.0	0.01547659619550164	0.015371027497333293
275.0	0.015560201725464969	0.015606508332926506
325.0	0.01545553526047271	0.015501212024327915
375.0	0.015332360701061089	0.015376451852624734
425.0	0.01523471454774514	0.01529317204491494
475.0	0.01472925210705082	0.014763180624968692
525.0	0.014069981019630069	0.014108429033319261
575.0	0.013545372274363992	0.013505368356800052
625.0	0.012768670518903147	0.012848064127366415
675.0	0.012178326127940713	0.012109075488838113
725.0	0.011713070926847076	0.01159152817808988
775.0	0.011022527541959128	0.011030905104733134
825.0	0.010440479882977785	0.010399765412587633
875.0	0.009779294165099862	0.009790323141607899
925.0	0.009438489943722629	0.009544312675154825
975.0	0.009114279186307583	0.00913174259328216
1025.0	0.008695613326338551	0.008651846689851
1075.0	0.008221423183111427	0.008318089299565765
1125.0	0.008072720217604133	0.008052614970008101
1175.0	0.007843602772895471	0.007783949843220178
1225.0	0.007601082914986579	0.0075146465569862035
1275.0	0.007266660795133265	0.007282037438900222
1325.0	0.0070605189159107075	0.007075911937825401
1375.0	0.006930324044822776	0.006878720668995311
1425.0	0.006799490963582452	0.006833092268602588
1475.0	0.006655893679294292	0.006668128051798125
1525.0	0.006558885736130737	0.006560598185138351
1575.0	0.006372528371632325	0.006397548446672046
1625.0	0.006285093580754645	0.006268640238569527
1675.0	0.00619893521018175	0.006233222389313637
1725.0	0.006167662912714551	0.006145475465481477
1775.0	0.0060483176142172804	0.006069853571124307
1825.0	0.005893870757338459	0.005914461746010626
1875.0	0.005801968495394038	0.005805974640181774
1925.0	0.005780269350212715	0.005797997647106122
1975.0	0.005759846625336177	0.0057102507232739625
2025.0	0.0057292125380213705	0.0056815335482016185
2075.0	0.0056717736243061066	0.0056528163731292755
2125.0	0.005478395948131385	0.0055449674267464754
2175.0	0.005577318521752117	0.005563474050681985
2225.0	0.0054745666872170334	0.005470302771558382
2275.0	0.005440103338987876	0.005477322525464955
2325.0	0.005477757737978993	0.005425950690057763
2375.0	0.005205880213060077	0.005287789169987489
2425.0	0.005204603792755294	0.0052440752479329215
2475.0	0.005309908467899944	0.005314910946444702
2525.0	0.0052077948435172525	0.005186959977511261
2575.0	0.005135038886144585	0.0051480322513020845
2625.0	0.005159290871935475	0.005151542128255371
2675.0	0.005110786900353696	0.005095703176725815
2725.0	0.005025266739933192	0.005029972753782451
2775.0	0.005046327674962122	0.00507113403805281
2825.0	0.005006758645513829	0.0050133806081850965
2875.0	0.005006758645513829	0.004986896991173936
2925.0	0.0049722952972846715	0.004938715952997005
2975.0	0.005015055377494923	0.005042416862980467
