config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
GMseq_to_K562	0.404 [0.356, 0.451]	0.328 [0.290, 0.367]	0.065 [-0.011, 0.141]	-0.499 [-0.552, -0.447]	-0.196 [-0.247, -0.145]	0.036 [0.033, 0.039]	0.098 [0.090, 0.105]	0.608 [0.600, 0.616]
GMmm_to_K562	0.834 [0.807, 0.861]	0.612 [0.587, 0.638]	0.392 [0.335, 0.449]	0.032 [0.010, 0.055]	0.071 [0.021, 0.121]	0.045 [0.041, 0.049]	0.125 [0.113, 0.137]	0.606 [0.599, 0.614]
GMresSeq_to_K562	0.837 [0.820, 0.854]	0.598 [0.579, 0.618]	0.348 [0.299, 0.398]	0.037 [0.024, 0.051]	0.054 [0.018, 0.089]	0.038 [0.036, 0.041]	0.106 [0.098, 0.114]	0.607 [0.600, 0.615]
GMresMM_to_K562	0.843 [0.820, 0.866]	0.613 [0.594, 0.633]	0.389 [0.322, 0.455]	0.047 [0.030, 0.065]	0.072 [0.036, 0.107]	0.045 [0.042, 0.048]	0.125 [0.116, 0.134]	0.606 [0.599, 0.614]
atac_LOCAL	0.814 [0.795, 0.834]	0.551 [0.500, 0.601]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.035 [0.033, 0.038]	0.099 [0.089, 0.110]	0.609 [0.601, 0.616]
