config	mode	half_window	fold	stratum	n	pearson	spearman
multimodal_OLD	multimodal	500	0	quintile5	376	0.4859	0.4895
multimodal_OLD	multimodal	500	0	top_quintile	376	0.4859	0.4895
multimodal_OLD	multimodal	500	0	top_two_quintiles	751	0.533	0.5183
multimodal_OLD	multimodal	500	1	all	2686	0.6622	0.6859
multimodal_OLD	multimodal	500	1	quintile1	538	0.31	0.2703
multimodal_OLD	multimodal	500	1	quintile2	537	0.1122	0.1022
multimodal_OLD	multimodal	500	1	quintile3	537	0.1954	0.1741
multimodal_OLD	multimodal	500	1	quintile4	537	0.1296	0.1231
multimodal_OLD	multimodal	500	1	quintile5	537	0.3939	0.4322
multimodal_OLD	multimodal	500	1	top_quintile	537	0.3939	0.4322
multimodal_OLD	multimodal	500	1	top_two_quintiles	1074	0.4581	0.4513
multimodal_OLD	multimodal	500	2	all	2308	0.7028	0.7182
multimodal_OLD	multimodal	500	2	quintile1	462	0.4345	0.4274
multimodal_OLD	multimodal	500	2	quintile2	461	0.1012	0.1015
multimodal_OLD	multimodal	500	2	quintile3	462	0.1159	0.1003
multimodal_OLD	multimodal	500	2	quintile4	461	0.1607	0.1811
multimodal_OLD	multimodal	500	2	quintile5	462	0.5357	0.5091
multimodal_OLD	multimodal	500	2	top_quintile	462	0.5357	0.5091
multimodal_OLD	multimodal	500	2	top_two_quintiles	923	0.5776	0.5836
multimodal_OLD	multimodal	500	3	all	2756	0.6856	0.6972
multimodal_OLD	multimodal	500	3	quintile1	552	0.3241	0.3001
multimodal_OLD	multimodal	500	3	quintile2	551	0.0637	0.0635
multimodal_OLD	multimodal	500	3	quintile3	551	0.1206	0.139
multimodal_OLD	multimodal	500	3	quintile4	551	0.244	0.2468
multimodal_OLD	multimodal	500	3	quintile5	551	0.4708	0.4442
multimodal_OLD	multimodal	500	3	top_quintile	551	0.4708	0.4442
multimodal_OLD	multimodal	500	3	top_two_quintiles	1102	0.5646	0.5466
multimodal_OLD	multimodal	500	4	all	1784	0.6895	0.6948
multimodal_OLD	multimodal	500	4	quintile1	357	0.3899	0.3539
multimodal_OLD	multimodal	500	4	quintile2	357	0.1314	0.165
multimodal_OLD	multimodal	500	4	quintile3	356	0.0425	0.0403
multimodal_OLD	multimodal	500	4	quintile4	357	0.1785	0.2033
multimodal_OLD	multimodal	500	4	quintile5	357	0.4771	0.4726
multimodal_OLD	multimodal	500	4	top_quintile	357	0.4771	0.4726
multimodal_OLD	multimodal	500	4	top_two_quintiles	714	0.5466	0.5414
multimodal_5PRIME	multimodal	500	0	all	1878	0.6851	0.6859
multimodal_5PRIME	multimodal	500	0	quintile1	376	0.3133	0.3118
multimodal_5PRIME	multimodal	500	0	quintile2	375	0.1191	0.1084
multimodal_5PRIME	multimodal	500	0	quintile3	376	0.0805	0.0808
multimodal_5PRIME	multimodal	500	0	quintile4	375	0.157	0.1419
multimodal_5PRIME	multimodal	500	0	quintile5	376	0.5437	0.5593
multimodal_5PRIME	multimodal	500	0	top_quintile	376	0.5437	0.5593
multimodal_5PRIME	multimodal	500	0	top_two_quintiles	751	0.5859	0.5688
multimodal_5PRIME	multimodal	500	1	all	2686	0.6912	0.7155
multimodal_5PRIME	multimodal	500	1	quintile1	538	0.3319	0.2821
multimodal_5PRIME	multimodal	500	1	quintile2	537	0.1275	0.1084
multimodal_5PRIME	multimodal	500	1	quintile3	537	0.1915	0.1868
multimodal_5PRIME	multimodal	500	1	quintile4	537	0.1596	0.1629
multimodal_5PRIME	multimodal	500	1	quintile5	537	0.4267	0.4724
multimodal_5PRIME	multimodal	500	1	top_quintile	537	0.4267	0.4724
multimodal_5PRIME	multimodal	500	1	top_two_quintiles	1074	0.5018	0.5041
multimodal_5PRIME	multimodal	500	2	all	2308	0.6964	0.7287
multimodal_5PRIME	multimodal	500	2	quintile1	462	0.4162	0.4128
multimodal_5PRIME	multimodal	500	2	quintile2	461	0.1089	0.1147
multimodal_5PRIME	multimodal	500	2	quintile3	462	0.1022	0.1058
multimodal_5PRIME	multimodal	500	2	quintile4	461	0.1938	0.2286
multimodal_5PRIME	multimodal	500	2	quintile5	462	0.4826	0.4604
multimodal_5PRIME	multimodal	500	2	top_quintile	462	0.4826	0.4604
multimodal_5PRIME	multimodal	500	2	top_two_quintiles	923	0.543	0.5629
multimodal_5PRIME	multimodal	500	3	all	2756	0.677	0.7004
multimodal_5PRIME	multimodal	500	3	quintile1	552	0.3056	0.2773
multimodal_5PRIME	multimodal	500	3	quintile2	551	0.0677	0.0905
multimodal_5PRIME	multimodal	500	3	quintile3	551	0.1384	0.1528
multimodal_5PRIME	multimodal	500	3	quintile4	551	0.2357	0.2344
multimodal_5PRIME	multimodal	500	3	quintile5	551	0.4381	0.4015
multimodal_5PRIME	multimodal	500	3	top_quintile	551	0.4381	0.4015
multimodal_5PRIME	multimodal	500	3	top_two_quintiles	1102	0.5251	0.5141
multimodal_5PRIME	multimodal	500	4	all	1784	0.7387	0.7321
multimodal_5PRIME	multimodal	500	4	quintile1	357	0.4154	0.3751
multimodal_5PRIME	multimodal	500	4	quintile2	357	0.1072	0.1458
multimodal_5PRIME	multimodal	500	4	quintile3	356	0.0845	0.082
multimodal_5PRIME	multimodal	500	4	quintile4	357	0.2075	0.2324
multimodal_5PRIME	multimodal	500	4	quintile5	357	0.5176	0.5142
multimodal_5PRIME	multimodal	500	4	top_quintile	357	0.5176	0.5142
multimodal_5PRIME	multimodal	500	4	top_two_quintiles	714	0.6167	0.6039
