config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
DNase_input	0.897 [0.889, 0.905]	0.736 [0.715, 0.757]	0.452 [0.396, 0.507]	0.033 [0.011, 0.056]	0.054 [0.026, 0.081]	0.066 [0.061, 0.070]	0.176 [0.163, 0.189]	0.601 [0.594, 0.609]
ATAC_input	0.878 [0.859, 0.898]	0.699 [0.695, 0.703]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.065 [0.061, 0.070]	0.176 [0.162, 0.189]	0.602 [0.594, 0.609]
