config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
multimodal_flat	0.829 [0.815, 0.843]	0.585 [0.569, 0.602]	0.406 [0.379, 0.433]	0.060 [0.053, 0.067]	0.074 [0.051, 0.098]	0.052 [0.048, 0.057]	0.142 [0.132, 0.152]	0.561 [0.558, 0.565]
multimodal_FRAGCHAN	0.832 [0.820, 0.844]	0.591 [0.576, 0.606]	0.421 [0.400, 0.443]	0.065 [0.057, 0.073]	0.081 [0.059, 0.102]	0.053 [0.048, 0.057]	0.143 [0.132, 0.153]	0.561 [0.558, 0.565]
atac_flat	0.792 [0.777, 0.807]	0.518 [0.485, 0.550]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.034 [0.031, 0.037]	0.097 [0.089, 0.104]	0.565 [0.561, 0.569]
