config	overall_pearson	overall_pearson_topq	residual_pearson	incremental_r2	incremental_r2_topq	profile_pearson	profile_pearson_topq	profile_jsd
sequence5p	0.494 [0.455, 0.533]	0.230 [0.190, 0.270]	0.134 [0.090, 0.177]	-0.357 [-0.402, -0.313]	-0.193 [-0.223, -0.163]	0.044 [0.040, 0.047]	0.117 [0.109, 0.126]	0.564 [0.560, 0.568]
multimodal5p	0.829 [0.817, 0.841]	0.587 [0.569, 0.604]	0.461 [0.429, 0.494]	0.085 [0.070, 0.099]	0.098 [0.081, 0.114]	0.052 [0.048, 0.057]	0.141 [0.131, 0.151]	0.562 [0.558, 0.565]
residual_sequence	0.813 [0.797, 0.828]	0.566 [0.549, 0.582]	0.382 [0.345, 0.420]	0.058 [0.047, 0.069]	0.073 [0.047, 0.099]	0.046 [0.043, 0.050]	0.125 [0.118, 0.133]	0.563 [0.559, 0.567]
residual_multimodal	0.822 [0.810, 0.834]	0.575 [0.555, 0.594]	0.427 [0.388, 0.466]	0.073 [0.059, 0.088]	0.084 [0.061, 0.106]	0.052 [0.048, 0.056]	0.141 [0.131, 0.150]	0.562 [0.558, 0.565]
residual_atac	0.776 [0.760, 0.792]	0.497 [0.464, 0.530]	0.010 [-0.020, 0.040]	0.000 [-0.000, 0.000]	0.001 [0.000, 0.001]	0.030 [0.027, 0.033]	0.085 [0.079, 0.092]	0.566 [0.562, 0.570]
atac5p	0.776 [0.760, 0.792]	0.496 [0.464, 0.529]	-	0.000 [0.000, 0.000]	0.000 [0.000, 0.000]	0.030 [0.027, 0.032]	0.085 [0.078, 0.092]	0.566 [0.562, 0.570]
