motif_counts	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	log2_fc_vs_single_mean	log2_fc_vs_single_std	log2_fc_vs_single_sem	mean_prediction_mean	mean_prediction_std	mean_prediction_sem
4	++++	0	0.3098	0.0426	0.0191	0.2464	0.0382	0.0171	3.1696	0.1569	0.0702
4	++++	1	0.1394	0.0268	0.012	0.0759	0.0276	0.0123	3.0515	0.1828	0.0818
4	++++	2	0.1391	0.0195	0.0087	0.0757	0.0191	0.0085	3.0513	0.1779	0.0796
4	++++	3	0.1298	0.0161	0.0072	0.0664	0.009	0.004	3.0448	0.1649	0.0738
4	++++	4	0.1855	0.0113	0.0051	0.122	0.0118	0.0053	3.0834	0.1752	0.0784
4	++++	5	0.1391	0.0245	0.011	0.0756	0.0244	0.0109	3.0512	0.1781	0.0797
4	++++	6	0.1405	0.0199	0.0089	0.0771	0.0161	0.0072	3.0522	0.1662	0.0743
4	++++	7	0.113	0.0222	0.0099	0.0495	0.0224	0.01	3.0332	0.1762	0.0788
4	++++	8	0.1577	0.0224	0.01	0.0942	0.023	0.0103	3.0641	0.1714	0.0767
4	++++	9	0.1628	0.0305	0.0136	0.0994	0.0267	0.0119	3.0677	0.1738	0.0777
4	++++	10	0.1883	0.0159	0.0071	0.1248	0.0133	0.006	3.0854	0.166	0.0742
4	++++	11	0.2386	0.026	0.0116	0.1751	0.0208	0.0093	3.1202	0.1637	0.0732
4	++++	12	0.245	0.0249	0.0111	0.1815	0.0179	0.008	3.1247	0.1614	0.0722
4	++++	13	0.2508	0.022	0.0098	0.1873	0.0178	0.008	3.1287	0.172	0.0769
4	++++	14	0.2518	0.0246	0.011	0.1883	0.0182	0.0081	3.1294	0.163	0.0729
4	++++	15	0.2951	0.0426	0.0191	0.2317	0.0358	0.016	3.1594	0.1545	0.0691
4	++++	16	0.2476	0.0255	0.0114	0.1842	0.0198	0.0089	3.1265	0.1624	0.0726
4	++++	17	0.2973	0.0437	0.0195	0.2339	0.0372	0.0167	3.1609	0.1554	0.0695
4	++++	18	0.2584	0.0224	0.01	0.195	0.0166	0.0074	3.134	0.1619	0.0724
4	++++	19	0.3127	0.051	0.0228	0.2492	0.0444	0.0199	3.1716	0.1555	0.0696
4	++++	20	0.2733	0.0291	0.013	0.2099	0.0225	0.0101	3.1443	0.1582	0.0707
4	++++	21	0.327	0.0324	0.0145	0.2636	0.0258	0.0116	3.1815	0.1601	0.0716
4	++++	22	0.268	0.0279	0.0125	0.2046	0.021	0.0094	3.1406	0.1584	0.0708
4	++++	23	0.3358	0.0317	0.0142	0.2724	0.0249	0.0111	3.1876	0.1566	0.07
4	++++	24	0.2755	0.0282	0.0126	0.2121	0.0218	0.0097	3.1459	0.158	0.0706
4	++++	25	0.3279	0.0273	0.0122	0.2645	0.0205	0.0092	3.1822	0.1593	0.0712
