motif_counts	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	log2_fc_vs_single_mean	log2_fc_vs_single_std	log2_fc_vs_single_sem	mean_prediction_mean	mean_prediction_std	mean_prediction_sem
2	-+	15	0.1773	0.0196	0.0088	0.0401	0.0124	0.0055	5.1324	0.174	0.0778
2	-+	16	0.1936	0.0198	0.0089	0.0564	0.0343	0.0153	5.1437	0.1597	0.0714
2	-+	17	0.1951	0.0134	0.006	0.0579	0.0137	0.0061	5.1448	0.1684	0.0753
2	-+	18	0.2397	0.0289	0.0129	0.1025	0.0313	0.014	5.1757	0.1707	0.0763
2	-+	19	0.2434	0.0255	0.0114	0.1062	0.0172	0.0077	5.1783	0.1719	0.0769
2	-+	20	0.2459	0.0225	0.0101	0.1087	0.0253	0.0113	5.18	0.1689	0.0755
2	-+	21	0.2633	0.0325	0.0145	0.1261	0.0189	0.0085	5.192	0.1762	0.0788
2	-+	22	0.2801	0.0203	0.0091	0.1429	0.0187	0.0084	5.2037	0.1714	0.0767
2	-+	23	0.2885	0.0249	0.0111	0.1513	0.0156	0.007	5.2095	0.1717	0.0768
2	-+	24	0.2892	0.0132	0.0059	0.152	0.0184	0.0082	5.21	0.1702	0.0761
2	-+	25	0.3026	0.0236	0.0106	0.1654	0.0198	0.0088	5.2193	0.1712	0.0766
2	-+	26	0.3253	0.023	0.0103	0.1881	0.02	0.0089	5.235	0.1775	0.0794
2	-+	27	0.3179	0.021	0.0094	0.1807	0.0142	0.0064	5.2299	0.1711	0.0765
2	-+	28	0.326	0.0319	0.0143	0.1888	0.0235	0.0105	5.2355	0.1837	0.0822
2	-+	29	0.327	0.0257	0.0115	0.1898	0.0194	0.0087	5.2362	0.1733	0.0775
2	-+	30	0.332	0.0361	0.0161	0.1948	0.0256	0.0114	5.2397	0.1858	0.0831
2	-+	31	0.3209	0.0223	0.01	0.1837	0.0181	0.0081	5.232	0.1722	0.077
2	-+	32	0.3127	0.0321	0.0143	0.1755	0.0225	0.0101	5.2263	0.1836	0.0821
2	-+	33	0.3266	0.0265	0.0119	0.1894	0.0181	0.0081	5.2359	0.1714	0.0767
2	-+	34	0.3106	0.0317	0.0142	0.1734	0.0211	0.0095	5.2249	0.1831	0.0819
2	-+	35	0.3186	0.0224	0.01	0.1814	0.0138	0.0062	5.2304	0.1727	0.0772
2	-+	36	0.3202	0.0278	0.0124	0.183	0.0193	0.0086	5.2315	0.1807	0.0808
2	-+	37	0.328	0.0252	0.0113	0.1909	0.0175	0.0078	5.2369	0.1739	0.0777
2	-+	38	0.3127	0.0287	0.0128	0.1755	0.0184	0.0082	5.2263	0.1807	0.0808
2	-+	39	0.3213	0.0233	0.0104	0.1841	0.0178	0.0079	5.2322	0.1728	0.0773
2	-+	40	0.3254	0.034	0.0152	0.1882	0.0271	0.0121	5.2351	0.1844	0.0825
2	-+	41	0.3213	0.022	0.0098	0.1841	0.0172	0.0077	5.2323	0.1724	0.0771
2	-+	42	0.3114	0.0272	0.0121	0.1742	0.0173	0.0078	5.2254	0.1787	0.0799
2	-+	43	0.321	0.0247	0.011	0.1838	0.0124	0.0055	5.232	0.1714	0.0767
2	-+	44	0.3194	0.0305	0.0136	0.1822	0.0161	0.0072	5.2309	0.1802	0.0806
2	-+	45	0.3315	0.0232	0.0104	0.1943	0.0113	0.005	5.2393	0.1701	0.0761
2	-+	46	0.3226	0.0239	0.0107	0.1854	0.012	0.0054	5.2332	0.1764	0.0789
2	-+	47	0.3274	0.0221	0.0099	0.1902	0.0156	0.007	5.2365	0.1673	0.0748
2	-+	48	0.307	0.0239	0.0107	0.1698	0.0115	0.0052	5.2223	0.1759	0.0787
2	-+	49	0.324	0.0188	0.0084	0.1868	0.0158	0.0071	5.2341	0.1702	0.0761
2	-+	50	0.3099	0.0229	0.0103	0.1727	0.0194	0.0087	5.2243	0.1768	0.0791
