motif1_name	motif2_name	orientation_pattern	spacing	log2_fc_vs_baseline_mean	log2_fc_vs_baseline_std	log2_fc_vs_baseline_sem	mean_prediction_mean	mean_prediction_std	n_sequences_first
AP1_2	CREB_ATF_1	--	36	0.4490485588154226	0.026711415029675736	0.011945707956312902	1.8974122762680055	0.11853754430533803	1000
AP1_2	CREB_ATF_3	++	0	0.7261372716675412	0.09506179648778958	0.04251292780198965	2.0894756078720094	0.12301804728844905	1000
AP1_2	CREB_ATF_3	++	9	0.7311227563455475	0.053793460746170384	0.024057166994680707	2.092931342124939	0.08597578851066197	1000
AP1_2	CREB_ATF_3	++	18	0.5969159485595015	0.03802960846186833	0.01700735793568776	1.9999061822891235	0.1136626500830168	1000
AP1_2	CREB_ATF_3	++	27	0.6527909018477644	0.04341243998495037	0.019414633375095792	2.038635802268982	0.11312427119942083	1000
AP1_2	CREB_ATF_3	++	36	0.5938617946541542	0.04192917856622022	0.018751298702959114	1.997789192199707	0.11738726347146936	1000
AP1_2	CREB_ATF_3	+-	0	0.7113055566501929	0.04569021636095203	0.02043328593795236	2.079194927215576	0.0929983235456842	1000
AP1_2	CREB_ATF_3	+-	9	0.72542097252583	0.05975938093835949	0.026725207614295397	2.088978981971741	0.08304155778050971	1000
AP1_2	CREB_ATF_3	+-	18	0.5984384937693249	0.04038535168675825	0.018060878333365445	2.000961494445801	0.1141247951183086	1000
AP1_2	CREB_ATF_3	+-	27	0.6494507579922975	0.04208126653843038	0.01881931451184352	2.036320447921753	0.11035167806352345	1000
AP1_2	CREB_ATF_3	+-	36	0.5946031946637589	0.03893880555182737	0.017413963235306442	1.998303198814392	0.11798026811517483	1000
AP1_2	CREB_ATF_3	-+	0	0.7111298505749388	0.046899375422552715	0.02097403830942216	2.079073190689087	0.09316306888289475	1000
AP1_2	CREB_ATF_3	-+	9	0.7261400061916898	0.058656973484812476	0.026232196013288682	2.0894774436950683	0.08371529173048811	1000
AP1_2	CREB_ATF_3	-+	18	0.5984079668487967	0.041636823659993535	0.018620553614183428	2.0009403944015505	0.11491963609965464	1000
AP1_2	CREB_ATF_3	-+	27	0.6489708232067998	0.04116917738566069	0.018411415842416876	2.035987877845764	0.11319834455080519	1000
AP1_2	CREB_ATF_3	-+	36	0.5938841180022363	0.03993552298750986	0.017859708823415504	1.9978047132492065	0.11725436880447862	1000
AP1_2	CREB_ATF_3	--	0	0.7076308205474723	0.07276040511702744	0.03253944238241938	2.0766477823257445	0.08106605125752218	1000
AP1_2	CREB_ATF_3	--	9	0.7206406287537728	0.0643956676364933	0.02879861805833645	2.0856656074523925	0.07961362971039182	1000
AP1_2	CREB_ATF_3	--	18	0.5994687988349813	0.043356438731626715	0.01938958885324442	2.0016757011413575	0.11463417953217775	1000
AP1_2	CREB_ATF_3	--	27	0.6466308014617628	0.03929181876925533	0.01757183554553141	2.0343658447265627	0.11021407221977045	1000
AP1_2	CREB_ATF_3	--	36	0.5943696164264896	0.03731464434427613	0.0166876162620059	1.9981411457061768	0.11791182116894099	1000
AP1_2	CTCF	++	0	0.5678211963581479	0.03317614255033759	0.014836821994755616	1.979739260673523	0.11421148779024626	1000
AP1_2	CTCF	++	9	0.43892477427498583	0.022171267190881038	0.00991529211722416	1.8903950214385987	0.10621744957073832	1000
AP1_2	CTCF	++	18	0.47203072083807535	0.02662092826211638	0.011905241043647511	1.913342332839966	0.11275218769758194	1000
AP1_2	CTCF	++	27	0.4429522381954934	0.021491777337905502	0.009611415016969233	1.893186664581299	0.10769876572551372	1000
AP1_2	CTCF	++	36	0.45406991047526646	0.03269464317160415	0.01462148892636124	1.9008928060531616	0.11376335715790369	1000
AP1_2	CTCF	+-	0	0.37007596575358515	0.06562572833420871	0.029348717925644943	1.8426726579666137	0.10000685346055074	1000
AP1_2	CTCF	+-	9	0.4415651723188872	0.02517808254612061	0.011259980823245334	1.8922251701354984	0.10857106013118213	1000
AP1_2	CTCF	+-	18	0.4623422157878398	0.027823493673482944	0.012443044645088639	1.9066267967224122	0.11178663878356768	1000
AP1_2	CTCF	+-	27	0.44491992610054504	0.02116122290813217	0.009463586581921864	1.8945505142211914	0.10984663400400982	1000
AP1_2	CTCF	+-	36	0.4521746530636258	0.03720021523400956	0.016636442008173723	1.89957914352417	0.11679301900954386	1000
AP1_2	CTCF	-+	0	0.598081904941026	0.04098720921802997	0.018330037203904203	2.0007143020629883	0.11309100934620724	1000
AP1_2	CTCF	-+	9	0.44380961470570723	0.026901072835985525	0.012030525505787336	1.8937808990478515	0.10617386165941564	1000
AP1_2	CTCF	-+	18	0.4723240458482545	0.030731711337777	0.013743639123234074	1.9135456562042237	0.11467051602769925	1000
AP1_2	CTCF	-+	27	0.4388350079303679	0.01989880806812296	0.00889901750230884	1.8903327465057373	0.10854070627576366	1000
AP1_2	CTCF	-+	36	0.4530300603724872	0.031162817140865242	0.013936435499474063	1.9001720666885376	0.11226057030670748	1000
AP1_2	CTCF	--	0	0.4127980556665598	0.05397467219342259	0.024138207217552117	1.8722853899002074	0.09112755221460704	1000
AP1_2	CTCF	--	9	0.4438145764051846	0.02734740768029946	0.012230132516309885	1.8937843799591065	0.10507280990093475	1000
AP1_2	CTCF	--	18	0.46237245893699397	0.026560596261321602	0.011878259752648373	1.9066477775573731	0.11168265196578092	1000
